ENSEMBL gene ID	E1_SPLE3770	E1_SPLE3773	E1_SPLE3842	E1_SPLE3886	E4_Spleen1	E4_Spleen2	E4_Spleen3
ENSBTAG00000006904	37.58506	56.14546	36.56489	32.35425	11.40489	12.52543	6.569322
ENSBTAG00000006925	5.211687	4.65721	4.698217	5.157858	6.713792	7.906024	8.534764
ENSBTAG00000006962	15.65164	12.44167	13.52885	14.46646	11.64599	12.95026	7.696598
ENSBTAG00000006963	1037.332	1403.373	1058.445	1879.317	56.82965	67.40581	43.84475
ENSBTAG00000006971	39.1844	33.66916	32.76397	36.35676	7.620978	9.657779	4.062105
ENSBTAG00000006972	5.890076	5.506619	4.638118	4.799201	0.724411	0.567042	0.315851
ENSBTAG00000006982	171.1062	185.6095	185.5322	193.2141	106.2062	102.8383	81.22039
ENSBTAG00000006988	0.606865	0.566579	1.053384	0.916233	0.0	0.487632	0.0
ENSBTAG00000006998	19.33816	25.1586	28.21846	21.15255	2.499549	4.194071	2.058554
ENSBTAG00000006999	3.550643	2.851949	3.382624	3.229758	0.676268	0.701038	0.250848
ENSBTAG00000007007	18.50677	14.46492	13.57632	13.55103	11.58017	12.47695	19.33166
ENSBTAG00000007013	1.289622	1.788823	2.608901	1.718966	2.542407	2.154095	2.024935
ENSBTAG00000007015	21.73366	14.56352	20.93232	13.82015	21.29112	15.69142	26.10878
ENSBTAG00000007036	0.0	0.06977	0.030281	0.046458	0.307009	0.0	0.0
ENSBTAG00000007066	8.845122	8.370286	6.223813	6.653674	7.330127	6.673712	14.73771
ENSBTAG00000007077	9.100529	9.390467	9.070217	8.366942	4.669008	5.914141	2.516804
ENSBTAG00000007080	29.87139	31.64527	27.46942	31.84311	15.77609	19.43245	9.69685
ENSBTAG00000007093	3.341803	3.275081	2.290988	2.568747	0.449559	0.624733	0.429699
ENSBTAG00000007104	0.115472	0.290464	0.037487	0.308787	0.39046	0.0	0.0
ENSBTAG00000007107	2.802583	3.678189	2.851731	3.031581	2.449079	2.671539	0.769496
ENSBTAG00000007110	7.242751	7.218899	6.060143	7.232297	12.65772	13.78778	15.34569
ENSBTAG00000007112	7.725477	8.179218	9.735097	8.517931	1.02242	1.726116	3.548196
ENSBTAG00000007121	30.8022	32.61958	28.20219	26.20939	5.096949	9.196573	4.794395
ENSBTAG00000007125	5.117875	4.48677	2.908281	2.908651	0.902452	1.152446	0.855467
ENSBTAG00000007137	12.52331	11.46126	11.37453	11.01633	17.8134	21.47825	23.31143
ENSBTAG00000007139	31.37225	31.38129	35.71988	33.49678	27.65975	29.655	25.97817
ENSBTAG00000007158	48.99565	47.57778	58.05317	54.96662	30.43733	33.82875	31.81063
ENSBTAG00000007160	55.85945	63.73518	65.14523	61.84655	20.21637	26.48899	16.65233
ENSBTAG00000007181	10.07909	8.342834	8.216888	5.996814	0.931606	0.618307	0.218748
ENSBTAG00000007189	21.48645	14.34783	20.82938	22.84109	28.45367	27.20103	42.27616
ENSBTAG00000007190	1.057079	1.6647	1.94016	1.58244	3.878007	3.814136	5.721207
ENSBTAG00000007196	599.9412	583.852	549.5323	332.5293	479.213	525.4626	276.695
ENSBTAG00000007214	42.00597	31.51885	30.67401	35.39949	70.16273	71.53907	64.53612
ENSBTAG00000007217	16.30457	24.26064	13.67553	13.97064	1.579416	3.446385	1.844163
ENSBTAG00000007220	10.47488	13.94537	9.53414	11.67337	3.666815	4.743814	2.386109
ENSBTAG00000007266	11.41215	8.791896	10.19705	11.18484	9.175924	12.00233	9.971331
ENSBTAG00000007269	9.587769	8.750666	10.50324	8.42131	11.16721	10.89	10.68444
ENSBTAG00000007270	11.26704	8.669789	12.04093	10.87141	11.98145	11.64068	13.63153
ENSBTAG00000007298	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000007336	24.57918	24.98617	34.86078	34.76904	0.971755	3.929912	0.0
ENSBTAG00000007338	292.8211	334.3404	354.2446	340.707	43.13983	71.67591	42.09176
ENSBTAG00000007353	0.0	0.224747	0.095798	0.0	0.0	0.170989	0.0
ENSBTAG00000007360	29.0792	32.97807	27.45282	25.46949	31.48022	30.13267	33.04307
ENSBTAG00000007362	43.91006	37.91946	33.20533	33.45489	4.970268	8.603052	3.503319
ENSBTAG00000007363	91.69855	77.10262	99.85545	89.94292	58.62544	46.75529	80.88341
ENSBTAG00000007365	24.00859	14.97046	11.58879	13.40106	2.13069	2.906843	1.080074
ENSBTAG00000007366	5.531052	5.316257	5.305592	4.956037	3.210187	4.054503	2.942499
ENSBTAG00000007368	16.3607	18.93218	14.59125	13.96862	0.771049	2.504688	0.92618
ENSBTAG00000007378	1.267732	1.062101	1.360948	1.396708	0.086194	0.7724	0.078621
ENSBTAG00000007379	0.906851	0.337384	0.613918	0.04812	0.105039	0.021659	0.0
ENSBTAG00000007386	5.823808	6.155924	6.573455	5.759631	14.34571	11.2844	14.99884
ENSBTAG00000007387	101.148	87.45712	97.66196	96.46574	26.55439	22.05662	37.50555
ENSBTAG00000007389	48.17788	47.48294	41.42907	45.75653	17.97203	20.62052	9.364329
ENSBTAG00000007390	98.54215	117.2046	135.0952	107.1918	58.52336	60.60386	41.06478
ENSBTAG00000007394	147.8255	119.3768	160.5197	143.6239	122.3394	93.12341	136.3273
ENSBTAG00000007399	0.0	0.0	0.0	0.0	134.1191	124.1034	187.8176
ENSBTAG00000007492	0.540385	0.802581	0.52691	0.83632	0.205747	0.171833	0.166872
ENSBTAG00000007499	0.0	0.0	0.0	0.0	76.51137	74.16451	94.22671
ENSBTAG00000007502	0.35741	0.329908	0.489059	1.328416	0.0	0.0	0.0
ENSBTAG00000007503	0.0	0.013615	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000007510	30.99479	27.8131	34.87114	34.12221	11.64042	12.65973	9.530369
ENSBTAG00000007515	66.59248	63.99578	64.97981	67.2266	36.97132	50.36964	36.61323
ENSBTAG00000007534	8.15722	5.130939	10.66973	10.09095	9.142854	9.543276	16.88756
ENSBTAG00000007547	0.68344	0.122893	0.45506	1.005842	0.0	0.0	0.0
ENSBTAG00000007562	130.3181	129.2243	141.6535	153.5925	85.84623	76.67513	92.82308
ENSBTAG00000007566	11.29053	11.68979	7.701607	8.570488	16.90675	14.80712	16.82064
ENSBTAG00000007572	190.1382	182.5166	204.6258	182.0863	48.86602	45.22729	31.30122
ENSBTAG00000007581	19.8675	16.93184	26.90571	16.03189	10.35134	9.124965	9.66345
ENSBTAG00000007593	32.7838	33.94176	37.0143	36.1642	5.351795	6.236253	4.431896
ENSBTAG00000007595	18.91481	14.26129	13.98909	16.77558	11.84326	5.9597	8.549081
ENSBTAG00000007609	19.4454	16.16032	14.29369	14.95385	6.152318	9.150468	4.349866
ENSBTAG00000007611	0.73489	0.777478	0.532364	0.631767	0.0	0.0	0.0
ENSBTAG00000007620	37.41515	42.71425	38.80428	35.91155	3.970893	8.294495	1.715454
ENSBTAG00000007623	20.74958	21.51004	20.67395	21.47402	10.55649	13.70749	7.206398
ENSBTAG00000007636	12.55224	11.3808	10.14491	8.684351	15.32966	13.49661	18.10669
ENSBTAG00000007666	0.288319	0.572235	0.141913	0.150498	0.0	0.335004	0.0
ENSBTAG00000007681	12.06289	10.66596	11.61838	11.37881	22.14453	16.63337	29.38933
ENSBTAG00000007683	6.374919	4.3576	4.002749	2.983597	7.660472	6.309383	9.285809
ENSBTAG00000007684	10.55037	8.729222	9.33033	9.347491	8.457089	8.088752	12.29263
ENSBTAG00000007689	7.061167	6.091204	3.955201	4.883499	1.834456	2.724688	1.565217
ENSBTAG00000007721	66.50452	51.56628	71.79885	68.24007	54.64708	49.45122	84.96184
ENSBTAG00000007725	166.9283	167.0471	169.0213	174.1122	158.8668	168.8233	177.2402
ENSBTAG00000007728	53.82301	50.50877	40.69468	38.32563	3.526721	8.605353	2.217566
ENSBTAG00000007740	51.11405	39.30432	46.61109	41.23352	8.542177	7.163936	3.195673
ENSBTAG00000007753	5.552882	5.170569	4.924388	4.839807	0.0	0.764591	0.280099
ENSBTAG00000007754	99.94916	116.5259	141.9501	114.764	0.0	0.0	0.0
ENSBTAG00000007755	22.80017	20.81286	24.83102	27.11829	8.702427	6.895408	7.593427
ENSBTAG00000007756	29.73592	29.03687	30.40458	28.56781	2.55354	3.284739	1.060206
ENSBTAG00000007757	26.55797	28.45485	25.82766	27.83192	2.683922	3.023224	1.018509
ENSBTAG00000007759	14.45198	18.23514	11.71498	8.984883	3.936696	4.550394	1.872219
ENSBTAG00000007763	15.22597	14.81043	12.95389	14.52112	36.73043	39.22506	33.02947
ENSBTAG00000007779	5.88878	6.030507	5.573118	5.345986	3.750918	5.104321	3.549978
ENSBTAG00000007784	34.00696	32.61804	37.7001	35.36133	82.95081	70.03392	110.0271
ENSBTAG00000007785	0.892415	0.367323	0.702815	0.609773	1.363141	1.405832	2.975118
ENSBTAG00000007807	15.40514	16.68768	12.69475	14.8848	18.94433	18.34757	10.57054
ENSBTAG00000007829	5.760609	5.329667	3.979194	5.069561	3.834573	3.977105	5.999785
ENSBTAG00000007838	4.303473	3.469925	3.271508	3.864944	0.480044	1.061012	0.0
ENSBTAG00000007844	0.0	0.0	0.0	0.0	39.35244	41.01752	40.82196
ENSBTAG00000007860	1.714529	2.300506	1.055647	1.285204	2.474825	2.323541	2.425009
ENSBTAG00000007863	49.45303	34.33457	30.77612	32.39771	26.89683	29.2017	37.89888
ENSBTAG00000007913	103.6602	77.86613	108.5107	91.96172	79.855	75.30059	152.2648
ENSBTAG00000007927	6.368899	6.914421	8.625255	9.098707	9.85959	9.232884	7.780467
ENSBTAG00000007931	2.969684	3.790054	5.584171	3.227769	0.84177	0.697741	1.523042
ENSBTAG00000007933	12.65409	12.20515	10.92286	13.39951	16.01356	12.90409	12.71065
ENSBTAG00000007969	0.210876	0.404816	0.0	0.300816	0.0	0.0	0.0
ENSBTAG00000007994	1.068579	0.844992	0.833303	1.101838	0.264537	0.520917	0.0
ENSBTAG00000008003	20.93429	19.03156	17.59437	17.99921	21.17312	29.08533	22.11638
ENSBTAG00000008024	36.76769	33.72882	42.9127	34.68962	6.401084	8.514908	7.875878
ENSBTAG00000008033	23.67757	20.41145	22.38488	24.52011	36.93719	38.48361	52.13849
ENSBTAG00000008053	12.11044	11.47949	8.060058	10.52941	11.53901	12.11076	13.56894
ENSBTAG00000008061	12.51783	12.7335	17.30224	15.01472	11.73963	14.66557	11.5842
ENSBTAG00000008072	82.10214	46.94964	57.58512	52.51858	119.2482	115.9674	163.4995
ENSBTAG00000008075	41.14792	30.90896	34.4878	33.87849	17.1903	20.26856	17.16376
ENSBTAG00000008077	4.610247	5.562999	5.30806	6.414637	4.118973	4.910334	3.410796
ENSBTAG00000008084	2.718764	2.052834	2.921881	2.594181	3.729105	5.550585	7.208659
ENSBTAG00000008090	51.58949	44.66875	42.195	41.11609	5.463181	10.34947	4.882102
ENSBTAG00000008110	32.37381	20.42685	31.31218	29.19857	17.46731	18.74171	21.3496
ENSBTAG00000008112	4.58702	4.519938	3.33943	3.601577	7.141076	5.77297	8.50164
ENSBTAG00000008113	3.012179	4.327229	4.97949	3.751729	3.822903	2.631205	1.631361
ENSBTAG00000008115	5.672302	8.092731	6.4355	5.604597	7.294185	6.502501	6.304517
ENSBTAG00000008116	44.83051	47.97893	43.56307	38.0674	5.552186	9.768901	4.296097
ENSBTAG00000008118	50.96522	38.07968	45.15334	38.60108	25.16542	20.50053	30.4938
ENSBTAG00000008120	14.58366	12.8849	14.2238	14.33659	22.8837	23.19664	22.47012
ENSBTAG00000008122	233.1156	178.9443	231.1479	242.9744	160.465	133.0378	180.0424
ENSBTAG00000008127	0.333965	0.0	0.0	0.190185	0.0	0.0	0.0
ENSBTAG00000008129	5.561904	12.49303	3.601276	5.463754	1.033351	1.888774	0.926714
ENSBTAG00000008131	13.2052	11.42791	12.78979	12.64635	21.208	17.68851	25.2841
ENSBTAG00000008133	8.111741	6.419951	9.469471	7.346885	10.16666	11.6492	11.65773
ENSBTAG00000008135	232.7764	192.4852	237.203	224.6693	11.04133	12.6303	14.90863
ENSBTAG00000008138	0.0	0.0	0.12671	0.092704	0.0	0.315304	0.0
ENSBTAG00000008144	0.0	0.141251	0.0	0.12931	0.0	0.0	0.0
ENSBTAG00000008145	9.906457	10.45725	8.697956	9.888741	2.326512	4.815022	1.32511
ENSBTAG00000008147	28.0692	36.10972	25.04087	23.0248	2.987464	2.86746	1.255086
ENSBTAG00000008182	44.7769	19.39675	3.842309	4.855089	1.169716	0.992574	0.658522
ENSBTAG00000008218	33.22612	32.90079	27.16873	26.98857	18.78406	16.80712	18.56983
ENSBTAG00000008219	26.83152	17.83676	26.92609	23.99256	47.60263	41.39502	66.08667
ENSBTAG00000008220	6.616738	6.763988	8.778546	5.867514	3.452504	2.631952	1.479182
ENSBTAG00000008243	7.509756	7.904166	6.073045	6.616853	3.327071	3.774113	5.803446
ENSBTAG00000008250	2.15449	3.427451	2.187236	2.568687	3.691178	3.116999	2.060246
ENSBTAG00000008289	25.61321	31.38468	22.9959	23.2736	13.17386	12.43964	7.197864
ENSBTAG00000008296	20.29394	17.97149	21.45598	23.30921	18.1757	22.08298	14.98422
ENSBTAG00000008331	0.187666	0.463583	0.11927	0.430966	0.0	0.0	0.0
ENSBTAG00000008336	1.055878	0.939315	1.017289	1.067925	1.18851	0.936121	0.575552
ENSBTAG00000008348	3.756747	3.94046	3.490651	3.757723	1.10381	1.911746	0.528341
ENSBTAG00000008350	6.384797	6.259017	6.514119	5.658652	5.105642	5.945508	4.717635
ENSBTAG00000008355	44.23352	39.38275	26.36126	29.64379	1.046324	3.22358	0.88963
ENSBTAG00000008361	12.54479	11.10321	16.3091	16.55068	19.09465	19.95197	29.3721
ENSBTAG00000008362	109.3929	127.4189	97.48164	102.2041	26.53983	31.04133	13.83616
ENSBTAG00000008363	0.0	0.0	0.070012	0.011933	0.0	0.0	0.0
ENSBTAG00000008369	54.45694	51.26119	50.29712	55.19223	6.272582	23.0835	28.22869
ENSBTAG00000008370	4.653359	4.726477	5.384891	4.929983	6.962173	8.495521	7.622944
ENSBTAG00000008372	11.3474	10.14675	10.33372	8.370391	19.07068	19.658	15.26498
ENSBTAG00000008382	0.934998	0.810535	1.088651	0.555546	1.419383	1.969761	3.107632
ENSBTAG00000008385	19.62741	19.1293	14.00184	17.26335	5.427911	7.666787	3.202256
ENSBTAG00000008395	25.66725	27.05268	23.22134	22.23648	5.112139	6.590623	3.19648
ENSBTAG00000008396	24.59219	25.07789	28.04778	26.64096	12.37728	14.19916	7.65598
ENSBTAG00000008417	66.33337	51.67732	69.5948	62.50672	69.63141	73.68246	89.98089
ENSBTAG00000008423	5.500924	5.190916	6.540439	5.342508	3.059286	3.828254	4.093833
ENSBTAG00000008424	127.9611	130.8752	103.1792	117.7534	55.68005	65.4471	37.75247
ENSBTAG00000008426	0.303981	0.0	0.0	0.0	0.0	0.354044	0.987378
ENSBTAG00000008432	21.30864	21.60319	16.82938	17.8431	13.51013	14.67814	11.16163
ENSBTAG00000008433	21.4947	21.57264	23.26581	22.77111	13.12285	18.65083	9.599516
ENSBTAG00000008438	13.56973	14.34582	13.34887	12.61744	31.55546	28.07782	46.78485
ENSBTAG00000008457	27.47178	21.72983	22.03803	22.75779	21.2607	24.89573	33.19753
ENSBTAG00000008464	0.498449	0.660898	0.612518	0.767256	0.0	0.0	0.0
ENSBTAG00000008472	20.7961	18.84235	17.34479	18.32509	11.70377	12.24358	11.98648
ENSBTAG00000008482	59.81856	46.86476	44.22347	47.50602	114.4642	116.6072	119.9676
ENSBTAG00000008498	96.25408	90.35239	103.2554	96.82599	31.04383	26.01518	28.07783
ENSBTAG00000008499	7.66934	7.045252	4.59009	4.735321	1.900793	3.765802	1.500237
ENSBTAG00000008507	113.0343	113.8283	123.5498	138.2652	19.64643	26.65504	8.302361
ENSBTAG00000008511	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000008537	5.954144	6.703273	4.192491	5.179406	0.620945	0.322581	0.0
ENSBTAG00000008538	0.0	0.024859	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000008543	31.94393	27.11588	33.87189	38.31486	20.6919	16.42759	17.66341
ENSBTAG00000008544	0.087327	0.174322	0.0	0.0	0.589116	0.729121	0.386325
ENSBTAG00000008546	0.0	0.190859	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000008552	0.0	0.0	0.0	0.0	1.014755	1.92504	0.247578
ENSBTAG00000008577	13.12486	16.10066	14.63919	13.89527	26.39396	23.8982	13.6935
ENSBTAG00000008590	61.16385	73.12472	54.06738	54.74009	14.22105	17.87194	8.690063
ENSBTAG00000008621	218.0082	229.7949	172.5766	173.1553	33.56145	32.45731	21.87215
ENSBTAG00000008638	12.29921	11.28887	10.26276	9.277993	4.758642	4.522537	2.976474
ENSBTAG00000008664	25.39271	21.95073	24.10588	23.85945	10.0253	14.24791	8.201357
ENSBTAG00000008674	22.75068	21.44787	25.52419	23.20655	26.37792	31.13935	28.08155
ENSBTAG00000008693	0.0	0.093868	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000008703	13.79657	11.15166	8.948046	10.02294	6.55386	7.580328	12.31363
ENSBTAG00000008716	43.22803	31.60887	41.35775	36.047	66.16705	56.59908	93.57761
ENSBTAG00000008732	1.575514	2.293574	1.477134	1.937529	4.357641	4.333083	4.171823
ENSBTAG00000008734	3.176285	4.058254	5.030792	3.983101	4.110393	4.65733	4.12734
ENSBTAG00000008737	33.66469	24.42179	34.49863	33.98591	86.25234	80.29981	138.9224
ENSBTAG00000008744	6.75441	9.551252	8.477936	7.616273	3.128321	4.307161	3.463604
ENSBTAG00000008747	38.19484	40.48738	58.17475	56.4716	36.33606	41.93154	26.34821
ENSBTAG00000008752	0.0	0.0	0.0	0.156656	0.0	0.0	0.0
ENSBTAG00000008755	29.5797	19.95137	23.99838	23.14957	73.07694	68.18424	98.41959
ENSBTAG00000008765	22.83278	26.39105	21.73726	27.57329	6.601916	7.230441	4.057518
ENSBTAG00000008771	8.197739	6.718417	5.863731	6.311124	9.458542	6.038029	9.16063
ENSBTAG00000008798	0.025276	0.071253	0.262302	0.214136	0.0	0.0	0.0
ENSBTAG00000008801	14.66518	14.25948	12.85785	11.25225	3.865988	4.827619	2.498334
ENSBTAG00000008808	5.374845	4.235622	3.563625	3.681307	4.617831	7.694582	5.196677
ENSBTAG00000008815	6.10203	5.40096	6.987212	6.075272	13.13364	10.85716	15.81042
ENSBTAG00000008825	10.77797	7.324914	10.72339	8.565362	17.96191	20.34885	20.65183
ENSBTAG00000008826	3.304452	3.59496	3.444338	2.301736	2.461936	2.463032	1.789063
ENSBTAG00000008841	35.27985	34.36951	27.30365	26.56776	4.350111	6.46823	2.772004
ENSBTAG00000008854	7.97198	8.767326	5.635665	6.165936	1.268724	1.647574	0.721752
ENSBTAG00000008863	29.89875	25.84901	31.26796	27.49525	43.13437	36.99125	47.72217
ENSBTAG00000008866	4.136491	4.844321	4.384414	3.089108	1.994436	2.766437	2.4829
ENSBTAG00000008880	5.233363	4.55235	4.735875	4.54875	4.092031	4.693788	1.374966
ENSBTAG00000008883	53.11759	48.68119	41.86009	45.28615	48.00337	43.78711	33.68237
ENSBTAG00000008895	11.55026	11.29265	9.527921	10.54016	6.944983	6.984482	6.959326
ENSBTAG00000008896	48.19251	35.55448	37.3688	36.75359	56.56818	55.61564	70.21804
ENSBTAG00000008906	0.993697	0.485567	0.587852	0.494083	0.0	0.0	0.0
ENSBTAG00000008921	5.751501	3.940286	6.795497	2.800522	16.7592	9.054443	21.66544
ENSBTAG00000008925	10.85223	8.566427	7.840069	7.675084	8.307235	8.49925	14.59263
ENSBTAG00000008926	33.49906	25.90296	30.16837	25.76515	28.1796	28.72448	41.32216
ENSBTAG00000008940	5.520674	8.423182	4.271903	4.859522	2.010952	2.331344	2.203688
ENSBTAG00000008947	0.289601	0.172927	0.065731	0.546934	0.432209	0.149831	0.115779
ENSBTAG00000008958	9.544069	9.365806	8.613853	7.932703	1.594158	1.85725	2.216076
ENSBTAG00000008962	33.04718	26.92229	32.23632	25.50598	32.95324	27.7299	34.22989
ENSBTAG00000008978	51.39339	58.64807	49.75616	49.04359	34.7848	39.09114	30.3545
ENSBTAG00000008987	9.707919	8.241371	9.750888	9.203111	27.9838	25.18788	34.91091
ENSBTAG00000008991	11.49482	11.88722	10.19723	10.18811	6.075612	7.401755	5.223386
ENSBTAG00000008994	10.81223	10.41442	9.326679	10.04345	0.0	0.783277	0.0
ENSBTAG00000008997	29.74181	40.90709	37.78093	32.8849	3.321465	1.922789	2.676008
ENSBTAG00000009019	6.18364	9.416145	5.280274	5.336212	6.473535	7.440316	4.633164
ENSBTAG00000009023	2.417622	2.103347	1.9487	1.806556	6.096422	4.770441	9.993172
ENSBTAG00000009029	11.90032	13.14775	9.512633	9.348177	2.37237	4.856021	0.951147
ENSBTAG00000009036	26.20848	28.81073	21.34084	22.15412	8.480507	8.420731	5.27244
ENSBTAG00000009049	14.80242	17.64056	11.9658	13.40988	9.141112	12.63492	6.257205
ENSBTAG00000009051	147.7494	207.8123	139.4512	170.691	146.7112	160.5165	110.9248
ENSBTAG00000009075	2.908216	3.504607	2.605007	3.342743	3.679429	5.068747	4.335292
ENSBTAG00000009077	30.79588	26.58383	28.59247	25.2845	6.890613	7.357437	5.003471
ENSBTAG00000009080	1.662467	2.870049	2.547795	1.87705	0.814826	0.677974	0.852124
ENSBTAG00000009084	61.95657	64.76835	59.54638	63.24746	23.40504	22.79442	39.06668
ENSBTAG00000009085	24.46301	16.37589	21.57051	18.32919	59.37892	57.83778	85.21636
ENSBTAG00000009109	7.853364	5.588449	7.014678	5.199535	8.170867	6.797481	11.69709
ENSBTAG00000009125	0.842866	1.371081	1.26368	1.053604	0.437138	0.0	0.0
ENSBTAG00000009145	0.368203	0.396442	0.236841	0.3526	0.0	0.0	0.117094
ENSBTAG00000009154	22.58948	17.2227	18.04201	16.75039	12.56562	26.09587	17.77622
ENSBTAG00000009163	8.666965	8.895343	10.16853	11.00209	5.876678	7.482265	5.103181
ENSBTAG00000009165	3.303076	4.486272	2.976848	2.674697	0.539046	0.844043	0.228049
ENSBTAG00000009176	5.650195	3.900277	5.861824	5.480881	13.63168	14.81387	18.36033
ENSBTAG00000009178	60.81328	69.76053	56.03897	58.26374	0.745817	3.700527	0.566702
ENSBTAG00000009213	6.600731	9.339842	8.463684	7.302708	4.489585	6.063146	4.600898
ENSBTAG00000009215	0.135248	0.158987	0.029955	0.069866	0.0	0.0	0.0
ENSBTAG00000009218	2.18179	2.169647	1.464209	1.867259	4.628933	3.965138	5.243131
ENSBTAG00000009231	0.0	0.0	0.0	0.0	9.977669	13.20814	9.704261
ENSBTAG00000009235	0.654456	0.300462	0.544787	0.494614	0.460651	0.471996	0.0
ENSBTAG00000009256	27.70191	25.21767	16.48338	17.66559	24.94375	14.3546	31.47906
ENSBTAG00000009257	0.299984	0.267837	0.211986	0.175824	1.079621	1.335955	3.04264
ENSBTAG00000009263	24.37745	22.75444	26.32966	24.02663	15.51378	14.69078	33.74457
ENSBTAG00000009271	5.306087	5.215633	8.531988	6.619656	6.952847	6.449293	6.24904
ENSBTAG00000009291	0.015604	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000009294	0.0	0.523964	0.0	0.405324	0.0	0.0	0.0
ENSBTAG00000009298	12.28779	13.18592	10.47822	11.3719	3.191828	3.998775	2.468611
ENSBTAG00000009299	15.83818	13.64612	15.78283	15.22759	41.53505	34.02874	54.92794
ENSBTAG00000009306	0.53556	0.501665	1.044625	0.156896	0.065923	0.0	0.0
ENSBTAG00000009307	79.70445	65.52584	90.25748	86.39019	49.95049	49.39385	51.80826
ENSBTAG00000009310	24.33983	21.98938	26.35058	27.01006	37.55182	44.95376	38.09803
ENSBTAG00000009314	0.040631	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000009374	11.19524	11.16681	11.36761	12.45484	4.804693	6.228665	5.286575
ENSBTAG00000009381	139.3583	95.09716	109.7618	96.36737	98.93472	117.2575	168.0296
ENSBTAG00000009394	8.002644	7.440929	8.359091	8.848231	1.812673	1.817559	1.050913
ENSBTAG00000009415	6.408076	6.856074	7.007666	5.902645	5.107368	4.184989	6.36765
ENSBTAG00000009416	8.644164	9.811241	7.300706	9.108725	2.696879	4.192605	4.556856
ENSBTAG00000009419	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000009423	6.738111	5.776615	3.246154	4.742197	7.780596	6.382892	7.625049
ENSBTAG00000009428	4.480879	4.387808	3.002203	3.652656	2.852062	3.47809	4.599783
ENSBTAG00000009433	1.473309	2.610549	1.395199	1.147042	0.0	0.888623	0.438708
ENSBTAG00000009434	5.198431	4.293467	5.273098	4.664855	0.950896	0.976219	0.320579
ENSBTAG00000009436	2.123009	2.290134	2.589405	2.496486	2.771475	3.58018	3.246037
ENSBTAG00000009438	0.575112	0.522922	0.71025	0.359773	0.637289	0.280074	0.602576
ENSBTAG00000009471	3.141988	2.334137	2.505209	2.748999	2.459271	1.865126	3.321462
ENSBTAG00000009478	0.146767	0.040861	0.0	0.195076	0.196771	0.151689	0.0
ENSBTAG00000009479	167.3244	132.6835	157.4036	144.4197	25.85482	38.67067	20.70563
ENSBTAG00000009500	23.71694	26.1999	24.29163	23.20212	3.49145	5.31573	2.903088
ENSBTAG00000009502	3.042865	3.778759	3.045613	2.730469	7.554439	6.613943	7.262493
ENSBTAG00000009506	18.84206	18.97029	19.19184	16.50632	6.029471	10.37048	8.204968
ENSBTAG00000009507	4.642746	3.673282	3.392717	3.221758	4.573844	5.182192	5.258556
ENSBTAG00000009509	103.4674	81.62191	111.3511	107.4854	21.63334	21.48878	22.52975
ENSBTAG00000009514	24.41669	15.64231	16.73439	17.1002	21.54767	19.15995	25.2967
ENSBTAG00000009516	21.12835	18.73369	18.22535	18.0558	23.02844	24.1886	22.73557
ENSBTAG00000009517	193.9329	140.5306	203.072	211.1585	158.3319	140.1775	170.5507
ENSBTAG00000009519	6.026015	4.135048	3.845896	4.416218	4.762009	4.152228	6.971641
ENSBTAG00000009526	129.5611	104.8643	144.7278	140.2155	88.94021	72.20263	135.0099
ENSBTAG00000009562	12.26335	14.33031	17.78454	15.38695	1.855645	3.404135	0.0
ENSBTAG00000009580	541.785	553.2621	594.3612	526.894	189.2793	214.4728	107.3057
ENSBTAG00000009581	4.585333	3.754748	2.457101	2.555768	0.313325	0.0	0.0
ENSBTAG00000009603	231.2991	191.5068	251.3608	238.7663	60.3328	58.48739	90.14254
ENSBTAG00000009607	3.699558	3.199084	2.680401	4.273556	1.29546	2.37919	0.626115
ENSBTAG00000009615	83.08757	59.04463	68.58889	71.49362	28.8289	27.541	22.19136
ENSBTAG00000009617	17.03703	21.91939	8.618113	12.90785	7.414782	7.318408	6.007456
ENSBTAG00000009620	0.891396	0.662711	0.784912	0.284471	0.0	0.191474	0.265298
ENSBTAG00000009624	21.27508	19.60047	14.48776	12.98783	0.490729	1.530295	0.949232
ENSBTAG00000009636	25.11514	18.97986	22.38086	21.90694	26.35727	32.29573	24.44144
ENSBTAG00000009638	16.72059	16.65025	15.78359	13.99841	5.326799	6.541747	4.644294
ENSBTAG00000009641	25.43083	31.06731	27.22836	26.14892	4.88732	4.236769	4.201482
ENSBTAG00000009643	5.280758	3.515218	2.349849	2.884478	6.931218	7.233429	8.910865
ENSBTAG00000009661	46.30032	44.98577	45.88909	42.37196	7.574587	5.217307	4.316723
ENSBTAG00000009676	66.37159	61.65636	48.90103	50.5122	4.002298	4.951927	3.458208
ENSBTAG00000009680	9.008597	8.056766	8.615079	8.423142	16.13295	18.35827	26.97412
ENSBTAG00000009681	16.01486	10.6736	12.09275	13.83419	8.426241	6.908968	10.30698
