ENSEMBL gene ID	E1_SPLE3770	E1_SPLE3773	E1_SPLE3842	E1_SPLE3886	E4_Spleen1	E4_Spleen2	E4_Spleen3
ENSBTAG00000000012	8.582422	7.459755	7.775318	6.407119	13.626498	10.707616	20.358074
ENSBTAG00000000032	110.358627	108.336922	102.361877	98.975586	38.181282	39.557484	22.252989
ENSBTAG00000000033	25.300753	23.979397	6.10519	11.988807	8.990492	12.305798	5.67099
ENSBTAG00000000040	16.938227	21.289471	19.992105	18.193659	17.570091	16.92498	18.308218
ENSBTAG00000000046	11.047046	7.443926	10.512295	9.661042	5.319928	7.884395	10.389978
ENSBTAG00000000057	0.815493	0.504491	0.30544	0.320363	0.0	0.0	0.0
ENSBTAG00000000072	10.27448	9.114129	9.301798	9.724013	11.136507	13.225057	17.472876
ENSBTAG00000000081	16.213734	16.571575	13.163335	14.025252	7.178529	6.017098	8.377494
ENSBTAG00000000085	0.341085	0.365558	0.034978	0.569584	0.0	0.0	0.0
ENSBTAG00000000140	101.484398	109.804878	103.294502	92.573944	48.144543	63.282242	42.878551
ENSBTAG00000000146	6.284037	7.17208	8.851985	9.166743	4.478779	4.308116	4.59065
ENSBTAG00000000160	7.29705	7.854998	8.478819	9.170126	2.598259	4.236608	3.935707
ENSBTAG00000000172	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000000197	1.854424	1.350437	1.896121	1.703983	3.534549	4.885201	6.415062
ENSBTAG00000000277	206.107895	229.513443	282.771881	320.642914	25.824518	27.406784	31.882069
ENSBTAG00000000285	5.699596	3.916899	6.159569	5.846782	6.821754	5.647504	8.159942
ENSBTAG00000000286	7.65199	5.852157	6.54462	5.387211	1.863996	2.248863	1.597301
ENSBTAG00000000296	27.151651	35.065273	29.856373	29.652843	5.193691	8.236852	2.997591
ENSBTAG00000000317	1.798131	1.974587	1.462281	1.785656	0.120629	0.28392	0.0
ENSBTAG00000000330	42.529354	49.830952	46.473373	40.871605	4.68223	5.512559	2.95994
ENSBTAG00000000354	0.600514	0.304461	0.250079	0.106245	0.0	0.0	0.0
ENSBTAG00000000355	6.23468	7.271104	6.450684	6.453641	3.206902	5.01431	3.493721
ENSBTAG00000000356	14.135428	23.274426	17.19132	18.225903	9.380417	12.883607	6.482501
ENSBTAG00000000379	16.972071	12.561976	13.884871	14.112459	26.708117	26.147161	33.144756
ENSBTAG00000000409	13.326501	8.354195	10.106636	10.042746	25.25107	19.558971	36.878548
ENSBTAG00000000411	49.621857	52.504208	42.326717	42.713581	8.142989	10.856564	4.173283
ENSBTAG00000000435	19.716156	16.744572	19.332792	17.188547	3.972765	6.282252	2.372707
ENSBTAG00000000446	4.857992	6.313235	3.561729	4.229247	0.193708	0.859991	0.0
ENSBTAG00000000475	6.025157	5.34188	7.113202	5.305707	1.487331	3.13175	3.635249
ENSBTAG00000000478	0.634903	0.208957	1.22532	0.76023	0.0	0.0	0.0
ENSBTAG00000000480	33.148132	43.645378	36.013943	34.273296	3.242118	5.659632	1.953325
ENSBTAG00000000489	2.105067	2.451124	3.348904	2.891696	0.436088	0.511436	0.26475
ENSBTAG00000000490	1.470894	1.317108	1.436054	1.015161	0.668646	0.443969	0.240725
ENSBTAG00000000500	7.712664	8.065997	8.455542	6.00088	4.932797	4.593898	3.122647
ENSBTAG00000000511	5.514059	4.971064	4.932708	4.090708	5.734254	7.407793	5.41716
ENSBTAG00000000524	220.227356	233.362549	311.679779	250.333771	88.426422	112.042297	58.051792
ENSBTAG00000000536	12.863549	18.787304	14.697784	13.857634	7.17187	5.529956	6.944417
ENSBTAG00000000559	63.041916	352.417419	41.155972	62.271126	3.621602	5.691438	5.478471
ENSBTAG00000000565	6.974743	6.675764	6.103576	6.112429	24.242834	26.369715	37.111435
ENSBTAG00000000575	23.013826	16.950953	11.393076	23.684895	12.728175	13.182356	14.301497
ENSBTAG00000000586	3.452359	2.181109	2.797869	2.245987	5.256359	5.285825	6.056633
ENSBTAG00000000590	1.894672	2.183384	1.415208	1.496447	0.061138	0.071668	0.0
ENSBTAG00000000646	16.084192	13.348652	15.482895	11.302369	7.371009	8.11773	6.985135
ENSBTAG00000000654	1.848296	1.645718	1.795455	1.580756	1.348253	0.964677	0.209294
ENSBTAG00000000670	13.782297	12.394061	11.677507	10.760921	0.0	0.863196	0.0
ENSBTAG00000000671	8.461042	6.251276	4.905798	4.420965	1.183862	5.995027	0.935065
ENSBTAG00000000694	202.672302	181.554916	206.922211	215.53125	15.618896	15.936308	12.825337
ENSBTAG00000000696	69.941116	75.953049	74.555435	69.731972	27.407316	27.899059	17.260744
ENSBTAG00000000697	5.038612	4.817251	3.522209	4.276905	4.848084	5.128076	3.969337
ENSBTAG00000000712	22.249994	21.320827	21.754919	21.425648	12.79897	14.133706	14.166186
ENSBTAG00000000771	59.160995	41.413635	43.750385	47.484093	28.847609	26.65134	32.891666
ENSBTAG00000000785	2.578361	3.087813	1.951248	1.487842	0.492137	1.038539	0.798385
ENSBTAG00000000789	43.719868	40.022919	45.060188	43.195549	4.939672	9.920177	5.310625
ENSBTAG00000000795	1.854578	1.915012	3.5159	0.149175	1.35068	1.184679	1.827715
ENSBTAG00000000810	260.435822	251.134201	241.889084	249.736465	4.247897	16.737843	2.053086
ENSBTAG00000000811	11.562776	12.872903	13.509705	12.216054	2.397426	2.225025	1.249992
ENSBTAG00000000817	1.001907	0.961163	0.993055	0.668577	0.0	0.20315	0.0
ENSBTAG00000000829	5.455499	5.577126	6.332615	4.78122	4.478296	4.106263	2.264184
ENSBTAG00000000831	6.69646	4.902007	5.075062	4.157678	4.035588	5.766253	2.955715
ENSBTAG00000000833	78.361549	90.800949	80.811241	60.994431	42.752472	39.226402	35.808723
ENSBTAG00000000848	49.598743	51.883034	36.84478	36.999874	5.731302	8.810322	2.919174
ENSBTAG00000000856	10.209512	10.56267	11.564969	9.96371	2.511754	4.595665	1.752863
ENSBTAG00000000857	58.6717	47.412663	45.33493	49.083179	13.281526	16.2425	7.927083
ENSBTAG00000000910	0.0	0.049613	0.044566	0.0	0.0	0.0	0.078658
ENSBTAG00000000916	0.825471	0.628599	0.632986	0.783685	0.0	0.095132	0.0
ENSBTAG00000000918	11.02286	6.981409	10.169558	7.416095	5.559547	6.569446	5.591413
ENSBTAG00000000923	0.0	0.078646	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000000925	0.243997	0.633453	0.259322	0.442123	0.84705	0.69038	2.114641
ENSBTAG00000000945	2.594176	1.809209	1.714473	1.375243	0.416849	0.886335	0.273561
ENSBTAG00000000958	0.697289	0.38513	0.814565	0.538609	0.348916	0.487119	0.0
ENSBTAG00000000961	2.057954	2.390735	2.461721	2.021396	0.847842	1.110954	0.809165
ENSBTAG00000000973	0.067259	0.056176	0.087179	0.295407	0.0	0.164565	0.0
ENSBTAG00000000981	9.48594	7.986368	6.908839	4.481319	2.86771	3.369697	1.672286
ENSBTAG00000000982	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000000990	82.552773	73.904495	79.201569	89.382111	33.29089	30.202793	37.952793
ENSBTAG00000000991	22.670275	15.414701	18.309795	16.087582	16.736835	14.321921	24.059179
ENSBTAG00000000997	0.0	0.0	0.0	0.0	0.0	0.811002	0.0
ENSBTAG00000001009	102.554329	121.51236	101.90654	97.185219	71.075386	85.52726	66.351074
ENSBTAG00000001014	6.610477	9.020253	6.273471	5.872572	2.412587	3.804142	1.902146
ENSBTAG00000001020	0.220759	0.0	0.0	0.085965	0.0	0.0	0.0
ENSBTAG00000001042	13.877238	12.774097	11.373364	13.033924	21.491653	24.933702	24.007568
ENSBTAG00000001058	0.0	0.0	0.0	0.0	0.0	0.054937	0.0
ENSBTAG00000001059	0.0	0.0	0.0	0.0	0.0	2.101287	1.700264
ENSBTAG00000001062	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000001069	58.378727	57.378136	57.686691	51.154736	23.839523	28.414192	24.330269
ENSBTAG00000001071	15.46909	15.818199	13.306063	11.952973	5.808517	6.08434	3.218869
ENSBTAG00000001101	0.327988	0.612697	0.424633	0.767535	0.0	0.369897	0.0
ENSBTAG00000001109	43.999348	33.884003	46.187115	42.420544	28.607275	24.943769	25.677746
ENSBTAG00000001113	7.354511	6.909924	8.29387	6.271564	6.926983	6.392064	9.180876
ENSBTAG00000001119	1.226642	2.176431	1.379396	1.594626	0.0	0.276899	0.0
ENSBTAG00000001120	1.530269	1.083667	0.670383	0.872564	0.57617	0.611904	0.220131
ENSBTAG00000001126	15.086136	12.984236	12.467667	13.785746	21.834169	20.18786	22.881165
ENSBTAG00000001140	28.045429	16.306889	29.005976	23.617619	14.924376	14.806051	12.676796
ENSBTAG00000001141	11.782048	12.313556	8.266472	10.929601	2.795686	3.682984	1.229946
ENSBTAG00000001144	44.4557	36.970062	48.109051	51.445156	50.666882	42.463005	55.425343
ENSBTAG00000001152	6.817169	1.447333	2.811992	2.111455	0.0	0.112141	0.0
ENSBTAG00000001153	36.405857	19.828653	21.763597	16.912058	2.036776	3.532937	1.377796
ENSBTAG00000001164	4.845963	5.235274	4.58832	5.168671	3.40674	4.552747	3.319079
ENSBTAG00000001168	12.235657	11.987715	10.005929	8.420675	7.326058	6.971155	5.285296
ENSBTAG00000001174	15.314865	16.433388	19.426134	16.475786	14.709002	16.732195	18.787485
ENSBTAG00000001187	1.445535	1.195664	1.017058	1.131505	0.304495	0.44664	0.0
ENSBTAG00000001199	15.20799	14.494767	14.433584	14.652876	4.937628	7.08896	4.318461
ENSBTAG00000001204	1.05621	2.102045	1.101865	1.483387	2.051202	2.408642	1.473127
ENSBTAG00000001287	0.948386	0.974367	0.791941	0.446338	1.046558	0.699168	0.0
ENSBTAG00000001290	3.540868	4.09944	4.018186	3.591905	6.435654	4.458855	5.594263
ENSBTAG00000001299	2.251538	3.181602	2.113173	1.805085	3.377353	2.993316	6.669573
ENSBTAG00000001314	7.653537	9.35409	8.311927	5.723448	6.514003	5.976301	8.595695
ENSBTAG00000001320	23.271698	18.982006	19.681705	17.270029	5.418487	5.356519	2.621238
ENSBTAG00000001329	98.615501	85.254509	89.817413	88.197411	8.25242	14.617299	10.143794
ENSBTAG00000001346	1.592176	2.826511	2.604237	2.394759	3.801419	4.545938	4.359534
ENSBTAG00000001350	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000001352	25.093784	17.870289	19.986261	21.550535	12.749871	11.639185	7.804057
ENSBTAG00000001353	53.747562	50.078449	42.38678	40.433926	6.092669	10.646068	3.798208
ENSBTAG00000001387	7.10071	13.092367	8.783913	7.421228	3.710153	2.463266	0.49312
ENSBTAG00000001401	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000001406	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000001410	5.383848	4.161988	4.374349	4.079084	1.977198	1.686805	1.781361
ENSBTAG00000001414	147.071442	285.183136	96.048752	138.907364	40.647503	27.650053	12.589173
ENSBTAG00000001419	32.504189	38.305016	28.951357	26.319057	10.550299	10.370107	6.632601
ENSBTAG00000001424	19.392357	17.550056	15.690088	15.944795	31.03619	29.735538	31.053446
ENSBTAG00000001425	11.479839	9.671291	9.118803	8.81306	3.902021	5.190685	9.472532
ENSBTAG00000001473	9.058327	6.221797	7.855272	6.872144	2.105096	1.799901	1.139302
ENSBTAG00000001485	8.873992	6.464576	7.17136	7.777197	17.139904	16.57345	27.392349
ENSBTAG00000001504	23.533236	15.851822	18.070053	15.950554	4.278907	5.784659	3.790061
ENSBTAG00000001505	7.623886	5.397228	6.31411	5.229192	2.422796	2.979211	0.840908
ENSBTAG00000001511	55.45293	65.662651	25.795803	25.537836	10.266988	11.35239	5.966767
ENSBTAG00000001517	0.060637	0.185803	0.057933	0.180166	0.319846	0.0	0.0
ENSBTAG00000001518	18.568256	18.048153	15.380854	17.462637	23.177479	29.04545	23.471548
ENSBTAG00000001519	12.089313	9.839493	8.173694	9.042413	4.046705	6.4925	2.83108
ENSBTAG00000001520	28.065214	31.821939	34.530849	28.059317	13.644741	9.138463	5.618687
ENSBTAG00000001522	14.533068	10.668576	11.397812	13.035961	8.372132	12.224079	13.418305
ENSBTAG00000001539	13.930867	12.660478	12.873046	12.61094	18.612059	14.7368	27.786945
ENSBTAG00000001545	0.0	0.044097	0.0	0.11656	0.0	0.0	0.0
ENSBTAG00000001553	636.703857	546.419495	618.073975	549.166443	314.559875	318.938141	301.624756
ENSBTAG00000001574	6.239464	5.290728	5.87455	5.35822	10.084872	10.414566	13.680126
ENSBTAG00000001592	30.629883	24.578751	15.011029	16.101788	11.235641	11.251043	16.161869
ENSBTAG00000001593	7.306501	6.842551	9.222835	7.855336	2.656393	3.039019	0.355563
ENSBTAG00000001594	21.855597	21.80489	23.101395	23.704624	12.756836	14.171278	6.283688
ENSBTAG00000001597	10.441205	11.379313	8.871445	8.785089	0.375863	1.169359	0.433421
ENSBTAG00000001603	0.0	0.009688	0.0	0.092379	0.175622	0.0	0.24998
ENSBTAG00000001609	8.150862	5.146859	6.061047	7.097815	2.709446	2.472764	2.954171
ENSBTAG00000001615	6.318155	5.417742	6.063742	9.234306	0.747094	0.575574	0.610327
ENSBTAG00000001632	42.086864	45.462452	40.378368	37.602123	30.126322	36.824055	32.73983
ENSBTAG00000001665	19.157665	18.21104	18.184547	19.355392	11.627898	12.149712	5.696041
ENSBTAG00000001666	4.767832	2.987366	5.023501	4.244671	7.880738	4.811838	12.326038
ENSBTAG00000001675	0.826257	0.920824	1.112715	1.210882	0.0	0.279913	0.0
ENSBTAG00000001697	136.073441	103.135773	105.530258	104.790619	90.179489	93.500732	117.558342
ENSBTAG00000001711	16.253529	18.117451	17.368942	17.135942	8.943933	9.654331	3.391668
ENSBTAG00000001714	8.675821	7.623146	8.048448	4.865526	1.766929	2.194077	0.577389
ENSBTAG00000001717	8.829007	10.218086	6.942144	7.269255	2.601305	4.689666	2.772054
ENSBTAG00000001737	19.881756	16.383511	14.445462	16.291779	36.710857	30.966446	35.700233
ENSBTAG00000001747	6.378804	4.760387	6.854479	5.799004	4.208051	4.625647	7.971302
ENSBTAG00000001762	51.960392	47.472553	47.414539	48.87944	4.745696	6.616062	1.335426
ENSBTAG00000001763	12.130048	11.320951	12.138771	10.589481	10.494573	10.112216	6.779591
ENSBTAG00000001776	55.310825	52.341686	58.5228	61.210289	23.295401	29.393459	18.441477
ENSBTAG00000001778	24.287741	26.648811	25.070019	26.14876	3.985276	5.4627	1.084738
ENSBTAG00000001780	18.586895	19.657648	18.876205	15.26615	2.404312	3.970665	2.139806
ENSBTAG00000001782	35.459534	35.556805	44.339809	35.417988	8.519919	11.16951	3.889491
ENSBTAG00000001790	47.082233	37.698143	36.672012	37.00032	20.279263	27.662737	15.24017
ENSBTAG00000001792	155.628723	129.069229	158.021652	164.294846	35.930824	30.800228	18.040487
ENSBTAG00000001793	2.683537	2.860688	2.041677	2.159902	1.171129	1.769144	1.63384
ENSBTAG00000001795	25.33086	27.265387	22.479113	22.868055	3.83733	3.58462	1.668758
ENSBTAG00000001796	3.569289	3.052494	2.78059	1.63572	0.156708	0.335569	0.0
ENSBTAG00000001806	1.136427	2.565793	1.545968	1.324962	0.591435	0.666792	0.456182
ENSBTAG00000001807	19.986698	16.539879	15.791666	16.525654	15.526615	20.718592	18.255667
ENSBTAG00000001814	29.270081	29.033154	20.216536	18.712111	1.189799	1.905725	1.003393
ENSBTAG00000001821	19.370405	20.509912	14.958778	17.179688	33.080502	36.867844	36.597004
ENSBTAG00000001824	16.130585	21.923452	12.22263	14.286964	1.588271	2.009729	0.90497
ENSBTAG00000001827	26.589779	25.220833	29.344013	28.608156	22.587343	27.305046	22.847729
ENSBTAG00000001828	12.469386	6.715893	9.01676	9.642055	2.269706	3.741075	1.667253
ENSBTAG00000001829	14.061727	16.532627	14.100666	17.046011	8.960654	13.104622	10.445148
ENSBTAG00000001830	0.063615	0.308692	0.083083	0.046323	0.0	0.0	0.0
ENSBTAG00000001832	18.733742	21.954332	22.515673	20.118052	12.883982	13.64269	11.668219
ENSBTAG00000001834	60.641018	56.732353	44.596043	46.788059	5.051562	5.761302	2.421776
ENSBTAG00000001843	90.053207	75.911674	78.378273	76.618294	13.198899	16.000694	9.456508
ENSBTAG00000001844	22.265461	27.108692	21.48616	27.702541	21.916349	27.762423	14.124227
ENSBTAG00000001848	9.50454	9.319099	8.825371	6.4252	0.77608	1.272427	0.221152
ENSBTAG00000001854	28.186159	26.927601	26.436619	24.125051	6.997696	8.839751	5.219618
ENSBTAG00000001855	19.875011	19.789467	18.857529	18.468378	8.081878	10.868059	6.386818
ENSBTAG00000001856	42.766987	36.803425	35.983788	37.049213	30.800903	31.095705	25.705578
ENSBTAG00000001857	3.179919	2.922488	2.539623	2.940983	3.414968	2.238702	1.049165
ENSBTAG00000001872	20.264423	17.661016	18.601156	17.78212	15.520967	19.426805	22.383615
ENSBTAG00000001904	58.565235	53.15667	40.372627	40.805176	12.039707	16.109692	8.190478
ENSBTAG00000001917	0.0	0.03591	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000001922	23.409296	21.836863	23.252644	22.853102	15.67211	20.715872	15.648504
ENSBTAG00000001927	0.763622	0.485897	0.669079	0.843604	0.472776	0.238414	0.59693
ENSBTAG00000001928	191.496368	197.563339	213.639877	235.565857	189.813477	197.881042	227.120331
ENSBTAG00000001937	83.150795	92.155289	82.23336	90.784645	14.68423	16.270519	7.808207
ENSBTAG00000001938	26.877615	28.795788	22.812511	28.05648	46.886108	38.971916	52.141254
ENSBTAG00000001945	4.293429	3.626066	2.457081	3.416119	4.868784	3.598892	4.852621
ENSBTAG00000001947	0.362584	0.193488	0.332471	0.260412	0.3327	0.326393	0.544666
ENSBTAG00000001948	63.18	75.724716	87.684029	87.98349	24.866671	45.353291	19.396532
ENSBTAG00000001952	0.060242	0.058466	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000001959	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000001962	13.082448	14.710734	13.843746	11.821362	8.57942	8.333618	7.50554
ENSBTAG00000001999	8.168441	6.377762	8.938116	7.549378	14.548622	13.56589	17.623055
ENSBTAG00000002000	55.122547	45.395561	59.067497	64.656265	24.755617	25.507679	25.369452
ENSBTAG00000002011	0.047283	0.108042	0.10899	0.206796	1.334161	0.191641	0.75866
ENSBTAG00000002018	283.073303	280.838104	327.077515	304.720612	120.67849	113.633232	90.586555
ENSBTAG00000002021	9.314686	7.775373	6.567158	7.524457	6.012461	5.73783	4.894171
ENSBTAG00000002026	1637.060913	1515.385986	1848.166016	1707.328125	423.033539	397.727997	419.637604
ENSBTAG00000002028	5.990551	3.910198	4.27172	3.545261	15.931045	12.511401	22.0467
ENSBTAG00000002060	2220.340332	2147.877441	2747.341309	2561.266602	533.870728	522.973877	383.520813
ENSBTAG00000002070	0.034994	0.082217	0.025454	0.0	0.0	0.0	0.0
ENSBTAG00000002072	20.103289	23.332188	18.286472	17.962078	1.505887	2.697165	0.862893
ENSBTAG00000002073	12.790673	9.76254	11.851801	11.353631	15.281866	13.508006	17.421782
ENSBTAG00000002105	21.416197	16.686884	18.194822	16.97212	14.807171	19.419102	14.442492
ENSBTAG00000002107	7.641245	9.323757	8.414029	8.037256	11.295774	11.100719	12.171474
ENSBTAG00000002117	1.443348	1.028007	1.200392	1.453505	2.345863	1.812236	2.479909
ENSBTAG00000002126	2.031929	2.760096	2.184327	2.438949	1.848389	2.953185	2.346958
ENSBTAG00000002130	31.636066	27.51269	22.883633	21.912949	7.377223	11.550022	7.201543
ENSBTAG00000002143	2.185515	4.182151	2.58597	3.172169	2.161059	0.900893	2.175189
ENSBTAG00000002219	12.474497	12.81795	11.417753	11.274734	2.695424	3.458678	1.650931
ENSBTAG00000002236	35.940849	37.14957	35.31731	33.960598	10.523679	15.691989	7.197
ENSBTAG00000002242	20.665268	20.191462	24.723375	18.738953	17.796953	15.00873	15.77437
ENSBTAG00000002252	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000002260	6.147608	6.022352	4.379106	4.869517	2.066991	2.899091	2.179472
ENSBTAG00000002321	32.891411	21.761036	21.966379	22.692043	9.784296	14.023727	5.696014
ENSBTAG00000002327	37.375206	35.874287	45.366009	40.67749	8.288414	8.500249	3.296345
ENSBTAG00000002340	3.564215	1.629217	1.72011	4.504351	5.231884	3.604273	4.808027
ENSBTAG00000002368	1.781996	1.644474	1.790148	1.030054	0.435947	1.096782	0.0
ENSBTAG00000002378	152.114853	197.862183	173.473236	166.885834	67.19986	81.1782	39.897167
ENSBTAG00000002385	1.994225	1.882127	1.186908	1.993734	0.0	0.990449	0.0
ENSBTAG00000002389	27.614773	23.840561	29.767956	25.817369	12.577643	13.441175	9.915956
ENSBTAG00000002398	4.088984	2.186456	2.198938	2.962334	8.399862	8.426509	13.383637
ENSBTAG00000002401	0.0	0.21874	0.0	0.86101	0.0	0.0	0.0
ENSBTAG00000002404	31.242456	36.465004	34.204666	28.870701	14.762902	3.929548	14.744729
ENSBTAG00000002428	17.250086	18.077095	20.437214	23.683592	3.09597	6.103974	7.569287
ENSBTAG00000002447	1.427049	1.405987	1.477384	0.93144	0.934575	0.816106	0.808505
ENSBTAG00000002454	10.460643	9.263873	9.124897	10.779251	19.551296	14.868199	22.686089
ENSBTAG00000002457	225.628738	204.601578	279.381622	302.808136	174.865555	157.015518	273.199066
ENSBTAG00000002458	6.346591	6.707637	5.523376	4.65184	1.326489	2.910233	3.241841
ENSBTAG00000002460	15.410476	14.132235	14.207826	14.17982	6.012105	7.077113	8.534863
ENSBTAG00000002462	36.350395	27.232061	33.859711	32.063484	19.807745	20.549551	31.258175
ENSBTAG00000002463	56.085335	49.276554	66.270409	65.751305	50.21489	38.062328	79.305351
ENSBTAG00000002468	3633.859619	3150.617432	4526.004883	3766.89502	6.093219	293.309998	0.0
ENSBTAG00000002469	6.24576	4.940939	5.579507	4.756285	0.360125	1.619712	0.0
ENSBTAG00000002472	17.754618	19.574411	15.607916	14.390421	17.211681	18.76046	24.561239
ENSBTAG00000002473	3.98006	3.299929	9.598706	4.628867	6.594055	7.298696	3.67231
ENSBTAG00000002475	78.888954	85.345673	82.707642	83.360153	23.557329	30.444262	17.158411
ENSBTAG00000002490	34.342457	30.011305	31.990311	38.689575	17.826895	10.155334	20.16641
ENSBTAG00000002492	5.823393	4.145953	5.791343	5.5938	19.639919	19.921864	30.781723
ENSBTAG00000002493	44.473175	39.826241	41.123638	40.895363	51.500134	50.884651	65.947014
ENSBTAG00000002504	8.172537	9.276525	8.362057	7.983671	14.839755	10.403165	14.39046
ENSBTAG00000002518	0.0	0.0	0.0	0.051895	0.0	0.0	0.0
ENSBTAG00000002520	15.834825	14.216205	10.521615	11.570129	14.928802	14.186647	24.704672
ENSBTAG00000002550	0.872742	1.905529	2.106237	0.981931	9.057927	6.128423	12.245713
ENSBTAG00000002559	0.485286	0.597103	0.774634	1.289759	0.0	0.0	0.0
ENSBTAG00000002561	0.0	0.0	0.0	0.0	2.40584	3.623886	2.775857
ENSBTAG00000002562	0.0	0.0	0.0	0.0	26.747519	32.002495	16.779531
ENSBTAG00000002575	68.290825	57.674561	70.276436	67.112915	44.994118	40.43185	40.499023
ENSBTAG00000002583	0.150293	0.074923	0.116557	0.0	0.439651	0.0	0.0
ENSBTAG00000002590	24.659225	18.929586	22.01285	21.148428	2.678759	2.921084	2.376345
ENSBTAG00000002600	3.025884	2.072053	1.912589	2.350249	1.680861	2.741386	2.860288
ENSBTAG00000002608	105.71759	101.317062	109.031464	100.093925	62.453754	51.739407	67.902687
ENSBTAG00000002625	14.982556	13.728028	12.506701	11.9744	24.977612	21.552803	34.796989
ENSBTAG00000002630	36.306183	36.05439	25.46666	21.600252	5.921531	7.748326	3.055475
ENSBTAG00000002635	4.674852	68.347237	2.639985	55.186604	0.515526	1.021737	6.509292
ENSBTAG00000002644	1.110183	1.553923	0.745739	0.604764	0.391612	0.222756	0.0
ENSBTAG00000002645	30.284504	31.871611	25.403873	25.654549	6.943965	9.171359	4.599356
ENSBTAG00000002678	12.285645	9.918375	13.935869	10.260495	6.767913	8.032188	8.748257
ENSBTAG00000002683	34.315182	35.49165	36.328758	30.042837	2.237642	3.155137	0.767137
ENSBTAG00000002685	30.022987	22.469986	16.728655	17.3241	2.084872	2.676322	2.126835
ENSBTAG00000002693	31.511747	28.1915	29.686243	24.714518	31.915092	32.911228	31.008469
ENSBTAG00000002695	0.03658	0.015481	0.244497	0.0	0.0	0.0	0.0
ENSBTAG00000002697	23.111038	22.993835	18.532431	20.052664	27.878872	28.140072	24.236811
ENSBTAG00000002703	21.764683	20.742804	18.837484	18.655497	47.158405	40.058846	59.460476
ENSBTAG00000002704	6.326596	7.162099	5.048095	4.706228	0.879501	0.944732	0.41802
ENSBTAG00000002706	2.578401	3.342241	2.734879	3.436961	0.0	0.0	0.0
ENSBTAG00000002715	25.408693	21.540159	22.999172	23.459805	5.870879	10.915891	5.428959
ENSBTAG00000002719	2.111612	2.860591	1.925135	2.536774	0.623757	1.81735	1.543442
ENSBTAG00000002720	13.248697	9.825947	9.742566	10.498036	28.331066	25.970867	40.745556
ENSBTAG00000002721	8.562831	9.177587	8.92135	6.90214	11.145797	10.940692	14.826927
ENSBTAG00000002726	10.99244	8.556423	9.518169	10.527903	26.07272	23.79447	37.131657
ENSBTAG00000002736	39.09211	51.323803	33.130371	36.052418	15.984851	20.485659	15.828485
ENSBTAG00000002743	21.326633	21.000469	21.319717	19.30369	6.735579	9.945164	5.932572
ENSBTAG00000002745	93.973801	90.45533	103.544037	85.305061	48.60305	48.872665	48.346004
ENSBTAG00000002746	121.585884	93.879066	114.976059	115.107216	62.220467	63.189178	100.02066
ENSBTAG00000002748	29.330538	23.635042	27.343235	21.150721	13.886171	16.454697	7.613015
ENSBTAG00000002750	10.046653	8.595605	9.091354	9.022991	7.452291	9.28277	12.401967
ENSBTAG00000002763	13.48446	17.157698	10.861767	11.371768	4.175969	5.862328	3.044724
ENSBTAG00000002764	22.346788	22.524439	12.926855	16.459089	15.638418	23.310745	11.719632
ENSBTAG00000002770	53.133286	53.918247	61.364761	54.567467	4.491847	19.129011	6.641689
ENSBTAG00000002798	21.589735	20.609703	23.011044	20.951714	4.48124	6.841392	3.429102
ENSBTAG00000002816	2.968379	4.918999	3.265067	3.359568	2.42594	2.478014	1.331888
ENSBTAG00000002817	6.349084	6.506016	5.918317	8.245313	6.111634	6.73577	4.2905
ENSBTAG00000002822	0.324997	0.062064	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000002827	22.449905	27.156036	19.888241	21.771486	4.363482	3.46745	5.3502
ENSBTAG00000002829	56.192799	52.159855	60.065853	54.20369	36.762123	37.56221	38.652412
ENSBTAG00000002854	22.779613	22.926573	18.928085	20.159939	7.139221	10.561347	4.889329
ENSBTAG00000002888	1.333936	2.027426	1.310268	2.241472	2.246707	2.428273	1.320626
ENSBTAG00000002890	0.0	0.0	0.0	0.0	8.353056	16.62599	5.53671
ENSBTAG00000002891	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000002918	4.915057	4.778666	4.931146	4.475463	5.96276	6.429688	6.537407
ENSBTAG00000002921	9.458117	8.836281	7.84657	8.657534	6.070094	6.387972	7.742231
ENSBTAG00000002966	13.120043	11.674907	9.348149	9.230267	19.546854	18.652025	22.412046
ENSBTAG00000002972	0.670201	0.436504	0.696672	0.477784	0.889221	0.786035	1.563697
ENSBTAG00000002977	57.078156	65.90123	51.605389	56.608871	20.352959	18.6896	20.164125
ENSBTAG00000002978	0.089765	0.039968	0.0	0.144589	0.0	0.0	0.0
ENSBTAG00000002999	18.904715	21.444561	19.842775	19.647064	6.655257	11.400364	7.571929
