ENSEMBL gene ID	E6_Lung	E4_Lung1	E4_Lung2	E4_Lung3	E1_LUNG3770	E1_LUNG3773	E1_LUNG3842	E1_LUNG3886
ENSBTAG00000013273	8.326014	5.816111	11.02584	7.522245	27.92147	28.89921	31.82455	22.70915
ENSBTAG00000013275	7.764281	2.860363	0.291081	1.001678	23.46622	24.15414	31.85339	21.4802
ENSBTAG00000013277	6.617547	1.403569	0.288202	1.320166	0.0	0.0	0.0	0.0
ENSBTAG00000013279	0.43571	0.0	0.106401	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000013282	51.19282	38.82339	33.13717	36.20062	79.23292	96.65903	101.7254	94.42897
ENSBTAG00000013283	1.835592	1.226908	0.539849	2.131362	1.502803	1.684476	1.600477	1.886346
ENSBTAG00000013288	18.86437	17.43725	26.50587	19.82473	12.1362	11.26061	9.021572	11.53775
ENSBTAG00000013291	4.676348	2.426052	2.991434	1.683224	9.130896	7.143419	9.8511	7.027958
ENSBTAG00000013303	14.32148	7.453175	7.36284	10.94256	27.88694	28.6127	21.56085	29.81136
ENSBTAG00000013314	3.709478	6.122808	2.132091	3.753577	9.734654	8.467608	5.629014	10.88985
ENSBTAG00000013326	2.810799	4.503664	5.928261	6.479086	5.460457	8.220715	8.549156	5.823734
ENSBTAG00000013336	0.736629	1.554448	2.244131	1.527733	4.386986	5.261027	1.937093	5.584901
ENSBTAG00000013341	6.726934	2.713623	3.574678	2.172927	0.0	0.0	0.0	0.0
ENSBTAG00000013346	6.910628	2.289072	2.501657	2.999998	14.12007	12.20942	11.05124	12.2403
ENSBTAG00000013358	333.5491	105.5432	173.3864	72.93488	713.6796	1155.524	1409.737	770.0001
ENSBTAG00000013392	13.31212	3.551329	0.849027	1.649473	15.40556	13.73207	14.24534	15.24074
ENSBTAG00000013403	4.675008	1.65956	1.704871	0.770235	4.465234	4.641768	3.689595	5.132624
ENSBTAG00000013413	22.80412	15.67416	24.58243	10.90934	18.07764	19.56108	28.57141	26.45332
ENSBTAG00000013425	6.37045	12.00795	13.84458	12.07592	12.65057	12.26576	12.97502	11.89468
ENSBTAG00000013439	16.88194	12.31226	13.30529	12.99014	29.51233	27.34018	20.06528	34.80993
ENSBTAG00000013443	0.174317	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000013461	132.7676	127.0085	18.8148	99.03941	843.9039	823.164	1435.041	806.6932
ENSBTAG00000013464	2.871332	11.26214	8.596058	11.93261	2.511695	3.437709	1.497896	3.136985
ENSBTAG00000013472	32.74603	84.16432	73.71819	76.60999	256.349	230.348	50.18908	205.4664
ENSBTAG00000013480	3.248533	1.389454	0.0	0.638471	8.902039	9.557947	13.06285	14.3145
ENSBTAG00000013485	1.449811	0.857844	1.941977	0.83737	2.49999	3.514859	3.000634	3.678859
ENSBTAG00000013488	1.41436	1.078098	0.520275	0.499813	0.977821	1.350435	1.563272	1.966638
ENSBTAG00000013509	1.076155	0.764162	0.026726	0.1321	0.401724	0.611052	0.232734	0.748253
ENSBTAG00000013510	4.246618	1.951459	3.522342	4.207304	5.617254	6.76629	5.948679	7.272852
ENSBTAG00000013526	11.62494	5.534172	3.28893	3.974584	35.46703	34.56131	30.99889	33.24986
ENSBTAG00000013535	12.52731	15.47748	13.52113	18.1832	12.02112	12.27116	9.788338	14.52163
ENSBTAG00000013536	1.000826	0.18585	0.249983	0.322073	0.983916	0.946053	0.703099	1.492248
ENSBTAG00000013538	4.835509	1.457549	0.0	1.246091	18.96697	19.25117	17.20577	19.67702
ENSBTAG00000013556	18.93718	2.033253	2.126348	2.069734	55.72165	49.13755	65.00098	61.39285
ENSBTAG00000013562	1.291952	3.350435	1.005081	1.91108	4.854667	3.329921	1.800518	3.728136
ENSBTAG00000013620	8.437268	18.66262	21.65113	17.54472	18.39641	15.71268	19.84753	16.89825
ENSBTAG00000013627	90.00682	84.29591	70.69594	81.54011	162.3583	147.1435	135.4696	132.1817
ENSBTAG00000013628	6.522529	1.598384	0.768263	2.85112	5.109335	4.742598	6.064189	5.053684
ENSBTAG00000013650	18.3764	5.583152	6.267649	4.869502	14.58218	17.68356	22.41221	19.03888
ENSBTAG00000013657	0.542322	0.669319	0.0	0.724124	0.317576	0.182652	0.211469	0.195698
ENSBTAG00000013697	8.718683	0.272901	0.147082	0.320495	24.00924	14.78103	27.5442	20.71397
ENSBTAG00000013702	2.929622	0.181821	0.145549	0.135176	4.185017	4.193447	16.38582	4.131486
ENSBTAG00000013734	1.000969	0.508452	0.0	0.0	0.024759	0.665393	0.40458	0.277462
ENSBTAG00000013736	4.490942	5.375704	3.609038	5.547474	9.052608	9.042196	2.246602	13.36193
ENSBTAG00000013749	17.58706	43.68648	34.85389	42.66451	20.42726	22.37409	18.85582	19.54895
ENSBTAG00000013773	10.36497	15.04899	17.15674	18.8331	23.73909	17.15259	16.13993	21.6308
ENSBTAG00000013790	9.437414	13.15536	15.33576	15.78274	13.46928	13.86974	10.66111	17.29309
ENSBTAG00000013812	10.94602	19.75087	24.80523	20.36868	17.15908	14.56561	7.317816	14.42003
ENSBTAG00000013836	0.450303	0.0	0.0	0.224409	0.427606	0.251735	0.293029	0.289832
ENSBTAG00000013837	3.697713	7.636809	3.096411	5.791938	4.805477	5.11384	3.513081	3.941228
ENSBTAG00000013857	2.460874	0.537219	0.292074	0.708743	5.406668	4.727536	5.188713	5.895489
ENSBTAG00000013859	7.183548	10.90341	15.50164	12.87478	9.541184	8.922709	5.467203	8.808271
ENSBTAG00000013866	251.2017	327.4335	127.7798	254.7025	1476.197	1651.397	2608.01	2079.584
ENSBTAG00000013877	0.19209	0.0	0.0	0.170933	0.1061	0.0	0.0	0.059598
ENSBTAG00000013882	56.82464	18.25846	11.76761	21.38593	83.88775	90.80859	112.9859	86.79697
ENSBTAG00000013901	25.64389	23.22177	20.0063	18.41983	41.7304	47.98279	46.46564	42.7047
ENSBTAG00000013910	18.38015	11.95663	20.30219	13.91199	7.231382	8.280179	9.619957	10.45173
ENSBTAG00000013914	3.083607	5.415868	2.637471	1.975043	7.40989	6.760859	7.470949	7.482043
ENSBTAG00000013925	2.491916	4.163393	0.0	1.068726	9.049454	8.310742	7.72098	8.500381
ENSBTAG00000013927	0.882227	1.19092	0.054257	0.777214	1.613085	1.749697	0.840897	2.052991
ENSBTAG00000013930	37.97681	24.66245	27.55237	25.31691	94.09808	105.4592	104.4502	93.06822
ENSBTAG00000013931	20.267	5.416232	7.603332	6.831103	35.49743	43.35436	46.01539	34.01916
ENSBTAG00000013946	26.00321	23.66496	24.12896	22.25057	23.13232	21.52075	24.32768	23.2018
ENSBTAG00000013947	4.854885	1.606946	0.257022	1.924526	4.855587	5.439143	7.042712	6.45531
ENSBTAG00000013952	46.66821	12.121	52.47795	20.80234	207.9256	170.5192	177.5159	174.6689
ENSBTAG00000013955	5.417248	1.473	1.270533	1.07773	12.59	9.84533	11.06601	11.61471
ENSBTAG00000013956	34.21263	12.06613	14.20703	15.34333	44.86033	42.0097	41.52466	38.71663
ENSBTAG00000013983	2.597943	4.059511	2.464608	1.552599	1.616535	2.024035	1.083722	2.106981
ENSBTAG00000013992	9.987571	7.303745	12.37862	13.33448	13.25465	15.62289	21.15746	15.98653
ENSBTAG00000014024	24.57094	119.6524	118.0038	152.9621	99.38364	92.34124	119.8094	93.80666
ENSBTAG00000014030	2.853086	13.29854	12.77884	13.28868	7.293442	4.061028	2.957381	5.341238
ENSBTAG00000014031	7.921636	20.26516	16.55946	17.60291	2.153577	2.58176	2.990592	3.590686
ENSBTAG00000014044	19.31617	35.95685	41.36711	28.74645	9.617775	8.537138	11.9423	10.38565
ENSBTAG00000014102	5.984655	6.956834	11.1931	6.394024	8.108351	8.562402	9.132065	9.171977
ENSBTAG00000014117	18.88914	3.153787	1.168855	1.576658	41.13138	46.28627	49.26525	54.35061
ENSBTAG00000014123	3.778614	4.923786	7.894083	7.529489	3.574079	4.491122	1.435208	4.77209
ENSBTAG00000014130	10.65999	17.23631	0.0	65.5595	203.5473	189.8038	334.4876	194.0532
ENSBTAG00000014144	1.756776	2.530468	0.0	1.672592	4.89534	5.55343	5.227465	7.805694
ENSBTAG00000014147	0.978864	1.282062	0.327945	0.562789	0.243033	0.221147	0.245944	0.281662
ENSBTAG00000014149	0.0	0.0	0.0	0.0	2.882119	2.275648	8.891001	2.384671
ENSBTAG00000014156	6.875666	29.31139	20.97666	24.15964	4.095136	3.965766	5.309927	3.678029
ENSBTAG00000014162	6.678725	1.506199	3.822216	2.608326	3.11105	4.848074	4.731593	5.323414
ENSBTAG00000014166	10.11428	9.643497	9.947467	9.663313	7.792222	8.29348	7.933546	8.386617
ENSBTAG00000014169	0.218689	0.498165	0.111999	0.194198	0.0	0.0	0.0	0.0
ENSBTAG00000014182	129.6017	156.2714	156.0184	167.1021	161.7634	156.0257	130.5493	161.5467
ENSBTAG00000014208	334.9191	356.2322	172.1797	336.5124	832.847	916.0797	1258.04	992.8932
ENSBTAG00000014236	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000014238	32.50866	11.92375	21.69666	17.78245	72.70069	79.55161	88.00304	73.85784
ENSBTAG00000014249	31.65449	33.45001	46.20571	39.31247	29.87421	19.58652	17.52545	22.93708
ENSBTAG00000014262	11.3488	11.5742	12.49816	9.849352	24.84267	25.44067	19.69889	18.06528
ENSBTAG00000014269	27.60318	14.19147	14.55448	13.95341	28.44656	40.79314	36.23147	30.2729
ENSBTAG00000014294	3.461367	16.14629	13.62976	14.01918	8.643052	7.771506	7.699311	7.608146
ENSBTAG00000014295	92.03849	271.2679	279.7554	285.1763	86.53958	82.00043	95.58141	73.11571
ENSBTAG00000014296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000014297	16.08106	2.932729	3.026129	2.889677	22.77661	29.24288	25.1648	25.67833
ENSBTAG00000014299	90.32254	31.81458	43.24964	34.87792	106.4382	120.421	111.7205	107.6047
ENSBTAG00000014302	18.10159	20.90115	28.66173	23.89071	32.17833	31.31785	36.5545	32.72662
ENSBTAG00000014312	0.066829	0.486369	0.569132	1.377296	0.264346	0.1648	0.15743	0.136814
ENSBTAG00000014318	14.01943	35.37806	35.48096	33.70574	14.11353	10.83656	12.40873	13.60604
ENSBTAG00000014325	6.633871	11.03777	10.152	12.17931	4.09387	4.364174	3.632583	3.415242
ENSBTAG00000014326	1.274429	0.681023	0.875145	0.317909	4.728513	2.881378	1.425083	1.986464
ENSBTAG00000014349	21.31342	5.230163	8.771042	5.532533	55.79656	46.6134	68.59905	52.45877
ENSBTAG00000014351	3.608294	5.79236	3.435628	6.178053	11.56231	10.83775	7.85106	10.86327
ENSBTAG00000014358	29.62002	6.930619	15.49048	6.853987	173.8237	159.0906	199.4848	121.7986
ENSBTAG00000014359	1.696056	0.737832	0.0	0.664955	1.097646	0.701116	1.894114	3.283937
ENSBTAG00000014372	20.46584	1.91953	0.401357	1.831244	41.48375	43.02153	30.09085	35.6904
ENSBTAG00000014388	29.94577	10.02252	10.85013	7.839041	61.53967	61.71194	68.55791	65.19
ENSBTAG00000014430	13.83494	14.04571	11.33693	10.09903	13.24856	16.01372	21.29463	15.76345
ENSBTAG00000014438	1.25443	6.464165	3.507345	5.106021	1.776435	1.186898	1.189938	1.451846
ENSBTAG00000014449	15.97763	3.604942	3.937746	5.511863	9.526328	8.739519	12.40303	8.0728
ENSBTAG00000014450	24.9835	7.225974	5.34983	7.054448	50.87428	55.7286	87.51637	53.62369
ENSBTAG00000014451	12.31069	10.65363	9.437336	9.868185	9.741837	9.171215	6.070352	9.993805
ENSBTAG00000014478	12.88238	11.53113	13.5762	14.26577	6.040929	7.57849	4.281211	7.675537
ENSBTAG00000014479	10.60384	10.46688	11.03928	11.13541	8.837486	12.24289	9.790685	10.30372
ENSBTAG00000014518	156.0438	125.9538	38.44188	83.5062	632.8191	631.7317	898.3333	656.1037
ENSBTAG00000014520	3.317261	10.16607	5.786364	7.923064	5.479779	5.950185	6.305653	5.471518
ENSBTAG00000014522	8.324617	89.94924	95.72079	93.0378	31.41226	28.40646	22.76732	24.92619
ENSBTAG00000014533	0.0	0.0	0.0	0.0	0.480374	0.086854	0.277041	0.018588
ENSBTAG00000014549	10.7587	12.71893	5.515485	8.837564	6.581121	6.517239	13.36152	6.928995
ENSBTAG00000014550	19.55617	19.44967	19.31132	15.80102	14.18611	13.79932	14.67936	12.99583
ENSBTAG00000014553	58.7665	26.31721	18.58581	19.5884	96.97277	96.52274	105.1722	90.31856
ENSBTAG00000014595	2.8826	0.0	0.096306	0.152742	16.78475	14.68772	15.35382	13.46959
ENSBTAG00000014597	3.102069	0.546636	0.767409	0.589231	8.047545	8.837409	7.059381	10.71355
ENSBTAG00000014623	0.447581	1.889245	0.521391	0.594588	0.467488	0.69207	0.561974	0.608953
ENSBTAG00000014644	2.285489	0.769689	0.164639	0.91386	3.788216	6.461212	5.286093	5.502056
ENSBTAG00000014646	13.62726	3.629275	0.871737	2.163608	74.37237	68.60294	108.1278	60.80557
ENSBTAG00000014659	1.386567	5.043722	2.065622	2.353054	4.238716	4.425768	1.687699	3.549986
ENSBTAG00000014660	14.04325	18.81385	12.1124	18.47333	7.504211	8.081663	11.32235	6.481808
ENSBTAG00000014666	0.0	0.509661	0.0	0.0	0.312559	0.058379	0.477164	0.124251
ENSBTAG00000014675	6.541599	6.877577	5.321472	7.491322	5.597706	5.841013	5.987561	4.562578
ENSBTAG00000014679	6.631852	10.77903	11.09569	10.98831	4.427642	4.239613	4.095526	4.262922
ENSBTAG00000014680	7.440304	2.531608	1.430869	3.736734	7.282139	6.253932	7.532862	7.00837
ENSBTAG00000014687	18.6983	6.452631	3.660411	3.935547	28.57438	28.84833	44.51576	31.29287
ENSBTAG00000014692	1.745571	1.746308	0.130535	2.427419	1.417454	1.192923	1.477488	1.289943
ENSBTAG00000014693	19.66754	5.330815	0.101953	8.846233	43.17419	37.96972	27.67033	21.92652
ENSBTAG00000014694	34.10449	26.55123	19.7604	17.05572	30.61489	35.76851	40.17662	34.8275
ENSBTAG00000014695	17.50382	3.049149	4.571687	5.80011	33.00169	31.49811	47.26396	32.97936
ENSBTAG00000014697	15.65742	5.155313	3.034318	4.695855	42.80219	39.83102	32.17582	44.41972
ENSBTAG00000014711	2.435836	7.169935	3.225999	8.636106	2.366394	2.029644	2.877204	1.903421
ENSBTAG00000014719	36.07571	56.10927	58.62175	49.76671	21.17626	16.65686	23.43151	25.84882
ENSBTAG00000014722	8.403239	4.561778	6.30233	4.965535	8.870804	8.973027	6.521958	9.782569
ENSBTAG00000014724	216.0746	353.4409	338.5682	359.7159	217.4015	192.7908	263.4697	177.6646
ENSBTAG00000014727	2.175319	0.480305	0.0	0.52151	7.470799	6.916481	5.862104	4.748423
ENSBTAG00000014731	118.6572	22.28979	0.0	32.23695	408.453	360.0717	451.9958	407.9577
ENSBTAG00000014760	0.14976	0.0	0.0	0.0	0.0	0.0	0.0	0.031366
ENSBTAG00000014766	104.5401	218.0735	198.9894	190.4075	75.08434	60.36405	61.23274	57.61171
ENSBTAG00000014773	0.432992	2.33654	0.660827	3.07174	3.415399	2.616858	1.568341	2.064547
ENSBTAG00000014777	17.79285	4.792434	5.260757	6.469687	13.0702	15.41855	19.25709	19.35144
ENSBTAG00000014790	7.181138	2.510765	0.480234	2.200009	5.513638	6.845402	3.596743	5.582714
ENSBTAG00000014793	0.857987	0.879046	0.65483	1.174103	1.121402	0.839712	0.96768	0.795034
ENSBTAG00000014799	21.90728	7.719943	6.07561	9.749291	24.3531	29.11573	30.67661	25.82455
ENSBTAG00000014804	66.00596	170.668	132.1255	136.4045	61.49144	52.6039	69.39057	45.95206
ENSBTAG00000014805	26.81987	40.03739	44.8335	44.00455	25.11945	22.83653	22.31091	23.6086
ENSBTAG00000014821	52.88305	62.01564	53.88089	56.88936	67.6096	97.08417	82.58048	90.0683
ENSBTAG00000014822	35.32466	33.59198	16.96412	24.6653	48.57336	45.59531	55.43543	50.74504
ENSBTAG00000014838	24.29311	8.866367	4.443959	9.9737	39.95124	40.49002	42.09173	39.76028
ENSBTAG00000014840	10.00072	2.117751	8.209021	1.571831	19.71356	15.93748	21.4132	19.01992
ENSBTAG00000014841	14.57734	5.254755	4.566069	4.752916	22.55257	28.2996	26.23242	25.15366
ENSBTAG00000014873	14.72708	39.1498	31.43909	30.55438	17.86915	13.95669	23.11958	16.72443
ENSBTAG00000014877	18.57623	22.96741	24.22277	21.57481	33.24387	31.48325	37.95039	27.13283
ENSBTAG00000014889	4.038833	4.891219	3.240192	3.814168	13.4812	11.23988	5.856372	13.90882
ENSBTAG00000014891	79.45212	106.1556	83.26862	99.23966	70.5202	63.31687	85.72131	54.99908
ENSBTAG00000014897	0.345626	0.0	0.0	0.0	0.337595	0.373006	0.644072	0.419252
ENSBTAG00000014898	14.12044	5.361776	4.4187	4.420106	48.0781	86.28263	55.55418	55.94726
ENSBTAG00000014907	11.47275	3.188809	3.769746	4.008669	21.10508	21.48672	27.27576	29.65132
ENSBTAG00000014908	0.0	0.0	0.0	0.0	0.0	0.355671	0.107833	0.609613
ENSBTAG00000014915	16.05218	18.19008	17.89781	16.418	9.975896	18.2136	9.116221	16.28011
ENSBTAG00000014920	0.661233	1.307917	1.298554	1.284455	16.31708	9.459105	4.476176	9.318422
ENSBTAG00000014927	3.107825	2.805835	3.495717	3.955139	9.723677	11.16255	7.364603	11.38053
ENSBTAG00000014933	8.258819	14.42178	9.278152	13.58371	14.32623	13.50546	6.712214	15.12315
ENSBTAG00000014944	14.71199	9.688787	5.032423	5.702247	8.858019	20.36335	18.82503	11.57875
ENSBTAG00000014948	0.048727	0.078799	0.0	0.0	0.0	0.0	0.090772	0.020482
ENSBTAG00000014956	0.0	0.0	0.0	0.0	0.0	0.07481	0.073727	0.226148
ENSBTAG00000014964	17.22003	0.709754	0.248599	1.083069	48.95036	56.24811	85.97943	55.01591
ENSBTAG00000014968	0.064245	0.0	0.0	0.0	0.461462	0.173381	0.700197	0.401641
ENSBTAG00000014987	0.0	0.0	0.0	0.0	0.080088	0.0	0.0	0.0
ENSBTAG00000014995	6.581506	3.350539	9.47258	2.780317	7.420843	7.02038	8.503754	7.116597
ENSBTAG00000015002	5.95685	0.392487	0.0	0.0	44.68784	45.6522	70.76192	46.53531
ENSBTAG00000015004	37.45531	6.965505	7.673177	7.185555	76.33167	73.65344	89.84735	70.08195
ENSBTAG00000015014	2.962882	4.460016	0.890729	2.841839	2.591323	3.301585	2.753052	2.964002
ENSBTAG00000015032	64.21832	80.58659	82.91435	83.68169	32.68733	50.23572	38.31797	31.28947
ENSBTAG00000015034	26.71259	16.50475	15.43705	17.5994	61.40539	62.93846	74.0867	65.91079
ENSBTAG00000015038	24.66337	15.81609	10.75723	13.6979	42.58125	42.82783	52.04898	37.58709
ENSBTAG00000015040	1.057433	0.0	0.0	0.0	0.305609	0.286821	0.725345	0.241666
ENSBTAG00000015041	43.66137	43.79892	25.06031	31.61068	98.33688	99.72125	143.5089	101.1745
ENSBTAG00000015042	46.72236	30.33601	40.56753	20.97158	33.39022	30.93704	37.29073	34.21686
ENSBTAG00000015050	2.850544	1.677159	0.831805	0.880014	6.214587	4.17447	8.124272	5.399962
ENSBTAG00000015051	5.072678	0.735811	0.871641	0.746138	7.970834	8.269229	7.125628	7.635425
ENSBTAG00000015066	15.98931	53.98296	58.83878	57.06363	14.05769	11.47027	8.892996	12.29813
ENSBTAG00000015069	54.68654	255.4367	255.9476	223.8043	59.04691	48.39424	61.27561	44.2496
ENSBTAG00000015075	2.130416	3.42121	0.0	1.914661	10.72742	10.11658	14.15285	13.16007
ENSBTAG00000015076	6.103567	28.48875	20.92353	25.23116	6.118277	5.754709	3.426177	5.467538
ENSBTAG00000015087	0.292335	0.0	0.0	0.0	0.071549	0.219426	0.313052	0.080475
ENSBTAG00000015097	15.13703	4.632581	4.943875	3.335407	36.6158	27.55149	35.47335	29.51597
ENSBTAG00000015098	6.421679	3.677848	2.204155	2.031397	8.446431	6.996716	10.4297	8.961556
ENSBTAG00000015100	135.8751	177.2988	191.6791	170.9636	120.5854	140.3523	164.6044	121.9261
ENSBTAG00000015105	22.12775	62.84778	47.86839	66.17242	27.53935	24.10123	23.76911	25.90159
ENSBTAG00000015115	2.518337	0.607122	0.0	0.280384	5.445925	5.330705	7.984901	5.788562
ENSBTAG00000015116	22.82964	9.27401	7.204518	7.130146	45.73522	47.73672	52.99785	50.96903
ENSBTAG00000015117	22.51934	5.147546	3.45997	5.216882	29.78144	33.86997	52.02729	36.04912
ENSBTAG00000015140	5.754801	2.36578	4.199158	3.102333	7.291844	9.195994	6.91066	7.468381
ENSBTAG00000015146	27.54602	38.15453	27.60422	36.91564	26.25262	26.95818	24.7516	25.7563
ENSBTAG00000015147	320.9299	354.0885	317.5926	306.8271	454.9435	407.3809	461.3884	424.8451
ENSBTAG00000015151	9.786045	17.32242	20.85541	23.46272	10.5686	10.95389	4.32614	9.236982
ENSBTAG00000015156	24.17279	15.72522	0.0	5.674753	62.02216	56.61987	93.16175	49.93269
ENSBTAG00000015166	0.0	0.0	0.0	0.0	0.113215	0.759393	0.381863	0.926729
ENSBTAG00000015181	2.010251	1.187031	0.337074	0.513247	1.448508	0.651105	1.444441	1.279157
ENSBTAG00000015184	15.28359	4.40684	4.679817	3.892281	21.45448	22.61215	14.82925	20.63885
ENSBTAG00000015186	6.052082	2.678726	2.256709	2.367621	18.46043	20.62792	15.9135	18.82026
ENSBTAG00000015194	0.0	0.0	0.0	0.0	0.0	0.0	0.051909	0.02511
ENSBTAG00000015226	1.398185	0.0	0.0	0.0	1.536671	1.482992	1.008306	1.246472
ENSBTAG00000015259	0.175457	0.482174	0.0	0.0	0.128597	0.0	0.256523	0.063001
ENSBTAG00000015261	0.019225	0.0	0.0	0.0	0.255297	0.157778	0.395045	0.248236
ENSBTAG00000015265	12.98316	29.38688	17.87536	21.91134	4.070466	4.778225	5.286954	4.789124
ENSBTAG00000015267	28.19547	20.56848	23.52103	19.23091	23.7506	33.46196	32.41525	33.00608
ENSBTAG00000015276	8.878552	6.247235	4.444399	6.417103	9.63218	12.04308	11.60744	10.29255
ENSBTAG00000015278	35.07914	27.35724	42.24882	23.93664	38.79069	35.56857	51.30124	32.84423
ENSBTAG00000015294	3.117518	2.428508	1.589536	2.282156	6.634811	4.790575	4.446378	5.257815
ENSBTAG00000015307	0.109959	0.094361	0.080751	0.088486	1.274756	1.001719	0.681422	0.612626
ENSBTAG00000015327	62.40361	30.06881	25.14406	32.08994	122.0788	136.862	100.2437	126.5802
ENSBTAG00000015329	16.77914	8.892902	7.046494	7.878361	14.75617	14.46353	14.73683	16.79459
ENSBTAG00000015336	10.5869	9.259082	10.09514	7.275005	3.779998	2.927875	3.577551	4.403345
ENSBTAG00000015339	8.069681	15.82752	18.56448	15.5997	8.701996	9.258084	12.70048	10.4736
ENSBTAG00000015343	9.317943	3.715503	4.483772	4.472064	40.86452	43.01044	53.97358	39.3282
ENSBTAG00000015346	6.764549	6.080317	6.358329	6.189833	30.84894	24.84495	21.70001	19.96468
ENSBTAG00000015348	19.13744	23.66395	25.46065	28.29055	5.764782	5.168053	5.18944	5.939105
ENSBTAG00000015349	0.16921	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000015363	80.31503	88.94115	88.28557	92.07667	58.99227	63.71282	55.74749	60.24795
ENSBTAG00000015375	60.23095	20.53408	17.66202	19.09904	93.74427	69.58221	60.35057	49.32425
ENSBTAG00000015377	0.075417	0.116291	0.038862	0.079539	0.238021	0.15527	0.117946	0.257738
ENSBTAG00000015385	4.095306	13.76427	11.20514	13.0139	11.28285	8.475492	5.596788	9.176089
ENSBTAG00000015386	3.034107	11.38535	10.48784	8.155099	6.146205	4.462241	1.179986	2.733489
ENSBTAG00000015388	226.4695	19.18538	0.0	0.0	1761.851	1844.561	2576.327	1838.474
ENSBTAG00000015395	0.051557	0.0	0.037734	0.0	0.212986	0.246472	0.624723	0.0
ENSBTAG00000015401	23.06763	4.564083	4.981701	3.361047	27.96108	27.33654	37.07898	25.82523
ENSBTAG00000015403	14.49196	1.680832	0.0	1.632915	65.02195	72.53773	28.54714	79.40618
ENSBTAG00000015407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000015432	6.153761	13.28421	8.781824	10.82677	6.443175	5.928335	5.368805	6.256638
ENSBTAG00000015434	395.785	334.9995	399.7891	373.7559	466.3622	404.6809	370.7596	415.2748
ENSBTAG00000015436	3.944668	1.364625	1.661676	0.690109	7.101507	6.684753	5.491496	6.153488
ENSBTAG00000015462	0.0	0.296866	0.0	0.172518	0.0	0.04152	0.06239	0.046884
ENSBTAG00000015466	18.86556	20.31337	13.44505	16.53092	23.41446	25.27762	24.78939	23.01944
ENSBTAG00000015473	408.1198	377.2519	270.4773	349.0159	940.6511	959.7925	1373.923	1107.445
ENSBTAG00000015474	31.58246	32.44145	41.77437	37.41264	62.32784	53.62506	68.10554	58.49438
ENSBTAG00000015478	3.468601	5.087938	4.598464	3.613835	4.04856	2.872323	4.199656	3.155702
ENSBTAG00000015481	2.32075	3.950231	0.662381	3.540612	1.86159	2.090909	2.753148	2.585162
ENSBTAG00000015483	6.9735	2.741107	0.519657	5.347262	0.994404	0.984765	0.471828	0.878861
ENSBTAG00000015510	2.799142	0.661171	0.0	0.550777	2.763977	2.037752	2.234884	3.774508
ENSBTAG00000015529	20.19069	16.92761	16.87385	19.68692	14.63497	14.48429	19.30621	17.21793
ENSBTAG00000015563	8.484832	10.44456	15.76643	8.241618	8.391891	11.12048	5.607222	7.551089
ENSBTAG00000015574	0.0	0.0	0.0	0.0	0.0	0.284325	0.0	0.0
ENSBTAG00000015576	0.0	0.0	0.0	0.0	0.076292	0.207572	0.314674	0.206208
ENSBTAG00000015579	36.83818	6.613436	3.549063	5.773335	110.3521	114.7662	175.3436	102.6602
ENSBTAG00000015581	0.0	0.733295	0.0	0.104496	0.247782	0.287704	0.127473	0.061494
ENSBTAG00000015591	169.1257	163.5774	155.1443	155.9215	186.0452	199.3652	281.6959	249.7377
ENSBTAG00000015593	3.669026	1.748713	4.571495	2.386249	2.231166	2.446243	1.467925	2.256519
ENSBTAG00000015599	23.44055	5.07571	4.427313	4.674002	73.56219	50.10964	40.28333	34.7073
ENSBTAG00000015602	5.786056	3.004654	14.59679	3.050688	5.333384	6.950073	5.340246	5.437516
ENSBTAG00000015609	6.601652	1.574717	0.990717	1.391833	28.09346	36.99695	18.21639	29.76812
ENSBTAG00000015611	29.58996	14.53035	17.03113	14.83941	33.48688	38.90986	29.42167	40.73027
ENSBTAG00000015628	17.16365	9.203625	8.499728	6.801134	26.38406	24.3394	20.40402	20.5161
ENSBTAG00000015636	14.50676	3.1159	0.0	0.0	38.89898	53.23025	70.88347	51.92277
ENSBTAG00000015639	18.99729	5.905006	8.773799	6.504704	17.77529	19.2477	20.41113	20.51863
ENSBTAG00000015650	0.687901	0.136481	0.0	0.0	0.064228	0.026417	0.233055	0.212521
ENSBTAG00000015655	7.663726	2.117834	1.783876	2.572889	20.05128	20.04095	19.06339	17.37786
ENSBTAG00000015659	20.7041	28.11219	35.30589	29.87098	16.56487	18.07723	15.117	16.85508
ENSBTAG00000015667	19.83586	3.336595	6.525332	3.186273	99.69369	92.29676	70.39015	88.44042
ENSBTAG00000015677	36.54812	31.42112	11.20675	21.83192	94.05263	93.35438	102.9415	96.19924
ENSBTAG00000015686	25.10882	35.2133	29.96911	30.94808	21.47672	21.95599	20.52036	21.04489
ENSBTAG00000015713	7.531075	8.176357	10.51844	8.834931	7.504022	9.196788	8.360741	8.075007
ENSBTAG00000015718	21.20066	48.89981	52.067	45.15845	19.12793	18.92143	19.65512	16.86812
