ENSEMBL gene ID	E6_Lung	E4_Lung1	E4_Lung2	E4_Lung3	E1_LUNG3770	E1_LUNG3773	E1_LUNG3842	E1_LUNG3886
ENSBTAG00000000012	5.279115	12.363716	9.658903	8.798761	4.806439	6.952725	6.018929	7.820296
ENSBTAG00000000032	31.847286	11.120696	13.380894	15.033242	31.300291	54.35339	49.188637	47.555473
ENSBTAG00000000033	8.2482	3.112256	2.05327	2.179744	3.594907	11.796511	3.444114	7.508003
ENSBTAG00000000040	14.764608	10.748672	10.566598	14.881842	16.096375	18.900764	19.953928	22.439083
ENSBTAG00000000046	5.759428	6.798481	4.045903	6.557663	7.644114	6.012945	7.836907	7.125084
ENSBTAG00000000057	2.16259	0.386557	0.0	0.414107	4.362761	2.896833	1.263921	1.850215
ENSBTAG00000000072	5.686497	18.235416	9.375107	17.006657	6.298836	8.45203	8.402551	7.058745
ENSBTAG00000000081	2.689954	7.966414	4.32059	7.214367	22.433064	23.203474	14.39623	27.668732
ENSBTAG00000000085	0.0	0.136615	0.177172	0.588866	0.699802	0.195298	0.184679	0.353382
ENSBTAG00000000140	276.233185	88.7146	79.6511	97.25016	363.890045	371.75293	544.805786	596.087769
ENSBTAG00000000146	29.463062	20.893906	20.274529	23.28133	99.942772	81.529633	68.82634	79.920105
ENSBTAG00000000160	3.805439	3.633162	2.247335	4.187699	10.206277	7.901746	6.017488	8.266572
ENSBTAG00000000172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000000197	1.681674	5.558363	8.416256	3.56234	1.408517	1.363927	1.76374	1.100543
ENSBTAG00000000277	7.070548	6.969467	21.944357	10.104803	14.088751	25.112246	44.009224	22.659761
ENSBTAG00000000285	2.722079	8.424332	3.995779	7.599856	3.089857	3.699628	5.113879	4.090724
ENSBTAG00000000286	2.236888	1.607805	2.633309	3.759532	10.060658	10.401599	9.224332	10.50087
ENSBTAG00000000296	10.61481	3.286384	1.554263	2.019626	24.696859	28.610872	26.49473	25.061972
ENSBTAG00000000317	8.402877	1.203608	0.817349	1.539315	41.014462	27.929602	34.349201	40.694344
ENSBTAG00000000330	8.938682	2.145943	3.955568	1.038338	35.397995	30.93997	42.794491	37.522682
ENSBTAG00000000354	0.0	0.0	0.0	0.0	0.425081	0.076847	0.038203	0.085742
ENSBTAG00000000355	2.793276	3.413673	7.418484	4.162868	4.725282	4.724006	5.986948	5.011903
ENSBTAG00000000356	29.409502	10.815419	11.981109	9.41227	12.20819	26.149969	13.990436	13.457228
ENSBTAG00000000379	7.644895	35.87574	49.410843	29.697409	14.146113	12.439148	11.583865	9.070996
ENSBTAG00000000409	9.590845	34.246769	36.734806	27.904669	8.259294	7.710703	9.57077	6.487572
ENSBTAG00000000411	25.029085	9.558806	6.95112	8.074129	58.18898	58.726665	56.160442	62.38644
ENSBTAG00000000435	10.111306	3.005849	0.777157	2.335019	12.687981	14.847531	17.91374	15.446157
ENSBTAG00000000446	2.308417	0.530501	0.024089	0.76666	15.398048	21.040684	8.774837	16.501411
ENSBTAG00000000475	0.925447	1.747321	6.436498	4.961661	2.955655	3.483712	4.258705	3.418105
ENSBTAG00000000478	1.678834	0.0	0.0	0.0	0.420926	0.443088	0.767035	0.575183
ENSBTAG00000000480	10.314703	2.782564	1.220682	3.247098	36.361153	33.826397	46.895039	32.323814
ENSBTAG00000000489	3.897251	2.326685	0.0	1.244945	8.286354	7.506165	10.359105	7.729913
ENSBTAG00000000490	4.820186	2.32864	0.586702	1.540366	7.312904	5.609449	8.224978	7.115551
ENSBTAG00000000500	3.065078	3.080818	1.868398	1.799688	5.141973	4.467597	5.567956	2.92813
ENSBTAG00000000511	4.684889	4.100556	2.932326	8.032679	7.35145	6.663345	3.875646	6.596592
ENSBTAG00000000524	144.416122	76.004875	76.227692	70.307762	192.33107	216.984512	275.690552	206.004303
ENSBTAG00000000536	8.743639	6.830309	3.71755	6.024375	14.816456	14.200138	10.613436	17.369049
ENSBTAG00000000559	52.09182	14.907448	15.424939	13.372619	140.917328	151.078735	143.605774	144.524323
ENSBTAG00000000565	7.365435	34.467007	27.903362	30.784512	4.987132	5.038428	3.729548	4.1796
ENSBTAG00000000575	13.603896	7.750037	6.80092	8.185872	39.416428	28.794922	11.351097	9.617495
ENSBTAG00000000586	3.006227	8.684206	7.878375	5.344127	2.446889	2.285379	2.142785	2.176743
ENSBTAG00000000590	0.0	0.023015	0.0	0.032411	1.861627	1.525388	0.486307	0.686089
ENSBTAG00000000646	4.678055	6.590599	6.427153	6.876002	8.590869	8.815076	12.21892	9.154343
ENSBTAG00000000654	0.764296	0.248061	0.0	0.192463	1.019361	1.097546	0.466284	1.576386
ENSBTAG00000000670	1.257335	0.762169	0.0	0.0	10.93971	9.098598	12.952268	10.234769
ENSBTAG00000000671	10.454493	4.99401	1.86232	2.211192	4.018778	6.39028	6.349992	6.935028
ENSBTAG00000000694	35.472019	6.882838	2.518373	12.523265	128.516907	127.919136	194.368896	145.610291
ENSBTAG00000000696	58.687035	28.33182	22.594671	21.898642	109.037537	103.313416	98.129242	105.540382
ENSBTAG00000000697	3.261713	4.375891	3.066504	3.465405	3.926277	4.290536	1.650861	4.19472
ENSBTAG00000000712	30.438633	21.682878	10.710927	16.982056	31.254732	31.731298	27.212383	31.292599
ENSBTAG00000000771	28.060518	32.500477	32.262684	34.947067	42.574192	38.182869	49.34948	42.791309
ENSBTAG00000000785	1.825085	0.919772	0.442893	0.544611	3.090353	3.184003	2.782166	2.919872
ENSBTAG00000000789	13.659474	5.942122	3.575991	3.03301	46.008068	48.379284	52.957321	46.671295
ENSBTAG00000000795	2.474901	1.83959	0.0	0.967933	3.196069	3.468569	3.181811	0.586678
ENSBTAG00000000810	23.990084	6.34623	3.100324	2.971376	219.988571	200.311661	260.64679	188.492905
ENSBTAG00000000811	8.976579	2.91929	2.417027	3.537489	12.526881	16.260386	18.452925	13.838597
ENSBTAG00000000817	1.294573	0.360857	0.157424	0.623283	3.052668	3.034629	1.503244	4.463393
ENSBTAG00000000829	4.223301	2.337142	2.871202	4.607108	8.206312	9.147643	7.858158	9.490499
ENSBTAG00000000831	13.043287	7.741813	7.067418	7.861641	10.93405	9.590388	8.790687	11.928235
ENSBTAG00000000833	110.188545	69.76783	71.150627	52.898605	203.501541	183.634583	174.596436	191.394272
ENSBTAG00000000848	18.428543	4.795791	3.805446	3.795262	63.173355	57.943123	45.528439	57.410473
ENSBTAG00000000856	4.870986	1.3651	0.0	1.257689	7.522871	7.569987	12.594223	8.778383
ENSBTAG00000000857	23.726141	7.766356	11.378842	7.099744	31.201611	35.733158	42.058933	32.945923
ENSBTAG00000000910	0.624299	0.0	0.472579	0.0	0.090041	0.017641	0.051977	0.096844
ENSBTAG00000000916	0.153668	0.0	0.0	0.0	0.443433	0.31059	0.312322	0.208279
ENSBTAG00000000918	6.975017	11.359774	7.763587	7.076833	6.388867	6.158711	12.743706	6.62395
ENSBTAG00000000923	0.0	0.0	0.0	0.0	0.054901	0.0	0.0	0.0
ENSBTAG00000000925	2.937146	3.679781	8.770206	4.450232	4.010458	3.559967	4.295809	4.86259
ENSBTAG00000000945	11.591602	3.108949	0.435524	1.628783	16.848783	15.781867	14.97616	17.248947
ENSBTAG00000000958	1.434879	0.0	3.094299	0.506831	0.377785	0.632736	0.686086	0.573599
ENSBTAG00000000961	2.942071	1.251391	0.28378	0.42599	2.315999	1.301143	3.179462	2.318129
ENSBTAG00000000973	20.730417	17.622252	20.25996	23.04356	15.370622	14.818678	7.030975	10.275714
ENSBTAG00000000981	15.946609	3.165206	5.10007	2.265174	9.051293	9.841396	10.233535	8.716058
ENSBTAG00000000982	0.0	0.0	0.0	0.0	0.0	0.02094	0.0	0.090798
ENSBTAG00000000990	12.078074	34.621124	28.756006	31.389977	57.357529	48.468369	66.62458	47.326527
ENSBTAG00000000991	10.314432	16.156628	15.64056	15.197232	8.353033	8.827903	12.701833	10.5561
ENSBTAG00000000997	0.522982	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000001009	30.164387	27.563725	31.655474	30.944572	30.249588	43.44276	39.284702	29.380236
ENSBTAG00000001014	19.522621	6.873203	4.467805	5.625093	18.636826	20.262817	15.324143	17.1521
ENSBTAG00000001020	0.127314	0.0	0.0	0.0	0.035968	0.059067	0.081067	0.129179
ENSBTAG00000001042	8.421389	19.096136	10.754016	21.818914	5.243608	7.326681	4.934308	6.945436
ENSBTAG00000001058	0.462034	0.0	0.0	0.113059	0.0	0.0	0.0	0.0
ENSBTAG00000001059	9.93344	3.689992	0.0	3.367876	0.0	0.0	0.0	0.0
ENSBTAG00000001062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000001069	29.7719	26.584669	19.657516	18.648436	41.254036	35.925858	38.027134	38.880699
ENSBTAG00000001071	12.216049	3.155066	4.958755	3.963007	12.590464	12.881465	15.267456	14.123852
ENSBTAG00000001101	1.146006	0.978228	0.247412	0.661519	2.379216	2.880333	1.617751	2.585498
ENSBTAG00000001109	26.533512	13.525613	26.972656	15.160766	35.60144	28.897785	42.088539	28.021875
ENSBTAG00000001113	5.634295	10.23073	7.474654	5.834013	4.049408	6.180062	5.193096	5.222709
ENSBTAG00000001119	1.031231	0.155762	0.0	0.0	3.817451	3.503831	2.76299	2.809898
ENSBTAG00000001120	3.497537	1.439127	0.527191	0.936866	1.993897	2.551788	2.182712	1.672812
ENSBTAG00000001126	6.084069	12.223108	8.672218	13.644417	7.276806	6.539497	4.661696	6.8455
ENSBTAG00000001140	13.578524	15.051737	4.580561	11.027526	19.515825	19.21306	26.329403	17.719061
ENSBTAG00000001141	6.10228	3.387498	7.00456	2.39726	22.310663	23.505331	14.44621	20.265036
ENSBTAG00000001144	43.117828	50.690907	57.118591	63.133911	35.98386	34.934772	45.995262	37.103352
ENSBTAG00000001152	12.670036	1.650135	0.357076	1.185407	4.536166	5.728871	8.509051	6.738149
ENSBTAG00000001153	7.751665	3.41071	1.800205	1.495764	17.864473	15.015513	15.790453	15.940858
ENSBTAG00000001164	3.634854	3.41757	3.165555	3.485823	5.274126	4.840402	3.803972	5.886068
ENSBTAG00000001168	5.813703	5.315429	5.192417	6.58858	13.483444	13.374516	7.234633	13.334188
ENSBTAG00000001174	5.959126	15.316762	9.491245	13.08734	11.499515	10.71891	15.513656	11.08367
ENSBTAG00000001187	0.316105	0.0	0.0	0.0	0.046498	0.0	0.0	0.0
ENSBTAG00000001199	5.736834	3.649042	2.43484	3.936251	11.69616	10.643909	10.828339	12.077257
ENSBTAG00000001204	46.909325	26.819023	27.612951	26.668596	91.75618	84.120811	67.190323	102.483887
ENSBTAG00000001287	1.641445	0.907951	0.0	0.0	0.918968	0.716302	1.037084	1.241093
ENSBTAG00000001290	3.469316	7.441639	2.288612	10.872567	2.667256	2.770785	3.189891	2.575823
ENSBTAG00000001299	4.768419	14.225485	10.760423	12.639932	4.063588	5.72704	2.725799	4.226369
ENSBTAG00000001314	4.123633	6.560113	7.983658	5.146616	6.191736	7.003127	4.670014	6.592015
ENSBTAG00000001320	10.539753	4.557432	8.157163	3.182859	15.821671	16.06076	20.132524	15.574132
ENSBTAG00000001329	23.030172	5.557595	2.989525	7.273118	79.299706	70.834557	75.211716	69.346764
ENSBTAG00000001346	26.208694	23.360611	20.557846	24.229824	7.904606	9.849769	7.589865	7.322419
ENSBTAG00000001350	53.210651	6.132676	4.378755	4.872839	0.987168	1.678333	4.618669	1.986115
ENSBTAG00000001352	23.82375	9.396407	8.98211	12.496848	23.739191	22.917719	25.972813	23.739883
ENSBTAG00000001353	21.490828	6.376802	9.276754	5.429601	48.076797	43.263134	54.004208	43.824894
ENSBTAG00000001387	5.83227	3.684433	3.109209	2.712376	10.944423	13.66295	10.220869	12.776749
ENSBTAG00000001401	0.06803	0.0	0.0	0.097594	0.0	0.0	0.101365	0.049254
ENSBTAG00000001406	0.0	0.0	0.0	0.0	0.565462	0.546101	0.338884	0.442496
ENSBTAG00000001410	3.43302	1.745045	1.739444	1.748899	8.735327	8.523896	5.218224	10.361341
ENSBTAG00000001414	31.610477	16.926418	15.859466	15.691664	221.550827	239.820251	101.753815	192.80127
ENSBTAG00000001419	20.17058	12.264768	8.404093	9.352893	34.910282	31.932339	34.540173	36.125286
ENSBTAG00000001424	21.832485	31.387693	35.051487	34.8377	14.953094	14.299686	19.586327	20.266689
ENSBTAG00000001425	5.861818	9.24063	7.707068	6.953826	21.048651	16.597597	10.211132	14.827852
ENSBTAG00000001473	12.262241	2.037484	2.19393	2.039955	20.61009	17.770414	17.322086	14.671538
ENSBTAG00000001485	4.508166	29.247641	24.816399	30.013319	5.510216	4.536137	5.549658	4.605828
ENSBTAG00000001504	8.186921	3.852967	2.163394	4.354752	14.152878	10.377319	15.973438	13.717959
ENSBTAG00000001505	1.709606	1.692169	0.926142	0.30719	4.519654	4.880696	4.880568	4.281599
ENSBTAG00000001511	22.67679	8.440689	9.519488	8.560853	28.403173	32.323231	17.530109	32.298134
ENSBTAG00000001517	30.360439	6.439222	4.385512	3.879662	36.735619	43.575619	54.657921	49.875977
ENSBTAG00000001518	20.754747	18.740967	19.797405	18.875223	15.440784	16.666401	14.97351	14.155511
ENSBTAG00000001519	9.425021	2.345928	3.77059	2.91581	7.591835	7.328022	10.592593	7.063822
ENSBTAG00000001520	18.583328	3.630636	10.953285	6.279044	26.390108	32.088322	36.207184	28.622669
ENSBTAG00000001522	12.496774	10.665785	1.832069	6.875411	9.843181	9.702923	12.753051	10.141704
ENSBTAG00000001539	14.823524	28.004469	25.366405	31.233055	13.337687	15.177031	10.484869	12.43619
ENSBTAG00000001545	89.131462	52.582458	44.155857	48.297707	158.896317	221.959396	93.197151	245.887222
ENSBTAG00000001553	180.259079	278.836975	246.119156	276.48819	393.385284	365.729126	400.32724	367.172882
ENSBTAG00000001574	4.38908	11.594859	9.419108	13.944934	3.787915	3.628595	4.037393	3.493507
ENSBTAG00000001592	25.220093	26.28356	17.583559	26.542683	39.574837	32.068851	49.033947	46.014671
ENSBTAG00000001593	5.522285	2.622699	0.544799	3.147646	6.016398	6.70749	9.197998	7.115405
ENSBTAG00000001594	18.549585	7.472355	4.676063	4.836174	13.750816	14.879508	22.40486	15.273526
ENSBTAG00000001597	5.691568	0.801736	0.310904	1.143669	18.894901	14.286714	8.900178	14.580035
ENSBTAG00000001603	0.075567	0.0	0.0	0.0	0.0	0.045555	0.022345	0.0
ENSBTAG00000001609	1.336068	3.583181	0.829461	2.63861	6.237796	6.638683	6.897308	4.65896
ENSBTAG00000001615	0.230115	0.144023	0.0	0.0	0.402437	0.494697	2.240512	0.786623
ENSBTAG00000001632	31.637974	27.806416	34.168007	40.035389	44.044239	48.589241	29.045853	49.62785
ENSBTAG00000001665	21.63625	8.902489	8.18222	8.896467	18.889145	24.597923	21.741159	23.067047
ENSBTAG00000001666	1.516352	9.389106	7.390083	13.116963	5.009031	4.254323	1.998066	3.642976
ENSBTAG00000001675	1.490078	0.795043	0.31783	0.795332	1.6734	1.983608	2.450352	2.113728
ENSBTAG00000001697	59.56459	73.869011	60.748089	82.863365	76.371758	82.426682	72.7323	64.191574
ENSBTAG00000001711	12.966024	5.299569	8.007843	4.493505	12.973817	16.337509	18.36554	15.996745
ENSBTAG00000001714	3.000545	1.729304	0.9508	0.624925	6.664656	6.122114	5.26604	6.617452
ENSBTAG00000001717	1.187083	0.786124	0.731152	1.044428	4.36899	3.324166	2.391674	1.725206
ENSBTAG00000001737	7.119032	22.703669	26.411957	22.355436	10.759662	12.536441	7.934864	11.166853
ENSBTAG00000001747	3.085026	7.912928	5.013023	8.252987	5.410218	6.77658	5.082152	5.673285
ENSBTAG00000001762	13.772882	3.14804	3.56476	2.826476	27.181147	31.553995	44.018627	33.257702
ENSBTAG00000001763	16.055239	6.634384	9.909561	5.71978	7.852647	9.18705	10.887039	11.161966
ENSBTAG00000001776	43.185596	19.834393	18.533712	22.283203	49.429115	48.401379	53.052158	49.243042
ENSBTAG00000001778	12.465057	2.503961	3.980019	1.254956	20.566608	18.976408	25.7484	18.644953
ENSBTAG00000001780	6.11099	2.531856	0.686684	1.687164	14.816814	14.94733	20.597397	17.671196
ENSBTAG00000001782	17.334435	8.066617	5.797461	8.122412	21.647682	27.176056	31.140642	24.1369
ENSBTAG00000001790	34.101219	15.483262	11.345871	14.83044	30.827082	32.560612	28.649784	31.095463
ENSBTAG00000001792	49.028683	19.580656	10.506674	14.163747	90.753242	100.463921	138.276108	106.590446
ENSBTAG00000001793	3.995754	1.848758	0.488435	0.622285	2.581534	2.917653	2.461207	1.54103
ENSBTAG00000001795	11.021694	3.211944	1.100138	1.924328	34.297668	32.623081	34.135166	33.65099
ENSBTAG00000001796	2.497214	0.293794	0.40698	0.226616	1.699407	1.205912	1.676877	1.608185
ENSBTAG00000001806	5.52366	1.026607	3.243348	1.691302	3.500393	3.828976	2.605306	3.537449
ENSBTAG00000001807	18.099327	22.034092	16.83497	17.576014	11.093531	11.724707	14.803714	15.325233
ENSBTAG00000001814	32.247295	2.584536	1.938047	3.532948	127.618149	94.053772	77.679192	103.987068
ENSBTAG00000001821	14.50823	26.994944	26.526928	27.923456	17.577145	19.473736	9.956675	21.023745
ENSBTAG00000001824	5.861057	2.95041	2.209172	1.499892	18.879942	24.081087	26.687725	20.862503
ENSBTAG00000001827	25.317795	20.920637	26.16926	21.44363	25.188192	26.552135	28.843651	28.986475
ENSBTAG00000001828	9.11876	3.665805	0.858344	2.077165	7.042591	5.448944	10.531034	7.465796
ENSBTAG00000001829	2.692246	3.472233	5.614215	2.34864	3.958061	4.366743	5.033025	4.526647
ENSBTAG00000001830	3.779675	2.130491	3.686108	1.491411	2.472341	3.22365	2.822315	5.048908
ENSBTAG00000001832	24.380142	10.147354	11.562514	16.659002	20.401171	21.736797	20.897463	21.657274
ENSBTAG00000001834	14.037933	4.490163	3.729028	2.957863	46.137249	42.925529	59.325356	47.403923
ENSBTAG00000001843	48.150604	11.902561	8.982615	15.269655	104.855164	103.02816	117.663757	107.941917
ENSBTAG00000001844	24.27368	12.491006	9.966871	9.169554	23.762203	26.250334	26.263878	26.637974
ENSBTAG00000001848	4.537704	0.712883	0.141864	0.617955	16.51449	12.713969	12.20915	12.815097
ENSBTAG00000001854	14.195151	5.902644	8.800459	8.054793	26.001316	30.367962	31.981552	28.439692
ENSBTAG00000001855	14.292315	9.26716	10.765	8.724805	23.680984	20.441322	25.480516	25.927977
ENSBTAG00000001856	50.67944	31.515417	47.351089	36.658749	41.99276	41.822285	41.818058	45.90237
ENSBTAG00000001857	24.379225	12.36273	10.608119	11.352981	34.621502	32.578781	31.871881	32.076054
ENSBTAG00000001872	12.173062	12.447421	16.968983	12.052168	8.719047	11.837536	10.858215	6.829887
ENSBTAG00000001904	25.732748	11.011625	6.336843	8.432879	33.040138	35.121399	48.716957	35.850559
ENSBTAG00000001917	3.614559	0.911233	1.164709	1.873319	3.381793	3.272616	3.969466	4.414987
ENSBTAG00000001922	27.194794	25.028421	24.547663	24.451866	26.062178	25.484188	30.916342	24.625082
ENSBTAG00000001927	5.116995	5.506243	3.589316	3.932265	9.409738	8.929647	11.292495	9.193635
ENSBTAG00000001928	79.10083	90.570648	69.458351	70.426666	161.669495	146.908737	166.29129	141.329697
ENSBTAG00000001937	34.318554	9.849569	11.677417	11.622752	71.208443	66.733437	93.043404	68.955894
ENSBTAG00000001938	4.668167	11.568848	10.240644	12.094375	19.536787	12.376077	12.042446	8.174067
ENSBTAG00000001945	2.956795	3.218088	3.321804	4.592387	2.730631	1.892446	1.674536	1.788202
ENSBTAG00000001947	0.298659	0.995965	1.295257	0.832266	0.385612	0.415774	0.192827	0.564404
ENSBTAG00000001948	40.202957	23.54285	28.063086	22.718513	54.3381	67.018585	72.281136	64.217812
ENSBTAG00000001952	0.77814	0.0	0.0	0.0	11.913147	10.33071	5.428795	12.599694
ENSBTAG00000001959	0.37888	0.217442	0.0	0.686754	1.629895	1.106562	0.816023	1.660715
ENSBTAG00000001962	13.330515	10.00446	7.201878	8.790296	14.918425	13.330671	13.904137	13.766179
ENSBTAG00000001999	9.899567	13.744086	11.17029	11.890346	6.78867	7.118356	5.380557	5.558697
ENSBTAG00000002000	26.993908	18.718182	10.860597	15.357873	48.426064	42.326077	55.171555	44.450512
ENSBTAG00000002011	0.126563	0.144019	0.0	0.360891	0.072104	0.03395	0.0	0.130434
ENSBTAG00000002018	87.19001	67.673195	64.550354	72.693733	233.483795	215.123367	235.849701	205.033798
ENSBTAG00000002021	7.822029	5.637586	2.434518	4.032054	4.656168	5.90746	4.115032	5.833086
ENSBTAG00000002026	319.88916	347.571564	260.082275	374.295776	719.829224	710.104919	844.554993	765.442505
ENSBTAG00000002028	6.050206	23.021872	20.284534	20.048382	6.617486	3.381328	4.204741	5.328979
ENSBTAG00000002060	571.886108	330.927582	182.685989	173.10936	1368.736816	1351.841553	1790.989502	1421.583984
ENSBTAG00000002070	0.47671	0.0	0.0	0.0	2.81569	3.781959	7.803767	6.655908
ENSBTAG00000002072	7.534635	1.317074	4.325877	1.414396	22.612297	23.024813	25.079613	25.499392
ENSBTAG00000002073	7.679815	14.893609	16.322828	12.797257	7.009108	7.310874	10.848026	7.645978
ENSBTAG00000002105	31.653183	22.5923	24.768423	20.584082	27.538059	24.079935	25.132963	28.082756
ENSBTAG00000002107	28.921646	29.438763	21.98815	32.868599	49.027977	49.401253	30.899864	35.995979
ENSBTAG00000002117	0.361797	0.307113	0.0	0.849213	0.590268	0.768038	0.573873	0.315202
ENSBTAG00000002126	3.234992	6.849762	3.198745	5.710421	4.051619	6.191267	2.346731	3.949085
ENSBTAG00000002130	21.746685	7.739729	12.125061	8.414612	29.24299	25.41053	29.660921	23.806885
ENSBTAG00000002143	0.478424	2.065103	3.819752	2.980417	3.210768	3.251384	2.491365	2.188065
ENSBTAG00000002219	4.312665	1.396192	0.167504	1.967705	10.457363	8.968542	11.017931	10.557697
ENSBTAG00000002236	19.475979	12.452174	8.593444	10.794396	45.527199	45.196255	38.82576	44.293648
ENSBTAG00000002242	12.495962	12.491548	10.964111	9.242391	16.387823	15.310984	20.851452	16.164795
ENSBTAG00000002252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000002260	2.126158	1.591638	1.434272	1.962062	6.674915	5.454589	3.540068	4.182836
ENSBTAG00000002321	34.865246	13.229466	11.730268	8.996592	18.159128	19.520136	28.556765	20.46282
ENSBTAG00000002327	14.637585	4.762501	8.128868	5.264753	29.772291	34.496307	37.695522	31.125776
ENSBTAG00000002340	1.982458	3.349789	3.185885	4.456837	2.533195	2.971003	2.323021	2.857041
ENSBTAG00000002368	3.085488	0.715428	0.254474	1.421197	1.460042	1.872154	1.496194	1.60755
ENSBTAG00000002378	136.956985	50.702393	63.658108	44.690777	193.514328	218.921371	200.615112	236.706909
ENSBTAG00000002385	2.968541	0.335075	0.0	0.872497	4.475101	4.050326	4.385355	2.661995
ENSBTAG00000002389	22.816174	18.418354	13.199486	11.167054	25.435225	29.996271	35.149738	27.681435
ENSBTAG00000002398	5.485538	12.669325	9.450269	7.93318	1.64579	1.690411	2.100055	1.451741
ENSBTAG00000002401	0.0	0.0	0.0	0.0	0.0	0.0	0.194079	0.0
ENSBTAG00000002404	27.974424	20.591377	21.64115	8.68772	50.727615	54.11248	56.607296	56.926208
ENSBTAG00000002428	5.128384	3.483946	3.568772	0.0	12.896795	12.333739	18.12005	11.372331
ENSBTAG00000002447	1.607173	1.863848	0.0	2.70327	0.884119	1.952559	0.846469	2.412991
ENSBTAG00000002454	9.94185	16.434959	13.200754	20.819073	7.333661	8.634495	7.934328	8.858948
ENSBTAG00000002457	34.660721	61.799545	57.432648	50.409771	107.211754	104.160629	141.840195	97.437508
ENSBTAG00000002458	1.161918	4.162702	5.509666	3.027081	6.422616	6.333737	5.065888	5.046069
ENSBTAG00000002460	3.87854	11.19949	9.514946	9.995761	13.411933	14.598905	13.175171	11.205751
ENSBTAG00000002462	8.50458	21.645119	8.657104	22.617163	15.082587	14.687603	20.024469	15.851068
ENSBTAG00000002463	8.646329	49.550404	56.507969	52.222157	36.920013	33.5103	49.002598	29.660339
ENSBTAG00000002468	214.892807	136.848038	0.0	110.901878	2013.121094	2245.469971	3690.72998	2325.921387
ENSBTAG00000002469	50.669029	13.930755	16.189974	12.695252	109.557312	82.36805	134.872147	95.978447
ENSBTAG00000002472	12.08602	16.659904	16.285963	15.864232	5.947358	9.724435	7.927827	8.663606
ENSBTAG00000002473	22.630152	8.692746	8.884789	9.046291	38.399261	36.149704	39.82259	36.029148
ENSBTAG00000002475	49.420738	17.066912	16.713446	18.152494	138.968735	118.374985	106.042336	107.859802
ENSBTAG00000002490	20.715099	41.577442	7.545755	23.396412	118.234848	89.576401	89.563461	88.660324
ENSBTAG00000002492	11.877641	73.925156	61.492794	69.332336	12.857176	12.074184	25.791162	11.84035
ENSBTAG00000002493	28.441095	76.135651	70.115921	78.223587	41.142067	41.540932	39.528957	37.318924
ENSBTAG00000002504	3.917832	13.930932	14.162328	11.932877	10.266563	9.746236	5.284822	8.505348
ENSBTAG00000002518	0.0	0.0	0.0	0.0	0.116455	0.061793	0.0	0.0
ENSBTAG00000002520	7.448117	13.794157	8.017119	10.520229	15.676021	13.694512	8.164901	13.625712
ENSBTAG00000002550	1.251569	2.594065	0.634247	0.935117	0.768241	0.753853	0.670804	0.662248
ENSBTAG00000002559	0.0	0.0	0.0	0.0	0.121191	0.187607	0.187488	0.563744
ENSBTAG00000002561	9.188313	5.228391	4.463942	3.451919	0.0	0.0	0.0	0.0
ENSBTAG00000002562	43.236832	25.666334	21.023355	29.900385	0.0	0.0	0.0	0.0
ENSBTAG00000002575	27.034054	22.660862	18.218102	32.102943	40.653225	42.374317	59.972176	44.680328
ENSBTAG00000002583	1.727802	0.404344	0.257337	0.603963	0.714166	2.499157	0.44834	1.710914
ENSBTAG00000002590	8.137215	5.041247	1.576924	3.121239	19.923502	21.868107	18.395323	19.262421
ENSBTAG00000002600	2.096587	7.889648	4.304574	6.54256	2.356482	2.495103	3.170098	2.37672
ENSBTAG00000002608	47.444523	55.115612	52.688629	70.607063	141.752884	133.187057	97.767815	112.172615
ENSBTAG00000002625	6.726569	35.410511	24.367319	29.520735	9.943021	8.957394	7.774045	9.097754
ENSBTAG00000002630	16.564833	4.187683	5.619184	2.93963	22.176752	22.557032	15.911469	19.034857
ENSBTAG00000002635	0.0	0.0	0.175561	0.0	1.330877	1.944661	1.828891	3.26306
ENSBTAG00000002644	2.05448	0.451997	0.0	0.41123	5.830947	5.213633	2.330209	3.652601
ENSBTAG00000002645	17.822012	9.10229	5.86921	9.855206	39.135086	40.792126	34.837708	42.034863
ENSBTAG00000002678	9.895592	4.820208	12.505605	4.954105	5.260573	7.727934	8.835108	7.441976
ENSBTAG00000002683	12.944008	3.20341	0.489558	1.490085	41.89732	43.081261	40.23793	40.797699
ENSBTAG00000002685	7.375013	0.9222	0.679106	1.296082	25.044275	21.380173	19.330317	21.25778
ENSBTAG00000002693	27.729567	28.077284	17.709299	19.889452	19.323574	18.716618	22.602613	20.466415
ENSBTAG00000002695	0.07627	0.0	0.0	0.0	0.008465	0.008249	0.0	0.042704
ENSBTAG00000002697	45.351486	38.820263	36.205322	40.745609	43.420975	41.927578	31.218979	34.061523
ENSBTAG00000002703	19.295731	60.937248	57.679638	64.175797	22.493309	22.191294	18.312792	19.058109
ENSBTAG00000002704	3.658468	0.862225	1.529274	1.363105	11.177423	9.653859	8.794458	9.631631
ENSBTAG00000002706	0.0	0.575583	2.134574	0.635029	6.638142	3.936328	5.82853	5.754711
ENSBTAG00000002715	14.819517	9.424747	13.071808	3.998752	22.96244	21.654613	22.46891	19.014425
