ENSEMBL gene ID	E1_LIVE3770	E1_LIVE3773	E1_LIVE3842	E1_LIVE3886	E4_Liver1	E4_Liver2	E4_Liver3
ENSBTAG00000006345	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000006347	3.411144	4.317619	3.140789	2.322141	0.0	0.216958	0.0
ENSBTAG00000006353	5.469784	4.708197	7.573689	5.52286	13.54674	11.76019	7.438544
ENSBTAG00000006359	21.53819	26.31207	21.64652	27.44835	4.048071	2.123963	3.012962
ENSBTAG00000006364	17.88802	18.62402	17.15325	18.36581	10.79592	8.44783	8.550832
ENSBTAG00000006370	51.57669	55.30038	62.3573	48.28952	10.13075	10.5856	10.97433
ENSBTAG00000006371	7.247737	7.336051	5.344337	5.467888	4.240017	1.160893	0.929625
ENSBTAG00000006374	37.16388	31.57259	42.73405	33.53093	5.826077	6.082636	5.12238
ENSBTAG00000006387	0.0	0.033321	0.031624	0.0	0.0	0.0	0.0
ENSBTAG00000006388	1.741866	2.545748	0.768164	1.703612	1.274871	0.688718	1.573946
ENSBTAG00000006404	0.766755	0.423319	0.467682	0.127634	0.0	0.0	0.0
ENSBTAG00000006409	0.312358	0.103141	0.136211	0.39385	0.446362	0.662333	0.330448
ENSBTAG00000006415	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000006422	33.35315	36.55226	26.90754	34.45045	2.085104	1.926531	2.032608
ENSBTAG00000006423	19.37966	16.6319	21.43241	16.43243	21.67491	16.9659	14.91794
ENSBTAG00000006429	73.77341	72.74536	66.95151	73.20679	11.99435	6.828826	9.202763
ENSBTAG00000006441	148.9467	125.876	166.004	130.5149	88.89967	122.4631	114.7627
ENSBTAG00000006463	22.60609	29.07169	17.77707	19.66275	2.290695	1.052448	1.570499
ENSBTAG00000006479	4.195672	3.161562	2.760839	3.119888	2.085408	1.404731	1.509212
ENSBTAG00000006486	20.40289	22.94423	17.43176	21.53106	5.440307	3.080139	2.635931
ENSBTAG00000006487	1132.08	1058.855	1058.637	1225.894	22.57448	35.33909	51.86655
ENSBTAG00000006491	5.554997	7.744552	3.019707	5.722433	8.08825	11.71472	10.98198
ENSBTAG00000006493	8.347358	7.721565	6.701005	6.792764	4.310322	2.774443	2.982515
ENSBTAG00000006510	11.53173	10.03935	9.001091	9.75644	11.48305	8.119026	5.407592
ENSBTAG00000006515	14.44241	12.20874	20.97507	23.05559	0.057012	0.644948	0.258487
ENSBTAG00000006519	1.477193	0.644465	0.404198	0.968554	0.0	0.0	0.0
ENSBTAG00000006529	2.087761	1.540239	2.091596	1.160368	2.311817	2.494403	2.648841
ENSBTAG00000006550	54.50416	47.48243	65.11317	42.71292	48.40522	59.30269	51.0458
ENSBTAG00000006563	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000006569	0.0	0.0	0.0205	0.0	0.0	0.0	0.0
ENSBTAG00000006573	2.350485	2.220579	1.505945	1.21426	1.982175	0.602357	0.988772
ENSBTAG00000006581	5.323178	3.610169	3.2959	2.920329	3.756824	6.21917	5.6444
ENSBTAG00000006606	1.640896	0.88813	0.454813	2.203372	0.0	0.0	0.292997
ENSBTAG00000006607	43.749	49.40255	62.89326	48.86401	154.1863	179.126	164.7479
ENSBTAG00000006610	0.276239	0.500004	0.167644	0.255108	0.065302	0.0	0.0
ENSBTAG00000006612	20.97537	23.85356	14.12047	22.03999	5.153162	1.269786	2.304406
ENSBTAG00000006613	9.301378	11.22337	9.307357	9.398711	5.19731	3.869058	4.23696
ENSBTAG00000006624	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000006631	0.340952	0.631482	0.288064	0.440074	0.609755	0.026376	0.31643
ENSBTAG00000006633	30.12144	26.0888	21.83603	25.16033	8.91521	4.833401	7.17919
ENSBTAG00000006638	5.921193	6.255253	5.254097	5.380912	0.631707	0.476522	1.738693
ENSBTAG00000006639	4.42918	5.204844	5.84137	3.332695	10.88782	8.395426	8.740043
ENSBTAG00000006640	0.901752	0.894045	0.871752	0.504094	2.997232	2.620969	2.93169
ENSBTAG00000006642	27.91653	32.78725	22.15973	29.71953	0.0	0.0	0.089855
ENSBTAG00000006644	94.01749	89.11378	97.09923	92.94042	43.37919	58.87437	65.74692
ENSBTAG00000006649	0.410281	0.142955	0.126162	0.287536	0.0	0.139419	0.0
ENSBTAG00000006659	0.395351	0.509472	0.182909	0.033592	0.019204	0.71179	0.671714
ENSBTAG00000006665	63.89579	76.42486	77.80964	76.99264	46.74564	50.48458	50.32708
ENSBTAG00000006670	101.6125	90.24305	95.75555	101.6039	2.304241	0.342827	4.020298
ENSBTAG00000006688	0.946715	0.897179	1.051363	0.917888	0.0	0.0	0.0
ENSBTAG00000006730	2.421249	3.613126	2.225009	1.095186	1.901799	0.586933	0.739379
ENSBTAG00000006752	1.62526	1.470124	0.530854	1.074786	0.0	0.0	0.0
ENSBTAG00000006760	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000006767	32.90586	28.93278	31.86267	24.25973	10.619	3.46343	5.3067
ENSBTAG00000006770	0.877496	0.295668	1.370192	0.695008	0.171388	0.447298	0.616379
ENSBTAG00000006776	10.36563	11.92294	6.285694	7.659591	0.242335	0.352551	0.603768
ENSBTAG00000006777	1.739602	1.833259	1.414949	1.564071	1.507448	0.269984	0.530773
ENSBTAG00000006816	4.940997	4.812891	4.800368	3.830408	10.98439	13.79974	12.43404
ENSBTAG00000006821	193.942	224.2316	262.7398	227.6376	20.43584	49.38224	65.06007
ENSBTAG00000006831	2.642786	2.891037	2.942434	2.953401	0.0	0.349537	1.024027
ENSBTAG00000006832	4.606383	8.608301	5.588067	5.947011	4.093047	2.662812	2.836178
ENSBTAG00000006835	1.473789	1.570963	1.091055	1.093739	0.030761	0.268075	0.593702
ENSBTAG00000006836	3.589687	3.432805	2.432234	2.429813	4.862268	6.492027	8.063264
ENSBTAG00000006843	2.288519	2.032835	2.349053	1.609349	9.191034	12.27819	10.15827
ENSBTAG00000006851	2.058392	1.525384	1.362205	0.819111	0.0	1.138856	1.683089
ENSBTAG00000006904	56.73209	66.37096	36.5182	46.98593	9.845406	3.157428	4.607856
ENSBTAG00000006925	1.601974	0.961954	1.607722	1.112116	2.744287	1.818835	2.406764
ENSBTAG00000006962	14.82783	19.76832	17.13375	14.13525	7.386051	10.38207	7.192378
ENSBTAG00000006963	307.5274	429.9424	358.566	604.0453	16.63514	15.0847	12.64703
ENSBTAG00000006971	20.01237	18.63421	19.28392	26.12242	1.079612	1.415509	3.020585
ENSBTAG00000006972	0.851189	0.543049	0.397507	0.397806	0.0	0.0	0.129234
ENSBTAG00000006982	73.64177	66.96625	63.45583	60.43413	24.5288	19.87372	28.05873
ENSBTAG00000006988	0.565255	1.690846	1.424956	0.688255	0.0	0.19057	0.210489
ENSBTAG00000006998	3.803259	4.04545	2.790216	2.516773	0.286181	0.083165	0.039202
ENSBTAG00000006999	0.443846	0.71273	0.519145	0.676546	0.049381	0.033724	0.015298
ENSBTAG00000007007	7.579318	7.587868	7.123256	8.096849	12.78604	7.293276	6.022314
ENSBTAG00000007013	33.44219	36.92228	49.91924	39.311	24.74862	31.83838	25.94397
ENSBTAG00000007015	18.66306	19.04639	22.63806	16.19229	13.44074	15.73456	17.13471
ENSBTAG00000007036	0.05382	0.0	0.018372	0.0	0.0	0.0	0.0
ENSBTAG00000007066	3.204075	3.43471	2.557634	1.949471	4.84103	3.374495	2.871072
ENSBTAG00000007077	16.1431	6.893964	21.26608	14.88624	36.60996	16.52516	28.34383
ENSBTAG00000007080	14.93206	12.6418	11.10459	12.46715	5.160956	3.815842	5.760208
ENSBTAG00000007093	1.068025	0.780628	0.653677	1.011967	0.0	0.0	0.112295
ENSBTAG00000007104	0.046809	0.120806	0.34034	0.127654	0.0	0.0	0.0
ENSBTAG00000007107	2.627456	3.749356	3.928512	2.398703	3.383896	0.619016	0.726151
ENSBTAG00000007110	2.335834	2.642372	2.028217	2.321759	7.202424	3.177562	3.712085
ENSBTAG00000007112	5.313573	4.474955	7.522736	3.176865	1.196897	0.887391	2.692935
ENSBTAG00000007121	7.790819	5.382155	4.316379	4.188595	0.489	0.541016	1.376086
ENSBTAG00000007125	21.77768	25.03764	14.03846	24.06649	4.351758	1.983672	3.997594
ENSBTAG00000007137	5.092628	5.410071	5.963874	4.30004	5.844554	7.061097	8.773926
ENSBTAG00000007139	19.007	22.04894	16.53673	17.04983	9.625793	13.55889	14.69465
ENSBTAG00000007158	44.04075	43.34043	48.23651	44.82046	19.04817	25.17015	23.87929
ENSBTAG00000007160	27.74108	26.41149	26.94652	25.76382	6.621406	5.763424	9.398629
ENSBTAG00000007181	16.12362	18.17911	10.37505	12.06832	0.489664	0.562255	0.949612
ENSBTAG00000007189	8.414318	7.760435	8.888206	8.33141	12.15519	16.87133	12.43544
ENSBTAG00000007190	1.411222	1.574448	1.763296	1.492762	5.659176	9.194407	8.213663
ENSBTAG00000007196	111.7714	59.96724	79.21	71.0462	5.175084	7.034344	11.31159
ENSBTAG00000007214	4.301731	5.255207	3.336954	3.586444	15.21835	14.37265	14.51068
ENSBTAG00000007217	15.82455	24.24086	9.113865	19.71197	0.616753	0.857175	0.922049
ENSBTAG00000007220	15.04813	12.37954	8.918987	11.71138	0.432007	0.563698	1.405579
ENSBTAG00000007266	3.801997	3.289949	3.242812	2.416042	4.264435	2.189175	3.165721
ENSBTAG00000007269	6.873559	8.377633	9.053818	7.518394	9.752731	7.399522	7.863225
ENSBTAG00000007270	4.677366	5.411718	4.226653	4.194796	6.47322	8.705172	5.103173
ENSBTAG00000007298	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000007336	2.095366	2.13042	3.32924	3.697603	0.0	0.0	0.0
ENSBTAG00000007338	70.202	42.66412	44.86889	36.96456	0.0	0.0	2.347574
ENSBTAG00000007353	0.118244	0.0	0.148027	0.0	0.0	0.119861	0.0
ENSBTAG00000007360	20.76437	26.018	20.46947	22.23949	20.12022	16.4022	17.11301
ENSBTAG00000007362	29.48612	41.19344	27.05059	41.14983	7.109735	2.572565	4.449656
ENSBTAG00000007363	41.62817	37.47919	47.99481	32.27465	17.63358	22.15111	17.03276
ENSBTAG00000007365	7.953114	4.002908	5.510571	6.033667	0.0	0.0	0.612212
ENSBTAG00000007366	2.381257	1.957442	2.600754	2.23584	1.233852	0.583632	1.196631
ENSBTAG00000007368	6.1696	8.354368	6.855659	8.300447	0.0	0.206625	0.341281
ENSBTAG00000007378	0.106956	0.283301	0.029267	0.029081	0.0	0.0	0.0
ENSBTAG00000007379	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000007386	2.504862	3.230432	2.968634	2.703395	6.109046	8.037617	7.514846
ENSBTAG00000007387	53.51743	49.28407	59.07114	45.28116	32.0712	20.54501	14.60136
ENSBTAG00000007389	22.41464	14.66513	20.66166	17.54323	4.522381	2.883048	2.618831
ENSBTAG00000007390	63.64798	76.92264	46.04659	59.65018	7.894632	9.636779	11.28011
ENSBTAG00000007394	18.02413	11.71132	17.09438	9.762025	19.488	25.08792	24.17547
ENSBTAG00000007399	0.0	0.0	0.0	0.0	328.0471	433.1794	370.7046
ENSBTAG00000007492	20.96332	21.47171	14.31815	20.86123	1.258412	0.592733	1.378253
ENSBTAG00000007499	0.0	0.0	0.0	0.0	55.15053	38.75742	42.71864
ENSBTAG00000007502	0.683551	0.04536	0.245709	0.110472	0.0	0.0	0.0
ENSBTAG00000007503	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000007510	138.8993	133.2385	132.4181	140.8647	32.77908	23.51062	20.5107
ENSBTAG00000007515	32.67921	28.02336	25.65181	26.09541	11.9401	11.61145	11.31756
ENSBTAG00000007534	32.1967	34.41595	35.20146	21.70763	20.40621	26.04742	20.66433
ENSBTAG00000007547	0.17861	0.09381	0.196034	0.0	0.0	0.0	0.0
ENSBTAG00000007562	85.90046	84.52177	70.01817	76.7318	21.78768	42.06323	38.22445
ENSBTAG00000007566	1.494203	1.334931	1.081498	0.54429	0.564712	1.302927	1.718743
ENSBTAG00000007572	147.3153	141.1655	146.8077	127.4037	24.51471	17.3312	16.40068
ENSBTAG00000007581	1.852874	1.884412	1.852135	0.805389	2.493448	1.120016	0.82869
ENSBTAG00000007593	25.21554	22.35737	18.11716	19.9385	0.0	0.0	0.0
ENSBTAG00000007595	5.328363	5.887006	5.708685	3.746216	0.0	1.948206	0.317957
ENSBTAG00000007609	5.378477	5.679956	3.904644	5.997688	4.677583	1.267577	1.813284
ENSBTAG00000007611	0.15102	0.0	0.0	0.120366	0.0	0.0	0.0
ENSBTAG00000007620	28.42027	30.76978	26.18991	30.60949	0.607307	0.505635	3.601377
ENSBTAG00000007623	10.7461	11.51041	10.52741	10.43969	6.709945	2.894995	3.802437
ENSBTAG00000007636	3.957834	3.083755	3.030151	3.021838	2.984445	4.760311	7.742253
ENSBTAG00000007666	0.02753	0.050072	0.06795	0.12741	0.0	0.0	0.0
ENSBTAG00000007681	33.32694	33.9146	35.88175	32.82115	111.5045	127.5442	114.6991
ENSBTAG00000007683	0.705857	1.149076	0.893726	0.601157	0.930652	1.478635	1.8052
ENSBTAG00000007684	5.868879	5.326612	5.678167	5.809664	6.386742	7.995884	4.831927
ENSBTAG00000007689	2.221909	11.42328	4.526965	9.373368	2.393756	2.160856	3.444499
ENSBTAG00000007721	37.3745	31.65478	43.78667	36.32922	20.68931	34.87112	26.40583
ENSBTAG00000007725	84.41156	80.82641	92.61916	79.57423	61.02832	52.80641	55.83193
ENSBTAG00000007728	18.44725	17.11797	14.88177	16.26131	1.051084	0.683076	0.730464
ENSBTAG00000007740	8.733398	5.511907	3.758476	4.278908	0.0	0.0	0.595905
ENSBTAG00000007753	0.865696	1.004475	0.766909	0.708264	0.0	0.0	0.0
ENSBTAG00000007754	134.1125	105.5804	235.013	104.3094	0.0	0.0	0.0
ENSBTAG00000007755	3.793318	1.453495	2.018791	2.164239	0.0	0.373628	0.0
ENSBTAG00000007756	15.72438	16.15012	16.35125	20.67614	0.0	0.155788	0.314674
ENSBTAG00000007757	18.89933	17.34713	19.33839	18.08051	0.550449	0.147107	0.507821
ENSBTAG00000007759	7.906659	8.588421	5.339792	6.14333	1.329312	1.059856	1.298233
ENSBTAG00000007763	1.335861	1.065949	1.017635	1.107316	0.990506	0.532548	1.542516
ENSBTAG00000007779	1.774019	1.611108	1.196337	1.208279	0.494989	0.425681	0.941997
ENSBTAG00000007784	18.48369	18.22613	17.91727	17.79865	48.07151	56.2388	54.01554
ENSBTAG00000007785	0.075947	0.106688	0.098074	0.053465	0.512	0.848027	0.490646
ENSBTAG00000007807	2.765252	3.63019	4.149159	2.406108	0.673586	1.538883	0.747586
ENSBTAG00000007829	16.07561	30.38529	22.69052	10.14065	10.68014	10.97346	9.121899
ENSBTAG00000007838	8.90234	10.75765	9.033963	14.4739	0.0	0.686949	0.507504
ENSBTAG00000007844	0.0	0.0	0.0	0.0	13.99781	15.70762	14.9911
ENSBTAG00000007860	0.126983	0.240829	0.078378	0.029241	0.073134	0.074354	0.07843
ENSBTAG00000007863	5.779006	4.19505	3.472455	3.532175	2.146425	2.074777	1.574572
ENSBTAG00000007913	44.59182	34.88196	46.90792	36.03359	31.71407	35.6556	39.00336
ENSBTAG00000007927	0.541231	0.346806	0.374472	0.469633	0.0	0.0	0.128323
ENSBTAG00000007931	1.752501	1.678615	2.062945	1.113568	0.0	0.149203	0.0
ENSBTAG00000007933	12.00967	16.61942	10.96418	14.2918	9.436272	6.265708	6.899299
ENSBTAG00000007969	1.805835	1.943148	0.0	0.685715	0.0	0.560973	0.056986
ENSBTAG00000007994	3.438832	0.396888	0.540883	1.870304	0.798112	1.276422	1.085004
ENSBTAG00000008003	7.840223	7.824049	7.921656	7.411407	11.47007	6.011709	7.776025
ENSBTAG00000008024	22.08528	19.78551	30.56459	19.54855	0.0	0.0	0.0
ENSBTAG00000008033	11.36266	11.36922	12.74401	9.127131	18.08165	16.74371	20.06253
ENSBTAG00000008053	4.185675	4.693983	3.586894	2.671142	2.624179	2.529051	2.451887
ENSBTAG00000008061	5.803159	4.787544	4.895159	4.021788	2.374414	1.841707	2.220247
ENSBTAG00000008072	19.87854	18.99037	20.23068	16.26926	51.65937	58.43444	56.13947
ENSBTAG00000008075	45.34418	40.78467	47.89992	38.27225	15.60831	10.16633	9.405357
ENSBTAG00000008077	65.28146	65.66606	71.46983	66.61327	35.84285	20.62584	24.51617
ENSBTAG00000008084	0.271894	0.403877	0.31361	0.099666	0.699658	0.73511	0.389312
ENSBTAG00000008090	19.59836	19.5475	19.58654	15.87058	3.612317	2.707574	2.323051
ENSBTAG00000008110	38.85372	35.13781	49.32678	38.51129	32.3513	16.73354	14.85819
ENSBTAG00000008112	1.908988	2.259482	1.710537	1.91576	3.9419	3.246348	3.740148
ENSBTAG00000008113	0.248435	0.322291	0.377983	0.21232	0.0	0.0	0.0
ENSBTAG00000008115	9.777121	9.845713	5.561597	7.179379	7.245928	7.189533	5.765123
ENSBTAG00000008116	128.2041	128.0241	117.6421	114.8369	18.62481	7.374091	10.58405
ENSBTAG00000008118	22.1942	19.91239	22.25168	13.84503	12.71874	15.44813	14.15175
ENSBTAG00000008120	9.227058	8.640109	9.632953	7.174036	17.31833	16.03179	20.18213
ENSBTAG00000008122	400.9988	418.515	537.5475	342.4087	162.2132	229.5379	164.7596
ENSBTAG00000008127	108.2404	180.7261	100.5942	138.2293	2.131905	3.471396	3.14808
ENSBTAG00000008129	2.420235	2.724996	1.269925	3.683233	0.292386	0.097963	0.049139
ENSBTAG00000008131	7.306471	8.113559	7.060819	8.14234	24.39863	13.74794	15.92463
ENSBTAG00000008133	2.124048	2.353865	1.739713	1.308208	6.719208	3.665949	3.95286
ENSBTAG00000008135	205.3048	179.0906	248.7325	173.4355	1.94365	6.032071	7.748988
ENSBTAG00000008138	0.654942	0.320404	0.552739	0.460222	0.0	0.0	0.304201
ENSBTAG00000008144	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000008145	5.086643	3.072832	4.137544	3.128102	1.96698	0.655465	0.42464
ENSBTAG00000008147	1.967854	1.892569	1.262666	1.332194	0.0	0.0	0.089098
ENSBTAG00000008182	3.200176	0.860633	0.355393	0.294294	0.064469	0.107417	0.0
ENSBTAG00000008218	16.42959	19.27254	14.47326	15.85175	6.457643	9.449841	8.969328
ENSBTAG00000008219	9.125978	9.030443	10.10193	7.340651	28.79518	37.16866	26.44065
ENSBTAG00000008220	22.6692	25.30982	36.64549	30.034	7.480102	7.757023	8.39074
ENSBTAG00000008243	2.892056	3.368756	3.038207	2.584125	1.90778	0.803509	1.814703
ENSBTAG00000008250	3.687431	4.134877	2.033887	4.042389	7.558461	3.571487	4.680661
ENSBTAG00000008289	8.751608	9.042237	4.853465	6.810546	0.817046	0.535854	0.689228
ENSBTAG00000008296	9.673492	8.986929	11.21838	9.217685	9.900321	7.308369	8.731616
ENSBTAG00000008331	0.216804	0.19882	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000008336	0.241305	0.0	0.337588	0.079725	0.0	0.0	0.0
ENSBTAG00000008348	0.6607	0.846625	0.644675	0.4938	0.195007	0.0	0.0
ENSBTAG00000008350	9.438685	14.33376	7.444299	7.865545	1.648067	1.579164	2.432195
ENSBTAG00000008355	11.21688	13.43207	8.130445	11.54128	0.131236	0.131431	0.158691
ENSBTAG00000008361	24.18218	23.73773	27.13486	23.11453	50.42474	57.46464	52.18792
ENSBTAG00000008362	79.13133	101.1128	60.57293	95.87596	13.3333	9.996963	14.32993
ENSBTAG00000008363	0.065355	0.054276	0.0	0.0	0.0	0.03911	0.0
ENSBTAG00000008369	23.06126	22.18517	25.30306	21.85358	10.87939	5.553742	2.969813
ENSBTAG00000008370	2.922457	3.060854	3.689018	2.535594	4.601998	4.078248	2.420074
ENSBTAG00000008372	8.736444	10.93454	9.427373	7.400184	17.63975	10.42242	9.436769
ENSBTAG00000008382	0.211468	0.082748	0.434186	0.309875	0.560881	0.903877	0.232601
ENSBTAG00000008385	10.49277	11.25572	7.664435	10.89326	4.942477	2.205277	2.272296
ENSBTAG00000008395	15.89228	18.48661	14.50638	19.77111	1.843514	1.334234	3.364191
ENSBTAG00000008396	22.51871	21.52239	24.15039	19.38368	6.732303	4.53797	5.687124
ENSBTAG00000008417	35.61597	31.63662	39.27172	28.29259	31.27618	50.57534	38.02149
ENSBTAG00000008423	3.217968	3.02799	3.048049	2.029904	0.923546	0.712939	1.442611
ENSBTAG00000008424	10.16312	9.642491	6.68317	6.445173	0.733655	2.080683	2.443084
ENSBTAG00000008426	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000008432	7.563194	9.191012	5.740472	7.357547	6.817935	4.556466	5.59869
ENSBTAG00000008433	15.09827	17.89458	17.96335	14.49997	8.619195	7.857307	8.945492
ENSBTAG00000008438	5.327822	4.732476	6.220781	4.345382	15.75417	18.16223	14.87168
ENSBTAG00000008457	7.119013	7.77185	6.698552	6.298766	8.866383	9.115973	10.17627
ENSBTAG00000008464	0.352652	0.317113	0.221309	0.18041	0.0	0.0	0.0
ENSBTAG00000008472	8.121558	8.634765	7.957378	7.051003	3.11146	3.786611	3.043417
ENSBTAG00000008482	15.44083	15.77158	15.34172	12.92683	37.82919	32.28676	33.19408
ENSBTAG00000008498	32.27763	29.31673	26.16125	30.8826	6.115469	5.678358	2.857823
ENSBTAG00000008499	0.733378	1.066987	0.117319	0.227212	0.072829	0.0	0.09856
ENSBTAG00000008507	8.086918	5.210899	2.44588	2.924277	0.0	0.448667	0.587776
ENSBTAG00000008511	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000008537	2.28407	3.116544	1.654724	2.05145	0.0	0.0	0.087131
ENSBTAG00000008538	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000008543	43.04626	49.31261	59.17617	52.97734	19.72207	24.69441	23.41939
ENSBTAG00000008544	5.869082	5.231884	3.935294	5.974778	10.59915	6.944979	10.45963
ENSBTAG00000008546	0.0	0.0	0.057115	0.0	0.0	0.0	0.0
ENSBTAG00000008552	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000008577	8.352254	9.428986	8.809672	7.492046	4.577562	22.94947	18.59895
ENSBTAG00000008590	29.16288	32.83758	35.4581	26.38625	1.803943	2.611942	4.002659
ENSBTAG00000008621	106.7738	113.7272	108.8773	102.7348	11.50492	7.031153	6.643444
ENSBTAG00000008638	3.822447	2.620685	1.363647	1.606853	0.0	0.489599	0.923917
ENSBTAG00000008664	12.08935	9.416989	8.232086	7.904355	8.830549	4.358595	2.168337
ENSBTAG00000008674	20.85147	22.54555	21.39321	20.45573	18.52307	13.72771	19.40934
ENSBTAG00000008693	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000008703	7.505966	6.792169	4.14218	5.191619	6.387162	7.782189	9.484678
ENSBTAG00000008716	22.77598	17.36746	23.30086	18.42821	30.90618	32.24815	34.5482
ENSBTAG00000008732	0.849501	0.791207	0.567967	0.810887	0.701586	2.239022	2.215175
ENSBTAG00000008734	31.88968	30.60935	23.18385	35.18087	32.41478	30.20181	30.92526
ENSBTAG00000008737	10.14165	7.799438	10.06949	7.494782	30.63111	37.32695	29.4737
ENSBTAG00000008744	42.22741	70.36985	41.7466	47.08147	19.33117	8.084187	12.15634
ENSBTAG00000008747	326.5164	344.5849	228.3315	250.4643	121.5438	102.1703	125.4824
ENSBTAG00000008752	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000008755	8.335844	8.668498	10.73084	7.952205	45.68687	44.21671	41.76423
ENSBTAG00000008765	75.61086	68.48688	71.99442	86.97518	18.80711	10.35942	11.99663
ENSBTAG00000008771	1.343784	1.373262	0.853118	0.831844	0.0	1.031895	0.461406
ENSBTAG00000008798	0.0	0.069239	0.033601	0.063275	0.0	0.0	0.0
ENSBTAG00000008801	17.06588	17.43129	18.23401	15.59016	2.127854	1.417306	2.962531
ENSBTAG00000008808	1.885655	1.294839	1.529743	1.575607	0.308823	1.340772	1.344999
ENSBTAG00000008815	1.878875	1.970485	2.968577	1.525011	3.544999	4.721011	5.206386
ENSBTAG00000008825	3.445315	2.704601	4.315127	2.349012	4.869236	3.913554	3.300579
ENSBTAG00000008826	3.169748	3.933088	2.399354	4.395822	0.295926	1.190086	1.033849
ENSBTAG00000008841	8.12684	7.086775	5.711836	6.496358	0.204722	0.0	0.350248
ENSBTAG00000008854	2.444253	2.458398	1.604882	1.788024	0.0	0.086387	0.0
ENSBTAG00000008863	5.380356	5.521277	4.556503	3.756879	6.095819	10.58818	10.09664
ENSBTAG00000008866	1.048984	0.951067	0.724038	0.403844	0.0	0.20212	0.194225
ENSBTAG00000008880	4.552987	4.525298	4.729312	3.169131	0.0	2.466022	1.086239
ENSBTAG00000008883	12.55873	12.29911	8.951088	10.13926	10.05967	8.779264	8.696556
ENSBTAG00000008895	7.836329	6.16047	5.935056	7.499367	5.373865	3.019466	4.034001
ENSBTAG00000008896	17.74126	17.13111	16.91539	15.74205	20.79715	24.75564	20.98314
ENSBTAG00000008906	0.387742	0.0	0.66168	0.373449	0.0	0.0	0.0
ENSBTAG00000008921	0.797423	0.449398	0.503571	0.25971	1.311144	0.655257	0.621935
ENSBTAG00000008925	2.154635	1.497378	1.96832	1.655513	1.869208	2.047691	2.506994
ENSBTAG00000008926	8.237564	7.892475	7.512065	5.11767	6.839916	7.515585	6.444584
ENSBTAG00000008940	0.194596	0.102421	0.215398	0.033783	0.519086	0.0	0.0
ENSBTAG00000008947	0.02187	0.0	0.0807	0.093285	0.0	0.102674	0.0
ENSBTAG00000008958	2.75624	2.939506	2.155696	2.226387	0.375193	0.850683	0.761803
ENSBTAG00000008962	20.49459	19.51735	27.2372	21.27037	29.2216	31.15016	28.28917
ENSBTAG00000008978	50.07982	59.87254	43.67768	45.58736	22.39108	18.12909	20.98934
ENSBTAG00000008987	2.619663	2.975191	3.008317	2.180341	21.3905	17.56223	16.24144
ENSBTAG00000008991	4.208448	4.876971	3.454778	2.7937	2.972465	0.879202	1.373157
ENSBTAG00000008994	23.26943	39.43314	32.86772	33.09981	2.157556	0.692153	0.933707
ENSBTAG00000008997	50.14698	38.81132	32.87188	40.14529	4.665199	0.158826	0.421816
ENSBTAG00000009019	2.166651	2.899276	1.18091	1.66689	2.333103	0.657115	0.676748
ENSBTAG00000009023	1.492144	2.041332	1.00913	1.385932	3.035292	5.79912	4.757125
ENSBTAG00000009029	34.43151	49.43992	28.01307	36.95456	9.619967	3.870159	6.306929
ENSBTAG00000009036	9.394522	10.60005	8.013627	8.728522	1.700807	1.511861	2.20886
ENSBTAG00000009049	2.963223	2.952411	2.341707	2.298122	0.669538	1.380942	1.045108
ENSBTAG00000009051	27.97431	21.7784	15.85419	15.30423	14.27108	7.485981	7.122552
ENSBTAG00000009075	1.917502	2.641077	2.50699	2.07295	2.788493	2.078721	1.59357
ENSBTAG00000009077	12.25312	11.59907	10.40622	10.07075	1.48403	1.325384	1.573
ENSBTAG00000009080	0.174438	0.15163	0.134695	0.119662	0.0	0.0	0.0
ENSBTAG00000009084	37.40959	31.45441	35.18958	32.73974	12.24141	9.880812	11.33873
ENSBTAG00000009085	10.97313	10.18257	12.5859	11.20166	74.03252	70.97311	70.0014
ENSBTAG00000009109	1.933607	2.601062	1.41347	2.067442	0.313073	2.395251	2.329428
ENSBTAG00000009125	8.072406	10.62976	4.735928	10.59194	0.0	0.810788	0.479573
ENSBTAG00000009145	0.337508	0.45908	0.543889	0.153452	0.0	0.0	0.0
ENSBTAG00000009154	5.381376	4.925494	4.606978	3.636534	2.015677	2.509307	2.970253
