ENSEMBL gene ID	E1_LIVE3770	E1_LIVE3773	E1_LIVE3842	E1_LIVE3886	E4_Liver1	E4_Liver2	E4_Liver3
ENSBTAG00000000012	4.458729	5.388254	4.000512	5.054665	5.576217	11.675091	10.876769
ENSBTAG00000000032	10.773606	7.727746	5.562071	5.591136	3.292823	0.611319	0.669062
ENSBTAG00000000033	0.506651	1.347698	0.422534	0.859566	0.225516	0.033103	0.189037
ENSBTAG00000000040	5.780999	6.195714	4.890765	4.647698	2.208637	4.363889	5.072527
ENSBTAG00000000046	7.573452	5.660899	9.969465	5.740129	9.61819	5.760712	5.066413
ENSBTAG00000000057	0.103095	0.190402	0.109979	0.112406	0.0	0.0	0.0
ENSBTAG00000000072	6.203413	5.821554	5.837265	4.980502	20.538004	11.538797	11.543602
ENSBTAG00000000081	10.554457	16.491856	8.061201	9.402551	3.089668	6.757108	5.659834
ENSBTAG00000000085	1211.037842	2293.544678	2119.420898	1927.042603	230.847244	208.776184	208.757614
ENSBTAG00000000140	748.467773	1123.148193	1088.077515	904.756165	133.956619	126.241592	129.634781
ENSBTAG00000000146	33.424316	39.422157	39.175259	40.268715	15.394206	9.601694	10.466959
ENSBTAG00000000160	59.359581	71.660316	57.377163	59.638489	20.620586	16.18116	19.569475
ENSBTAG00000000172	0.0	0.0	0.0	0.0	36.741028	16.149473	23.310646
ENSBTAG00000000197	0.973875	0.91382	1.728776	1.682742	5.364682	4.87852	5.435344
ENSBTAG00000000277	11.026009	7.898328	11.62432	6.711332	2.536734	3.106611	4.985298
ENSBTAG00000000285	2.614022	3.393002	3.429548	3.619617	0.622877	1.101952	1.097524
ENSBTAG00000000286	3.685739	4.203377	3.355039	3.668989	0.524426	0.942544	0.81756
ENSBTAG00000000296	6.054726	4.253053	3.734852	4.828812	0.094658	0.339699	0.0
ENSBTAG00000000317	0.345102	0.207926	0.14448	0.13306	0.0	0.0	0.0
ENSBTAG00000000330	75.491783	92.965477	55.144459	89.219986	4.181531	5.290666	4.90945
ENSBTAG00000000354	0.367701	0.1606	0.109065	0.247985	0.0	0.0	0.0
ENSBTAG00000000355	4.027038	4.685011	3.456763	3.362708	0.969144	0.720979	1.544946
ENSBTAG00000000356	4.539382	7.123045	4.482309	3.57638	4.21139	2.261266	1.531366
ENSBTAG00000000379	4.222994	3.162946	5.241842	3.451293	7.842313	14.339642	9.306422
ENSBTAG00000000409	4.258014	4.283274	4.239464	3.821112	13.013093	13.296659	11.109731
ENSBTAG00000000411	24.190779	27.003687	18.694376	23.898083	3.632813	1.498429	2.297807
ENSBTAG00000000435	10.214787	13.119223	9.3018	8.252385	4.155027	1.485843	1.700364
ENSBTAG00000000446	4.17994	7.033843	4.003003	4.693461	0.0	0.0	0.259269
ENSBTAG00000000475	3.140978	2.915304	2.602836	2.766512	0.548019	0.865421	0.48237
ENSBTAG00000000478	0.179411	0.0	0.0	0.242553	0.0	0.0	0.0
ENSBTAG00000000480	36.667606	41.184715	33.868965	43.246464	1.28235	0.541586	1.242499
ENSBTAG00000000489	1.484497	1.360803	0.900347	1.781846	0.0	0.0	0.0
ENSBTAG00000000490	1.020924	1.857425	1.554993	1.109328	0.380795	0.070081	0.479692
ENSBTAG00000000500	3.357182	2.705261	3.186928	1.315735	0.423655	1.740061	2.263737
ENSBTAG00000000511	1.185035	1.816219	0.864682	0.90837	1.995619	1.857966	1.913467
ENSBTAG00000000524	76.366699	38.039661	56.06712	43.852627	8.289646	16.017113	12.005983
ENSBTAG00000000536	7.013881	7.904574	4.473164	8.181545	0.605771	1.148793	0.853149
ENSBTAG00000000559	21.1863	19.173132	13.347048	11.780625	0.0	0.397595	0.988318
ENSBTAG00000000565	1.462089	1.712728	1.199663	1.300565	4.121808	3.680624	4.531663
ENSBTAG00000000575	3.051932	2.350042	1.964009	3.106527	2.856086	2.781937	3.454343
ENSBTAG00000000586	0.258403	0.163203	0.262139	0.145763	0.224179	0.497828	0.30052
ENSBTAG00000000590	0.489233	0.915672	0.425341	0.446817	0.051087	0.06693	0.081196
ENSBTAG00000000646	6.050693	5.452456	6.227665	5.375256	3.000285	2.305462	1.713024
ENSBTAG00000000654	0.399668	0.417883	0.365221	0.088018	0.0	0.0	0.0
ENSBTAG00000000670	5.767543	5.712783	4.196478	4.576962	0.0	0.0	0.0
ENSBTAG00000000671	1.601032	1.649067	0.841991	1.034653	0.051535	0.165736	0.342573
ENSBTAG00000000694	133.916153	123.607597	137.772339	126.965828	1.704545	4.888355	8.572371
ENSBTAG00000000696	44.810818	40.890453	40.533546	35.208984	5.617431	3.629193	4.364638
ENSBTAG00000000697	1.302201	1.071677	1.242486	1.012972	0.114627	0.717102	1.510999
ENSBTAG00000000712	11.476898	10.855925	10.390788	9.712245	10.685883	3.565522	5.753238
ENSBTAG00000000771	18.042847	19.360428	23.27046	18.918541	4.668599	15.069626	12.807309
ENSBTAG00000000785	0.671518	1.15553	0.540336	0.667208	0.065049	0.163299	0.111579
ENSBTAG00000000789	18.685268	20.091923	22.983208	17.680439	1.610105	0.46657	0.313275
ENSBTAG00000000795	2.463399	2.986573	3.808433	0.378226	1.935366	1.314294	1.882521
ENSBTAG00000000810	179.296265	167.027573	154.149094	174.153244	0.0	1.230371	2.017801
ENSBTAG00000000811	8.421941	7.236353	7.594032	6.325347	0.763483	0.373341	0.792352
ENSBTAG00000000817	2.002776	2.3443	1.913188	1.54474	0.395073	0.112	0.022767
ENSBTAG00000000829	15.563241	23.140099	16.592642	16.790604	3.43934	5.76324	6.926345
ENSBTAG00000000831	3.539828	5.919293	3.71874	3.910776	1.781137	1.782888	1.499216
ENSBTAG00000000833	74.741615	95.052422	83.837029	87.601921	13.438879	15.19141	14.337877
ENSBTAG00000000848	18.812632	21.994167	15.194908	17.986292	1.153455	0.524063	1.233832
ENSBTAG00000000856	4.349795	4.229702	2.544682	2.561892	0.206475	0.363507	0.678485
ENSBTAG00000000857	16.561787	18.045975	15.397163	15.014492	5.678211	1.851412	3.317039
ENSBTAG00000000910	0.045701	0.014754	0.0	0.024672	0.0	0.0	0.116291
ENSBTAG00000000916	0.292636	0.160783	0.452307	0.065982	0.0	0.0	0.0
ENSBTAG00000000918	3.982247	3.835265	5.308781	3.231765	0.448114	0.462407	0.592276
ENSBTAG00000000923	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000000925	0.115567	0.0	0.077454	0.212659	0.0	0.0	0.0
ENSBTAG00000000945	1.102167	1.181301	1.338265	1.111614	0.091864	0.011662	0.088616
ENSBTAG00000000958	1.004875	1.026306	1.092936	0.64904	1.488879	0.422977	0.65237
ENSBTAG00000000961	1.074638	1.228906	1.644507	1.824401	0.049823	0.046888	0.293738
ENSBTAG00000000973	0.229637	0.193607	0.053219	0.149897	2.196896	0.49654	0.495304
ENSBTAG00000000981	2.319665	1.749652	1.982701	1.167871	0.250307	0.233185	0.059935
ENSBTAG00000000982	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000000990	59.436436	51.544487	62.896053	58.212963	20.284992	31.582741	27.266539
ENSBTAG00000000991	10.804738	10.169127	13.176878	8.827408	6.413548	9.874876	8.199929
ENSBTAG00000000997	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000001009	12.52781	9.755859	7.518815	6.388009	4.529436	3.543649	3.906601
ENSBTAG00000001014	5.203142	6.078489	3.236816	3.942687	0.056824	0.593865	1.07177
ENSBTAG00000001020	0.037439	0.0	0.0	0.022574	0.0	0.0	0.0
ENSBTAG00000001042	2.448004	2.081784	1.036129	1.607536	1.784626	3.670546	2.882426
ENSBTAG00000001058	0.0	0.0	0.0	0.0	0.0	0.0	0.031343
ENSBTAG00000001059	0.0	0.0	0.0	0.0	0.978571	1.300619	1.432486
ENSBTAG00000001062	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000001069	15.223813	11.947094	9.466001	9.316911	5.75477	4.680796	5.52587
ENSBTAG00000001071	5.381263	4.554728	4.166915	4.131679	0.373668	0.091767	0.917274
ENSBTAG00000001101	1.487172	1.204745	2.519223	3.203427	1.616409	0.807868	1.437486
ENSBTAG00000001109	43.142811	32.61274	43.278481	31.531359	9.151603	7.629807	9.920318
ENSBTAG00000001113	5.298773	6.015596	5.581089	4.064297	1.546793	3.493936	3.936498
ENSBTAG00000001119	0.382253	0.699381	0.30211	0.527477	0.0	0.0	0.0
ENSBTAG00000001120	0.307402	0.496633	0.395137	0.505207	0.744701	0.152589	0.078133
ENSBTAG00000001126	2.619648	3.455153	1.847253	2.586575	3.295883	3.267623	2.846931
ENSBTAG00000001140	37.617981	28.850395	36.584	31.951876	12.57936	12.417382	18.00779
ENSBTAG00000001141	5.595421	5.308692	3.212562	3.681737	0.274379	0.576597	0.953108
ENSBTAG00000001144	26.433538	24.79237	29.626284	17.310013	21.508909	29.979143	26.384182
ENSBTAG00000001152	0.115654	0.143919	0.295827	0.312883	0.0	0.0	0.0
ENSBTAG00000001153	3.84257	3.255673	3.76579	4.722797	0.176111	0.389627	0.057811
ENSBTAG00000001164	11.652595	16.207586	13.39848	17.146931	6.35181	4.262378	5.068195
ENSBTAG00000001168	3.861973	4.553509	3.602779	2.864725	0.991221	1.477145	1.800286
ENSBTAG00000001174	12.736807	14.238956	17.220461	13.955819	12.233405	13.086358	13.625344
ENSBTAG00000001187	11.280315	3.459704	4.263659	3.676276	3.133819	2.587131	2.301542
ENSBTAG00000001199	11.783024	10.386363	11.208892	9.731708	2.408104	2.101439	3.308108
ENSBTAG00000001204	3.720897	4.613966	1.805518	2.528058	6.548885	3.05318	3.611873
ENSBTAG00000001287	0.5771	0.732554	0.360544	0.828351	0.0	0.0	0.158027
ENSBTAG00000001290	2.271123	1.489447	1.118267	1.139961	1.052671	2.127744	1.890569
ENSBTAG00000001299	15.749362	27.545538	14.545673	17.894987	26.710918	38.202888	31.449747
ENSBTAG00000001314	3.072618	2.42308	2.253222	2.503819	2.153147	2.096683	1.771046
ENSBTAG00000001320	7.894143	8.165483	7.841946	7.196477	0.467004	0.41458	1.661068
ENSBTAG00000001329	56.584011	67.942558	50.624775	68.295517	5.491594	3.048622	3.780801
ENSBTAG00000001346	5.74813	9.178901	8.839069	8.295336	5.960688	3.32465	3.707881
ENSBTAG00000001350	0.56458	0.645074	0.37742	0.739449	4.148925	4.357522	4.110335
ENSBTAG00000001352	8.939878	10.675656	10.697742	8.433518	5.785754	3.933394	5.481151
ENSBTAG00000001353	78.335892	90.504951	73.68029	75.470879	9.004993	7.288239	6.567441
ENSBTAG00000001387	2.862135	5.683825	2.733116	3.609284	0.0	0.486367	0.454154
ENSBTAG00000001401	0.024482	0.020175	0.0	0.027202	0.0	0.0	0.0
ENSBTAG00000001406	0.89909	1.445215	1.254323	3.422315	1.823435	0.288835	0.381324
ENSBTAG00000001410	0.550545	0.793132	0.54579	0.962403	0.0	0.009468	0.02709
ENSBTAG00000001414	61.80793	62.139194	25.416805	32.645042	0.172883	1.176946	2.27449
ENSBTAG00000001419	38.397194	43.133007	35.300716	39.010723	3.87658	6.716289	6.07023
ENSBTAG00000001424	4.794987	5.042692	4.816164	5.069884	9.256227	6.578076	7.799785
ENSBTAG00000001425	4.546065	4.869443	4.171018	4.139364	1.320847	2.661247	2.038564
ENSBTAG00000001473	23.189325	34.634911	28.591269	29.410954	4.980597	0.808583	2.700069
ENSBTAG00000001485	8.419345	9.534986	10.660584	9.11544	31.306044	29.907427	29.040049
ENSBTAG00000001504	6.9165	5.494597	6.334382	5.273342	1.22648	1.014723	0.717969
ENSBTAG00000001505	4.94182	6.629984	5.065179	4.627699	0.0	0.196936	0.2041
ENSBTAG00000001511	5.78447	5.736197	2.708856	3.457797	4.793498	3.107361	5.554735
ENSBTAG00000001517	113.278076	96.641808	127.590172	103.396751	15.624154	10.51828	21.766859
ENSBTAG00000001518	6.627735	8.50458	5.745141	5.4938	9.422451	9.422722	8.759782
ENSBTAG00000001519	4.177242	5.327058	4.680426	4.817105	0.0	0.610093	0.798122
ENSBTAG00000001520	72.278679	67.722656	94.197075	74.200562	8.957905	7.322744	13.177135
ENSBTAG00000001522	6.509548	5.715174	7.75256	5.829447	2.766425	2.609437	3.588707
ENSBTAG00000001539	4.825032	5.35567	4.838003	4.52369	10.366042	13.644844	11.675297
ENSBTAG00000001545	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000001553	135.272018	110.706436	139.310059	102.567963	72.325508	78.960197	69.636513
ENSBTAG00000001574	1.791281	1.472123	2.02633	1.937375	3.930025	2.999292	3.335403
ENSBTAG00000001592	123.29924	231.042068	137.691086	223.494812	96.519768	92.228165	88.668671
ENSBTAG00000001593	7.522048	7.079788	7.525213	6.542306	0.805698	0.434439	1.575392
ENSBTAG00000001594	9.702187	9.635242	14.418495	12.203785	2.741168	1.730422	2.752839
ENSBTAG00000001597	1.316589	1.359956	0.724874	1.055059	0.0	0.016338	0.0
ENSBTAG00000001603	0.0	0.025066	0.098049	0.067979	0.067895	0.425938	0.237466
ENSBTAG00000001609	10.286391	11.745601	9.925331	13.349325	6.508182	5.006949	5.985065
ENSBTAG00000001615	0.368392	0.093246	0.158409	0.171236	0.0	0.0	0.0
ENSBTAG00000001632	34.052284	42.414417	31.895302	35.656403	38.032829	30.043539	40.611687
ENSBTAG00000001665	9.98967	11.954046	9.30592	10.58047	2.293814	2.235919	4.108757
ENSBTAG00000001666	2.071865	2.343573	0.952868	0.946701	2.069014	7.454728	5.486257
ENSBTAG00000001675	2.201047	2.377591	1.978786	2.081387	0.578341	0.842925	0.61844
ENSBTAG00000001697	39.61351	31.265936	30.646618	29.466665	42.515533	25.459406	30.772038
ENSBTAG00000001711	7.218019	9.295455	4.279994	7.125111	4.419584	0.639809	0.617636
ENSBTAG00000001714	3.588249	5.482132	2.553134	3.037929	1.113796	0.949073	0.329799
ENSBTAG00000001717	0.903169	1.0716	0.346065	0.391244	0.0	0.125386	0.078263
ENSBTAG00000001737	5.799884	5.646034	4.43036	4.514026	14.707183	14.440606	13.652398
ENSBTAG00000001747	10.330523	16.885736	16.749712	13.198	12.899326	13.687404	12.052443
ENSBTAG00000001762	15.675597	15.064128	14.326941	13.047637	0.0	0.202588	0.206759
ENSBTAG00000001763	7.592975	7.152523	7.113699	6.190737	1.361979	2.64122	3.793811
ENSBTAG00000001776	62.122917	56.206299	79.833984	72.217499	17.826365	15.397982	15.769552
ENSBTAG00000001778	26.37458	20.701044	22.240444	22.073896	1.388463	2.217478	3.156429
ENSBTAG00000001780	12.280147	15.299004	10.322024	12.029638	0.567144	0.772512	1.674055
ENSBTAG00000001782	26.524202	21.969233	41.451031	27.675505	5.740257	7.181951	4.323814
ENSBTAG00000001790	19.20105	15.259254	17.509665	17.436125	10.283891	5.146103	5.709067
ENSBTAG00000001792	124.586548	106.264633	152.451462	122.725182	24.772032	12.922983	11.115655
ENSBTAG00000001793	2.296984	2.120271	2.765203	1.600721	0.591222	0.221577	0.836344
ENSBTAG00000001795	33.585945	45.348164	33.321072	35.596603	3.830471	1.883457	2.705977
ENSBTAG00000001796	0.716524	0.901816	0.967317	0.681693	0.078168	0.027899	0.439212
ENSBTAG00000001806	0.678217	0.493414	0.350111	0.312725	0.0	0.0	0.0
ENSBTAG00000001807	4.499575	3.929484	3.48667	2.851748	8.055696	6.877757	7.711723
ENSBTAG00000001814	37.57692	32.667904	17.0578	25.543043	0.155872	0.371864	0.314094
ENSBTAG00000001821	4.861076	4.582764	3.673153	3.183419	4.597275	4.082782	5.863407
ENSBTAG00000001824	2.804894	2.204686	1.331613	1.505416	0.025612	0.0	0.059741
ENSBTAG00000001827	18.553988	21.243414	17.545898	17.961864	9.744348	9.461764	6.293232
ENSBTAG00000001828	17.598764	15.137288	15.277974	15.775629	3.715535	1.630048	1.780002
ENSBTAG00000001829	4.829718	7.985071	5.882891	5.338567	5.143224	2.880286	2.274988
ENSBTAG00000001830	0.0	0.048611	0.049997	0.0	0.0	0.0	0.052059
ENSBTAG00000001832	14.866228	13.256213	12.355673	10.606088	14.519614	5.742548	7.630455
ENSBTAG00000001834	15.433146	14.320678	11.506734	12.093071	0.499184	0.0	0.148288
ENSBTAG00000001843	59.140011	73.13752	50.758511	68.637566	2.978603	2.216616	4.15164
ENSBTAG00000001844	20.951576	19.294233	18.710163	24.149353	11.016909	5.739018	9.230915
ENSBTAG00000001848	5.700357	6.420218	3.806822	6.019731	0.139833	0.221004	0.124594
ENSBTAG00000001854	17.120611	18.688328	18.298897	13.739887	2.822369	3.187136	3.778698
ENSBTAG00000001855	39.05872	40.784218	38.522449	33.856689	7.504991	9.147408	10.025349
ENSBTAG00000001856	18.97258	16.529093	15.141022	12.993449	16.091881	10.528001	9.135477
ENSBTAG00000001857	5.908389	6.81995	5.221154	5.911	0.70503	0.769708	1.404963
ENSBTAG00000001872	4.135268	3.835951	4.301991	3.931743	5.71703	3.349966	2.82775
ENSBTAG00000001904	13.239904	11.818213	9.261286	9.650648	0.916212	1.049123	1.737202
ENSBTAG00000001917	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000001922	13.33279	11.217819	10.653633	8.009764	2.810885	4.413236	2.698837
ENSBTAG00000001927	0.130673	0.258091	0.418262	0.310611	0.0	1.094679	2.151993
ENSBTAG00000001928	174.394516	151.532059	175.170425	171.97467	151.499634	174.364258	163.39151
ENSBTAG00000001937	86.823692	81.961761	83.787575	93.636993	9.341813	4.632343	9.206383
ENSBTAG00000001938	5.629512	6.181391	3.909639	2.621655	0.0	6.692007	2.42081
ENSBTAG00000001945	2.590159	4.56631	1.999644	1.226975	3.807473	1.8173	1.678509
ENSBTAG00000001947	0.247034	0.320828	0.297804	0.151986	0.433466	0.44591	0.995273
ENSBTAG00000001948	31.697439	40.688885	40.557598	35.201019	11.140186	7.326802	13.733371
ENSBTAG00000001952	0.016308	0.021483	0.0	0.027305	0.0	0.0	0.0
ENSBTAG00000001959	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000001962	12.793659	13.852157	9.900183	10.681858	6.937346	5.14154	5.317705
ENSBTAG00000001999	2.588205	3.629938	2.056243	2.81283	8.128905	5.903322	6.651161
ENSBTAG00000002000	46.780087	43.87339	48.855549	38.410107	14.031321	11.263746	7.943704
ENSBTAG00000002011	0.0	0.177435	0.106952	0.037902	0.0	0.0	0.182129
ENSBTAG00000002018	260.796692	254.607758	302.33725	234.515686	44.235176	41.875347	46.010006
ENSBTAG00000002021	3.577296	3.212879	2.535438	2.899054	3.740437	1.469856	1.791086
ENSBTAG00000002026	583.140991	533.063721	572.354492	562.852112	142.041229	128.489731	129.697861
ENSBTAG00000002028	11.918042	12.264999	12.611698	9.936476	34.367443	36.958347	28.263088
ENSBTAG00000002060	1140.957031	895.483948	1288.661987	1086.22583	82.975739	70.673416	109.428909
ENSBTAG00000002070	0.12567	0.147167	0.127972	0.145256	0.0	0.0	0.0
ENSBTAG00000002072	11.402209	14.861838	10.100872	12.340835	0.532159	0.438119	0.438592
ENSBTAG00000002073	4.879654	4.028192	5.381992	3.804362	3.966235	6.51884	5.594451
ENSBTAG00000002105	25.956152	27.824781	26.957193	24.49605	15.046011	7.984966	9.875491
ENSBTAG00000002107	2.495488	3.910384	2.566947	4.32337	3.446446	1.228852	1.838599
ENSBTAG00000002117	0.191608	0.261381	0.109884	0.064089	0.19052	0.023335	0.114995
ENSBTAG00000002126	1.765271	2.360709	2.427449	2.290653	0.212383	3.232077	3.710568
ENSBTAG00000002130	14.208363	17.235802	11.280207	12.82359	1.122593	1.221655	1.636297
ENSBTAG00000002143	0.973952	1.528116	1.354962	1.356111	3.31421	1.585637	1.384418
ENSBTAG00000002219	8.836001	7.500057	9.504448	8.150247	2.96025	0.616754	1.743488
ENSBTAG00000002236	25.974695	29.911623	22.691065	26.715677	8.174326	5.537411	7.704225
ENSBTAG00000002242	7.971611	7.934284	8.145045	6.38255	3.166195	2.590013	2.719715
ENSBTAG00000002252	0.0	0.046573	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000002260	2.647363	3.529665	2.183415	2.493625	1.186141	0.513188	0.495038
ENSBTAG00000002321	27.775919	32.260006	29.455643	20.618765	6.627756	4.532264	3.697532
ENSBTAG00000002327	41.649647	38.099045	46.682854	46.489868	3.119384	3.997995	2.194534
ENSBTAG00000002340	4.356873	2.197477	4.213834	4.761482	47.096001	54.13401	45.153198
ENSBTAG00000002368	0.837895	1.336214	1.113255	0.745196	0.239175	0.20774	0.337182
ENSBTAG00000002378	105.480057	113.667809	95.167152	115.757042	36.134659	20.61401	26.05225
ENSBTAG00000002385	0.665135	0.867108	0.601684	0.732592	0.380128	0.133569	0.0
ENSBTAG00000002389	10.112899	10.405855	10.92731	10.100177	2.246382	1.326863	2.8261
ENSBTAG00000002398	1.427138	1.198679	1.497476	1.052984	5.62689	5.712921	6.897187
ENSBTAG00000002401	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000002404	37.3885	40.734783	41.200546	31.729858	10.769523	7.706202	10.040922
ENSBTAG00000002428	42.907482	41.880684	50.986671	37.863308	0.0	8.585879	4.256845
ENSBTAG00000002447	0.349586	0.679521	0.479205	0.631819	0.0	0.0	0.291829
ENSBTAG00000002454	8.830424	7.411879	7.702475	7.13431	14.292488	17.526054	13.957888
ENSBTAG00000002457	173.617722	108.855911	231.151001	138.122452	36.289238	71.67997	31.673025
ENSBTAG00000002458	2.603393	3.191205	3.080546	2.786981	2.383699	0.808162	0.739296
ENSBTAG00000002460	9.673001	7.500336	6.510613	7.074	1.70609	8.126222	3.898923
ENSBTAG00000002462	15.712153	12.426102	16.430647	13.361935	8.785982	9.606399	7.385793
ENSBTAG00000002463	39.452023	36.58786	48.65839	35.050453	36.291843	39.867912	33.816936
ENSBTAG00000002468	1645.747803	1299.625	1684.22168	1446.353027	50.58778	0.0	40.959095
ENSBTAG00000002469	13.960008	11.999915	8.030746	12.540253	0.114867	0.542689	0.300168
ENSBTAG00000002472	2.986957	2.623595	3.384681	2.268051	2.362801	1.647048	3.686603
ENSBTAG00000002473	7.438185	5.664895	5.023663	3.845803	28.639004	18.645933	27.411703
ENSBTAG00000002475	61.822182	71.420769	58.186005	68.984268	5.795995	5.01723	7.097847
ENSBTAG00000002490	280.777191	346.405579	338.555786	299.216827	67.346436	132.136063	100.746979
ENSBTAG00000002492	31.242947	39.146351	73.919724	36.907257	152.83902	159.779282	153.64772
ENSBTAG00000002493	18.722147	16.666458	16.867407	14.954234	14.582565	29.736034	21.554323
ENSBTAG00000002504	5.904888	7.737473	4.756953	6.329833	13.016079	10.514304	13.349145
ENSBTAG00000002518	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000002520	7.82928	8.610723	7.860408	7.039855	9.254695	7.865696	7.380713
ENSBTAG00000002550	0.6021	1.170945	0.68693	0.64476	2.421462	0.791614	0.089465
ENSBTAG00000002559	3.9592	2.40308	3.997295	2.25794	0.360049	0.337861	0.730648
ENSBTAG00000002561	0.0	0.0	0.0	0.0	3.31592	1.976713	2.973287
ENSBTAG00000002562	0.0	0.0	0.0	0.0	6.53585	3.041692	4.440082
ENSBTAG00000002575	24.284729	22.963535	28.396238	18.583822	5.163159	7.170436	7.695883
ENSBTAG00000002583	0.115438	0.0	0.045148	0.0	0.0	0.0	0.0
ENSBTAG00000002590	7.517036	7.66762	7.875053	6.359218	0.125562	0.718785	0.856512
ENSBTAG00000002600	0.966793	1.251371	0.982729	1.042155	0.266856	0.199159	0.174298
ENSBTAG00000002608	38.753735	36.290157	27.967283	28.085985	16.168768	13.992408	16.001862
ENSBTAG00000002625	4.408871	4.316883	4.561522	3.65674	10.929137	14.302209	11.827802
ENSBTAG00000002630	8.358434	8.820376	5.432683	7.389927	0.330879	0.462184	0.32889
ENSBTAG00000002635	0.528904	0.977957	0.100938	0.46516	0.0	0.0	0.0
ENSBTAG00000002644	0.028818	0.051814	0.027564	0.107506	0.0	0.0	0.0
ENSBTAG00000002645	11.102786	12.886616	8.977646	11.041964	1.023659	1.560064	2.760326
ENSBTAG00000002678	5.289713	4.932107	6.437468	5.894514	0.0	3.35969	3.856056
ENSBTAG00000002683	9.87494	6.712456	5.931889	6.18298	0.315988	0.215939	0.0
ENSBTAG00000002685	11.308017	11.940761	6.216621	10.704455	0.0	0.246105	0.319274
ENSBTAG00000002693	6.823134	6.025681	5.239324	5.099514	7.088802	3.534228	3.796085
ENSBTAG00000002695	0.017151	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000002697	6.940688	6.828916	4.70226	5.160833	6.089296	5.135998	5.756629
ENSBTAG00000002703	10.898112	12.785398	13.331799	10.074406	27.30862	29.468283	26.80312
ENSBTAG00000002704	9.981078	10.431453	9.322072	8.986264	2.591344	0.871978	1.263412
ENSBTAG00000002706	211.688416	222.942535	244.279465	233.363953	28.780405	18.760981	24.70199
ENSBTAG00000002715	15.643907	15.934095	11.269535	12.625568	0.0	1.536265	1.093376
ENSBTAG00000002719	0.267644	0.254355	0.037678	0.043254	0.0	0.0	0.0
ENSBTAG00000002720	3.255533	2.563629	2.462875	2.251332	12.170231	8.909746	7.081334
ENSBTAG00000002721	2.02364	2.427268	1.883338	1.98092	4.79274	3.566247	3.874192
ENSBTAG00000002726	3.86142	4.183123	3.890555	3.518866	15.60397	16.277102	15.799622
ENSBTAG00000002736	3.49548	3.44066	2.331497	2.484642	0.426498	0.259137	0.670923
ENSBTAG00000002743	19.158331	21.749516	21.644154	18.473843	4.049393	2.168218	3.863864
ENSBTAG00000002745	39.7103	33.241192	37.474068	34.836529	31.639896	29.876461	24.754539
ENSBTAG00000002746	42.904972	35.802631	41.168934	29.478762	23.47662	26.920464	26.810764
ENSBTAG00000002748	11.20394	13.392519	10.148816	12.600371	8.897446	4.279993	5.662271
ENSBTAG00000002750	2.820935	2.816959	3.182065	2.422248	3.359552	3.473965	3.282378
ENSBTAG00000002763	3.340723	3.845283	2.206287	2.77013	0.5983	0.226502	0.730851
ENSBTAG00000002764	2.472831	3.066083	1.34367	1.558615	1.363217	0.50996	1.107998
ENSBTAG00000002770	291.166229	255.516144	222.436478	225.064453	26.032759	16.810858	19.373116
ENSBTAG00000002798	9.931963	10.518122	11.161785	9.578562	2.304262	2.167169	1.801634
ENSBTAG00000002816	1.551433	1.927995	1.531248	1.461423	0.241959	0.199326	0.347907
ENSBTAG00000002817	3.330013	2.451006	3.0583	2.321949	1.225444	0.765044	1.442029
ENSBTAG00000002822	0.0	0.023676	0.057654	0.0	0.0	0.0	0.0
ENSBTAG00000002827	168.262451	197.922928	171.298279	189.58815	16.302294	18.368139	20.875435
ENSBTAG00000002829	52.164375	53.972046	69.6502	58.910446	43.658123	42.038631	42.363338
ENSBTAG00000002854	28.801842	28.468893	25.203836	31.593336	6.597106	4.986955	5.659355
ENSBTAG00000002888	0.844597	1.06605	0.656886	0.877898	2.409329	2.18421	2.70604
ENSBTAG00000002890	0.0	0.0	0.0	0.0	2.486977	1.712361	1.402584
ENSBTAG00000002891	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000002918	1.222381	1.224197	0.391729	0.725423	2.260391	2.143339	1.801393
ENSBTAG00000002921	17.270784	21.813967	23.5152	16.661833	16.412735	14.560067	18.293758
ENSBTAG00000002966	3.534665	3.790056	3.708879	2.804194	10.432549	8.466813	8.227886
ENSBTAG00000002972	0.0571	0.0	0.06262	0.0	0.0	0.040092	0.0
ENSBTAG00000002977	45.13092	72.137184	45.443832	48.973461	10.678762	8.190856	7.933268
ENSBTAG00000002978	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000002999	17.385345	13.780634	17.200964	15.222805	1.907371	1.033363	2.206271
ENSBTAG00000003000	0.77571	1.019553	1.127767	0.958336	0.0	0.0	0.0
