ENSEMBL gene ID	E1_ADIP3773	E1_ADIP3842	E1_ADIP3886	E4_Brainlobe1	E4_Brainlobe2	E4_Brainlobe3	E6_Cerebellum	E4_cerebellum1	E4_cerebellum2	E4_cerebellum3	E1_HEAR3770	E1_HEAR3773	E1_HEAR3842	E1_HEAR3886	E4_Heart1	E4_Heart2	E4_Heart3	E1_LIVE3770	E1_LIVE3773	E1_LIVE3842	E1_LIVE3886	E4_Liver1	E4_Liver2	E4_Liver3	E6_Lung	E4_Lung1	E4_Lung2	E4_Lung3	E1_LUNG3770	E1_LUNG3773	E1_LUNG3842	E1_LUNG3886	E1_SPLE3770	E1_SPLE3773	E1_SPLE3842	E1_SPLE3886	E4_Spleen1	E4_Spleen2	E4_Spleen3
ENSBTAG00000000012	2.725568	5.134759	6.691768	12.872191	18.678043	19.002209	2.724979	10.599337	14.379349	8.760212	3.848407	4.436405	5.37698	5.771232	7.315503	5.894417	5.942513	4.458729	5.388254	4.000512	5.054665	5.576217	11.675091	10.876769	5.279115	12.363716	9.658903	8.798761	4.806439	6.952725	6.018929	7.820296	8.582422	7.459755	7.775318	6.407119	13.626498	10.707616	20.358074
ENSBTAG00000000032	9.203103	7.898942	11.591132	1.752825	1.624824	1.875049	2.491943	0.842208	1.275748	1.928455	6.183107	6.626374	3.751776	2.85434	0.726483	0.543468	2.22799	10.773606	7.727746	5.562071	5.591136	3.292823	0.611319	0.669062	31.847286	11.120696	13.380894	15.033242	31.300291	54.35339	49.188637	47.555473	110.358627	108.336922	102.361877	98.975586	38.181282	39.557484	22.252989
ENSBTAG00000000033	0.607931	0.356496	0.300275	4.145785	1.932946	1.815835	1.70825	1.160418	0.876221	1.48517	3.750221	4.21351	3.801247	2.781747	1.541473	1.315081	2.13514	0.506651	1.347698	0.422534	0.859566	0.225516	0.033103	0.189037	8.2482	3.112256	2.05327	2.179744	3.594907	11.796511	3.444114	7.508003	25.300753	23.979397	6.10519	11.988807	8.990492	12.305798	5.67099
ENSBTAG00000000040	10.047157	10.217588	13.185547	14.225814	15.449402	17.685884	6.640479	8.088414	10.879751	9.489477	5.719249	6.978616	5.731085	5.996511	3.149942	2.187502	4.100554	5.780999	6.195714	4.890765	4.647698	2.208637	4.363889	5.072527	14.764608	10.748672	10.566598	14.881842	16.096375	18.900764	19.953928	22.439083	16.938227	21.289471	19.992105	18.193659	17.570091	16.92498	18.308218
ENSBTAG00000000046	7.023517	5.413497	5.653501	5.190461	3.913808	4.285415	9.445127	5.343982	3.378225	6.17138	9.147653	8.189908	8.241941	8.316321	1.62687	1.000407	2.499926	7.573452	5.660899	9.969465	5.740129	9.61819	5.760712	5.066413	5.759428	6.798481	4.045903	6.557663	7.644114	6.012945	7.836907	7.125084	11.047046	7.443926	10.512295	9.661042	5.319928	7.884395	10.389978
ENSBTAG00000000057	17.898802	28.941788	24.082333	0.834812	0.199331	0.402931	2.03761	0.677326	0.213305	0.76884	3.687574	5.330577	2.745157	2.890369	0.0	0.720908	0.852264	0.103095	0.190402	0.109979	0.112406	0.0	0.0	0.0	2.16259	0.386557	0.0	0.414107	4.362761	2.896833	1.263921	1.850215	0.815493	0.504491	0.30544	0.320363	0.0	0.0	0.0
ENSBTAG00000000072	6.953381	5.865973	7.774122	11.33848	11.238683	11.287083	4.324929	14.964056	12.04859	12.445576	16.612616	15.697362	15.648876	21.309965	22.29764	20.9768	20.50732	6.203413	5.821554	5.837265	4.980502	20.538004	11.538797	11.543602	5.686497	18.235416	9.375107	17.006657	6.298836	8.45203	8.402551	7.058745	10.27448	9.114129	9.301798	9.724013	11.136507	13.225057	17.472876
ENSBTAG00000000081	12.733145	9.52757	14.434188	4.652357	5.159865	5.480316	0.747868	5.428154	5.715314	6.682162	3.766507	6.30792	3.009261	3.311633	0.456875	1.638804	1.310678	10.554457	16.491856	8.061201	9.402551	3.089668	6.757108	5.659834	2.689954	7.966414	4.32059	7.214367	22.433064	23.203474	14.39623	27.668732	16.213734	16.571575	13.163335	14.025252	7.178529	6.017098	8.377494
ENSBTAG00000000085	0.076023	0.0	0.272044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.265709	0.882036	0.0	0.123066	0.0	0.592116	0.042397	1211.037842	2293.544678	2119.420898	1927.042603	230.847244	208.776184	208.757614	0.0	0.136615	0.177172	0.588866	0.699802	0.195298	0.184679	0.353382	0.341085	0.365558	0.034978	0.569584	0.0	0.0	0.0
ENSBTAG00000000140	125.109779	178.422531	157.259293	13.678185	11.585773	13.097614	23.501451	8.095419	10.544641	10.571051	17.79784	54.633598	78.901459	78.949738	19.71215	11.09129	18.44881	748.467773	1123.148193	1088.077515	904.756165	133.956619	126.241592	129.634781	276.233185	88.7146	79.6511	97.25016	363.890045	371.75293	544.805786	596.087769	101.484398	109.804878	103.294502	92.573944	48.144543	63.282242	42.878551
ENSBTAG00000000146	21.951078	24.652571	26.276947	12.832284	12.971989	13.356907	14.15737	10.844745	9.223402	11.215739	6.210848	6.882834	4.695899	5.604202	1.745954	1.263501	2.535447	33.424316	39.422157	39.175259	40.268715	15.394206	9.601694	10.466959	29.463062	20.893906	20.274529	23.28133	99.942772	81.529633	68.82634	79.920105	6.284037	7.17208	8.851985	9.166743	4.478779	4.308116	4.59065
ENSBTAG00000000160	12.156931	8.121004	6.798251	5.028982	4.830511	4.287166	15.368243	14.078556	9.885503	10.192533	2.324397	2.753525	2.969626	2.789934	0.436427	0.864222	1.044666	59.359581	71.660316	57.377163	59.638489	20.620586	16.18116	19.569475	3.805439	3.633162	2.247335	4.187699	10.206277	7.901746	6.017488	8.266572	7.29705	7.854998	8.478819	9.170126	2.598259	4.236608	3.935707
ENSBTAG00000000172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.102593	0.227141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.070499	0.0	0.0	0.0	0.0	36.741028	16.149473	23.310646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENSBTAG00000000197	0.895689	1.008257	1.103506	2.962501	4.011382	3.85863	1.594002	4.201849	5.507623	2.595696	0.734118	0.652445	0.58671	0.614691	1.255988	0.562109	0.885922	0.973875	0.91382	1.728776	1.682742	5.364682	4.87852	5.435344	1.681674	5.558363	8.416256	3.56234	1.408517	1.363927	1.76374	1.100543	1.854424	1.350437	1.896121	1.703983	3.534549	4.885201	6.415062
ENSBTAG00000000277	32.269062	52.822872	30.812048	2.068223	1.412954	1.300936	0.234207	0.527903	0.720428	0.709799	8.141086	7.357165	6.787796	5.784132	1.580864	1.711684	0.787357	11.026009	7.898328	11.62432	6.711332	2.536734	3.106611	4.985298	7.070548	6.969467	21.944357	10.104803	14.088751	25.112246	44.009224	22.659761	206.107895	229.513443	282.771881	320.642914	25.824518	27.406784	31.882069
ENSBTAG00000000285	4.027486	4.591781	5.205608	4.158561	3.875486	4.16254	2.75167	7.052889	6.342093	5.770001	5.006404	5.288054	5.497129	7.051726	1.941133	2.728286	4.377669	2.614022	3.393002	3.429548	3.619617	0.622877	1.101952	1.097524	2.722079	8.424332	3.995779	7.599856	3.089857	3.699628	5.113879	4.090724	5.699596	3.916899	6.159569	5.846782	6.821754	5.647504	8.159942
ENSBTAG00000000286	8.505358	7.832462	10.728398	76.563431	54.585201	55.641754	53.15929	59.687607	45.932404	54.534809	439.934723	342.090302	309.778503	461.166595	132.229	108.5197	156.9332	3.685739	4.203377	3.355039	3.668989	0.524426	0.942544	0.81756	2.236888	1.607805	2.633309	3.759532	10.060658	10.401599	9.224332	10.50087	7.65199	5.852157	6.54462	5.387211	1.863996	2.248863	1.597301
ENSBTAG00000000296	36.341057	21.589127	28.732237	8.023746	3.517663	4.62417	11.377415	3.609686	3.113806	5.339268	6.772106	11.479692	4.604527	5.128856	0.342544	0.157454	0.672566	6.054726	4.253053	3.734852	4.828812	0.094658	0.339699	0.0	10.61481	3.286384	1.554263	2.019626	24.696859	28.610872	26.49473	25.061972	27.151651	35.065273	29.856373	29.652843	5.193691	8.236852	2.997591
ENSBTAG00000000317	16.453262	24.057016	17.417377	37.411846	29.346216	30.927916	100.522324	24.465866	25.172583	46.036781	0.603701	1.183055	0.758863	0.563886	1.123581	0.0	0.0	0.345102	0.207926	0.14448	0.13306	0.0	0.0	0.0	8.402877	1.203608	0.817349	1.539315	41.014462	27.929602	34.349201	40.694344	1.798131	1.974587	1.462281	1.785656	0.120629	0.28392	0.0
ENSBTAG00000000330	28.320496	24.606985	25.119833	0.929005	0.725499	0.799189	7.079009	1.296908	1.550576	2.822276	10.714252	11.076382	8.094786	7.018831	0.995897	0.240206	0.618175	75.491783	92.965477	55.144459	89.219986	4.181531	5.290666	4.90945	8.938682	2.145943	3.955568	1.038338	35.397995	30.93997	42.794491	37.522682	42.529354	49.830952	46.473373	40.871605	4.68223	5.512559	2.95994
ENSBTAG00000000354	0.0	0.268484	0.190515	0.510043	0.0	0.257972	0.337172	0.803234	0.454836	0.0	0.0	0.179926	0.069879	0.125919	0.0	0.0	0.0	0.367701	0.1606	0.109065	0.247985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.425081	0.076847	0.038203	0.085742	0.600514	0.304461	0.250079	0.106245	0.0	0.0	0.0
ENSBTAG00000000355	4.646752	5.086424	4.908477	6.622285	9.186968	9.274272	9.298281	8.174131	6.978485	7.884049	22.717669	19.672026	23.102535	18.354517	4.80718	3.796586	6.614721	4.027038	4.685011	3.456763	3.362708	0.969144	0.720979	1.544946	2.793276	3.413673	7.418484	4.162868	4.725282	4.724006	5.986948	5.011903	6.23468	7.271104	6.450684	6.453641	3.206902	5.01431	3.493721
ENSBTAG00000000356	9.227464	8.679368	9.431643	12.291418	10.104311	10.533039	12.411429	6.473658	6.453617	10.704279	3.077421	6.347247	2.992766	3.806423	1.207332	1.878425	2.916767	4.539382	7.123045	4.482309	3.57638	4.21139	2.261266	1.531366	29.409502	10.815419	11.981109	9.41227	12.20819	26.149969	13.990436	13.457228	14.135428	23.274426	17.19132	18.225903	9.380417	12.883607	6.482501
ENSBTAG00000000379	12.071999	11.665529	12.117888	22.94248	32.079102	32.793262	4.210432	18.328611	24.363516	14.977841	6.783812	6.945851	6.751223	7.492561	8.888692	11.42768	8.959039	4.222994	3.162946	5.241842	3.451293	7.842313	14.339642	9.306422	7.644895	35.87574	49.410843	29.697409	14.146113	12.439148	11.583865	9.070996	16.972071	12.561976	13.884871	14.112459	26.708117	26.147161	33.144756
ENSBTAG00000000409	5.42396	6.620211	6.449175	14.019827	17.757757	16.823498	5.627991	15.167589	14.53341	12.381922	4.682951	4.857594	4.574408	4.089643	9.002123	10.4376	7.777359	4.258014	4.283274	4.239464	3.821112	13.013093	13.296659	11.109731	9.590845	34.246769	36.734806	27.904669	8.259294	7.710703	9.57077	6.487572	13.326501	8.354195	10.106636	10.042746	25.25107	19.558971	36.878548
ENSBTAG00000000411	42.019665	45.77129	51.299492	13.196378	9.044717	9.019917	27.65649	10.887556	9.563241	14.893258	17.388908	21.631336	15.623075	14.554372	2.33344	1.326934	2.890403	24.190779	27.003687	18.694376	23.898083	3.632813	1.498429	2.297807	25.029085	9.558806	6.95112	8.074129	58.18898	58.726665	56.160442	62.38644	49.621857	52.504208	42.326717	42.713581	8.142989	10.856564	4.173283
ENSBTAG00000000435	9.961688	11.888437	12.346972	6.772421	3.827939	5.078691	66.713852	22.08847	14.064266	23.8095	9.404873	9.115499	7.761386	9.312919	0.834331	2.24796	1.479483	10.214787	13.119223	9.3018	8.252385	4.155027	1.485843	1.700364	10.111306	3.005849	0.777157	2.335019	12.687981	14.847531	17.91374	15.446157	19.716156	16.744572	19.332792	17.188547	3.972765	6.282252	2.372707
ENSBTAG00000000446	4.721445	2.253873	2.826943	1.337307	0.27277	0.602843	1.809954	1.477891	1.390614	2.500947	0.961696	1.656188	0.898886	0.544748	0.0	0.0	0.0	4.17994	7.033843	4.003003	4.693461	0.0	0.0	0.259269	2.308417	0.530501	0.024089	0.76666	15.398048	21.040684	8.774837	16.501411	4.857992	6.313235	3.561729	4.229247	0.193708	0.859991	0.0
ENSBTAG00000000475	3.34929	3.576055	2.661262	1.779559	3.053275	2.418797	0.785127	3.581222	5.43362	3.072171	4.470076	3.294653	4.922168	4.924168	0.0	1.364395	0.841131	3.140978	2.915304	2.602836	2.766512	0.548019	0.865421	0.48237	0.925447	1.747321	6.436498	4.961661	2.955655	3.483712	4.258705	3.418105	6.025157	5.34188	7.113202	5.305707	1.487331	3.13175	3.635249
ENSBTAG00000000478	1.455263	1.757686	0.723602	0.165333	0.0	0.0	0.0	0.258916	0.0	0.0	32.157104	34.076763	39.649204	32.02689	0.0	0.0	1.502038	0.179411	0.0	0.0	0.242553	0.0	0.0	0.0	1.678834	0.0	0.0	0.0	0.420926	0.443088	0.767035	0.575183	0.634903	0.208957	1.22532	0.76023	0.0	0.0	0.0
ENSBTAG00000000480	57.727745	41.312077	42.479229	2.822551	3.773598	3.639225	8.565165	2.179485	1.70372	3.917431	20.840698	27.322422	20.140842	19.236988	0.336464	1.141144	1.070317	36.667606	41.184715	33.868965	43.246464	1.28235	0.541586	1.242499	10.314703	2.782564	1.220682	3.247098	36.361153	33.826397	46.895039	32.323814	33.148132	43.645378	36.013943	34.273296	3.242118	5.659632	1.953325
ENSBTAG00000000489	2.043313	2.891516	3.607532	1.255783	0.983328	1.863642	10.955312	3.620211	1.061214	2.618627	0.576716	1.336861	0.845392	0.596957	0.0	0.0	0.111169	1.484497	1.360803	0.900347	1.781846	0.0	0.0	0.0	3.897251	2.326685	0.0	1.244945	8.286354	7.506165	10.359105	7.729913	2.105067	2.451124	3.348904	2.891696	0.436088	0.511436	0.26475
ENSBTAG00000000490	3.277313	6.340506	6.290748	12.979881	6.517694	5.847831	14.52782	5.20009	3.779298	6.832052	1.363027	1.537915	1.255914	1.065894	0.083329	0.059837	0.087224	1.020924	1.857425	1.554993	1.109328	0.380795	0.070081	0.479692	4.820186	2.32864	0.586702	1.540366	7.312904	5.609449	8.224978	7.115551	1.470894	1.317108	1.436054	1.015161	0.668646	0.443969	0.240725
ENSBTAG00000000500	4.878358	6.737012	3.719201	2.977008	1.194366	2.062204	2.222195	2.27137	3.168223	2.201542	4.688828	4.121505	5.054075	2.862438	1.394809	0.830029	1.913844	3.357182	2.705261	3.186928	1.315735	0.423655	1.740061	2.263737	3.065078	3.080818	1.868398	1.799688	5.141973	4.467597	5.567956	2.92813	7.712664	8.065997	8.455542	6.00088	4.932797	4.593898	3.122647
ENSBTAG00000000511	4.641392	3.541292	4.510982	10.754249	13.60316	15.138469	6.489447	15.103619	15.439023	17.107468	6.891562	3.619059	10.070951	6.878144	2.949364	2.998954	4.48638	1.185035	1.816219	0.864682	0.90837	1.995619	1.857966	1.913467	4.684889	4.100556	2.932326	8.032679	7.35145	6.663345	3.875646	6.596592	5.514059	4.971064	4.932708	4.090708	5.734254	7.407793	5.41716
ENSBTAG00000000524	156.099716	172.093643	174.097046	29.355288	31.546444	29.144278	48.690594	28.130323	28.996965	40.758007	70.311554	73.864792	50.984867	47.220005	5.447562	8.506187	10.62367	76.366699	38.039661	56.06712	43.852627	8.289646	16.017113	12.005983	144.416122	76.004875	76.227692	70.307762	192.33107	216.984512	275.690552	206.004303	220.227356	233.362549	311.679779	250.333771	88.426422	112.042297	58.051792
ENSBTAG00000000536	19.89596	18.970528	26.381372	2.035263	2.836481	1.649851	3.827676	4.147208	5.061798	5.632294	5.339499	7.608258	3.526741	4.575773	0.318338	0.654297	0.833617	7.013881	7.904574	4.473164	8.181545	0.605771	1.148793	0.853149	8.743639	6.830309	3.71755	6.024375	14.816456	14.200138	10.613436	17.369049	12.863549	18.787304	14.697784	13.857634	7.17187	5.529956	6.944417
ENSBTAG00000000559	45.737751	123.334915	103.351616	15.675781	15.889217	15.026089	73.653572	18.027185	13.160025	19.440941	22.371923	31.588249	24.767639	11.557872	1.048662	0.180896	0.450075	21.1863	19.173132	13.347048	11.780625	0.0	0.397595	0.988318	52.09182	14.907448	15.424939	13.372619	140.917328	151.078735	143.605774	144.524323	63.041916	352.417419	41.155972	62.271126	3.621602	5.691438	5.478471
ENSBTAG00000000565	3.401307	3.031426	3.802908	16.310682	14.667024	16.691395	6.647856	32.748489	25.586788	23.060526	1.120688	1.479394	0.655969	0.675603	3.633301	5.403003	3.566316	1.462089	1.712728	1.199663	1.300565	4.121808	3.680624	4.531663	7.365435	34.467007	27.903362	30.784512	4.987132	5.038428	3.729548	4.1796	6.974743	6.675764	6.103576	6.112429	24.242834	26.369715	37.111435
ENSBTAG00000000575	4.622524	2.171419	5.25695	1.763096	2.773051	3.311875	23.851042	9.990727	8.291038	11.993011	1.184404	0.935223	0.959258	0.386933	0.152606	0.23173	0.081047	3.051932	2.350042	1.964009	3.106527	2.856086	2.781937	3.454343	13.603896	7.750037	6.80092	8.185872	39.416428	28.794922	11.351097	9.617495	23.013826	16.950953	11.393076	23.684895	12.728175	13.182356	14.301497
ENSBTAG00000000586	1.732491	2.160455	2.237717	5.750152	5.108741	5.288177	9.181457	11.690314	9.390452	8.857695	0.456363	0.80063	0.349459	0.431091	0.575183	1.030625	1.101413	0.258403	0.163203	0.262139	0.145763	0.224179	0.497828	0.30052	3.006227	8.684206	7.878375	5.344127	2.446889	2.285379	2.142785	2.176743	3.452359	2.181109	2.797869	2.245987	5.256359	5.285825	6.056633
ENSBTAG00000000590	0.9725	0.183839	0.085851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.141251	0.164867	0.051387	0.030551	0.0	0.0	0.0	0.489233	0.915672	0.425341	0.446817	0.051087	0.06693	0.081196	0.0	0.023015	0.0	0.032411	1.861627	1.525388	0.486307	0.686089	1.894672	2.183384	1.415208	1.496447	0.061138	0.071668	0.0
ENSBTAG00000000646	6.54647	8.357041	8.389349	4.327439	2.673981	3.78779	8.644261	5.654013	4.320991	4.044577	4.156292	4.994576	4.047967	5.303277	0.653375	2.000054	2.252904	6.050693	5.452456	6.227665	5.375256	3.000285	2.305462	1.713024	4.678055	6.590599	6.427153	6.876002	8.590869	8.815076	12.21892	9.154343	16.084192	13.348652	15.482895	11.302369	7.371009	8.11773	6.985135
ENSBTAG00000000654	0.037425	0.184168	0.50365	0.0	0.084602	0.05072	0.168486	0.0	0.0	0.0	0.0	0.025339	0.017658	0.0	0.0	0.0	0.0	0.399668	0.417883	0.365221	0.088018	0.0	0.0	0.0	0.764296	0.248061	0.0	0.192463	1.019361	1.097546	0.466284	1.576386	1.848296	1.645718	1.795455	1.580756	1.348253	0.964677	0.209294
ENSBTAG00000000670	8.509306	13.314021	9.998823	0.414108	0.31746	0.465822	1.097299	0.324293	0.0	0.294212	5.08993	5.318079	4.699987	4.502803	0.0	0.0	0.116958	5.767543	5.712783	4.196478	4.576962	0.0	0.0	0.0	1.257335	0.762169	0.0	0.0	10.93971	9.098598	12.952268	10.234769	13.782297	12.394061	11.677507	10.760921	0.0	0.863196	0.0
ENSBTAG00000000671	5.746303	11.643763	8.885831	1.038039	0.079801	0.0	0.856319	0.164104	0.070816	0.310758	0.712318	0.918573	0.378838	0.460462	0.072048	0.0	0.100884	1.601032	1.649067	0.841991	1.034653	0.051535	0.165736	0.342573	10.454493	4.99401	1.86232	2.211192	4.018778	6.39028	6.349992	6.935028	8.461042	6.251276	4.905798	4.420965	1.183862	5.995027	0.935065
ENSBTAG00000000694	152.754379	174.651047	154.484268	12.730099	11.80524	14.747918	30.908855	12.602284	7.807636	11.721757	209.083084	210.99202	289.335602	193.172073	4.397799	0.842711	7.629569	133.916153	123.607597	137.772339	126.965828	1.704545	4.888355	8.572371	35.472019	6.882838	2.518373	12.523265	128.516907	127.919136	194.368896	145.610291	202.672302	181.554916	206.922211	215.53125	15.618896	15.936308	12.825337
ENSBTAG00000000696	90.424774	96.68615	103.720184	13.450708	7.406389	8.851117	24.392271	9.175818	9.961051	12.63835	92.457329	97.099899	77.229378	79.620842	10.83085	8.18799	15.49396	44.810818	40.890453	40.533546	35.208984	5.617431	3.629193	4.364638	58.687035	28.33182	22.594671	21.898642	109.037537	103.313416	98.129242	105.540382	69.941116	75.953049	74.555435	69.731972	27.407316	27.899059	17.260744
ENSBTAG00000000697	2.591611	2.146097	2.553753	2.310049	2.939108	3.575438	2.1492	2.896353	3.486647	4.168408	1.837195	2.370511	0.754057	1.379851	0.176717	1.313916	0.718074	1.302201	1.071677	1.242486	1.012972	0.114627	0.717102	1.510999	3.261713	4.375891	3.066504	3.465405	3.926277	4.290536	1.650861	4.19472	5.038612	4.817251	3.522209	4.276905	4.848084	5.128076	3.969337
ENSBTAG00000000712	21.974026	19.994705	22.378262	10.045451	6.835731	11.980633	8.105674	9.068354	10.770705	9.716645	11.440823	12.450151	9.127948	9.580579	3.495143	3.932513	4.478457	11.476898	10.855925	10.390788	9.712245	10.685883	3.565522	5.753238	30.438633	21.682878	10.710927	16.982056	31.254732	31.731298	27.212383	31.292599	22.249994	21.320827	21.754919	21.425648	12.79897	14.133706	14.166186
ENSBTAG00000000771	33.731937	39.199081	38.708839	120.444633	124.492416	106.53376	77.969688	139.348892	128.699066	115.064911	30.238514	35.749161	29.846775	32.585506	2.451301	3.334439	2.710654	18.042847	19.360428	23.27046	18.918541	4.668599	15.069626	12.807309	28.060518	32.500477	32.262684	34.947067	42.574192	38.182869	49.34948	42.791309	59.160995	41.413635	43.750385	47.484093	28.847609	26.65134	32.891666
ENSBTAG00000000785	1.987346	1.92797	1.455522	1.47364	0.515811	0.889408	2.643183	2.011054	1.488199	1.980877	0.797802	0.971742	0.535019	0.402105	0.119128	0.159035	0.389193	0.671518	1.15553	0.540336	0.667208	0.065049	0.163299	0.111579	1.825085	0.919772	0.442893	0.544611	3.090353	3.184003	2.782166	2.919872	2.578361	3.087813	1.951248	1.487842	0.492137	1.038539	0.798385
ENSBTAG00000000789	55.348728	65.336464	53.628662	15.930745	10.56124	8.051044	14.893103	12.552738	5.690507	13.976007	74.251839	80.686607	87.098206	91.59259	3.235985	1.535844	2.678593	18.685268	20.091923	22.983208	17.680439	1.610105	0.46657	0.313275	13.659474	5.942122	3.575991	3.03301	46.008068	48.379284	52.957321	46.671295	43.719868	40.022919	45.060188	43.195549	4.939672	9.920177	5.310625
ENSBTAG00000000795	3.387398	2.352298	1.46391	32.527687	34.686375	39.983402	33.08131	43.707935	43.804913	55.856216	1.920029	2.453999	2.334249	1.712335	0.206749	0.389445	0.345224	2.463399	2.986573	3.808433	0.378226	1.935366	1.314294	1.882521	2.474901	1.83959	0.0	0.967933	3.196069	3.468569	3.181811	0.586678	1.854578	1.915012	3.5159	0.149175	1.35068	1.184679	1.827715
ENSBTAG00000000810	326.564087	364.623108	323.044037	5.521937	8.384527	6.229256	28.803774	6.786463	4.85462	9.639722	288.638306	265.189972	262.753357	235.872543	2.940917	0.0	4.633818	179.296265	167.027573	154.149094	174.153244	0.0	1.230371	2.017801	23.990084	6.34623	3.100324	2.971376	219.988571	200.311661	260.64679	188.492905	260.435822	251.134201	241.889084	249.736465	4.247897	16.737843	2.053086
ENSBTAG00000000811	18.043949	34.474854	26.727631	2.968787	1.783394	2.894832	29.939281	10.165296	10.992836	17.545683	6.596886	7.141558	7.399526	6.019442	1.691275	0.499574	1.535627	8.421941	7.236353	7.594032	6.325347	0.763483	0.373341	0.792352	8.976579	2.91929	2.417027	3.537489	12.526881	16.260386	18.452925	13.838597	11.562776	12.872903	13.509705	12.216054	2.397426	2.225025	1.249992
ENSBTAG00000000817	1.420292	0.93369	1.524758	4.416229	3.911825	4.089748	1.448895	0.618345	0.284832	1.198064	2.654698	3.211179	1.736444	2.328728	0.514122	0.38091	0.757745	2.002776	2.3443	1.913188	1.54474	0.395073	0.112	0.022767	1.294573	0.360857	0.157424	0.623283	3.052668	3.034629	1.503244	4.463393	1.001907	0.961163	0.993055	0.668577	0.0	0.20315	0.0
ENSBTAG00000000829	4.638876	5.083823	6.259528	1.212953	0.884453	1.051712	1.307913	1.877616	0.428117	2.004553	1.305107	1.615453	0.825516	1.118645	0.0	0.357369	0.357491	15.563241	23.140099	16.592642	16.790604	3.43934	5.76324	6.926345	4.223301	2.337142	2.871202	4.607108	8.206312	9.147643	7.858158	9.490499	5.455499	5.577126	6.332615	4.78122	4.478296	4.106263	2.264184
ENSBTAG00000000831	5.886508	7.937928	5.988731	10.498608	6.363578	7.398337	12.864819	8.293959	6.189399	9.870142	2.200492	3.168502	2.547529	1.958329	1.359721	1.574402	2.198465	3.539828	5.919293	3.71874	3.910776	1.781137	1.782888	1.499216	13.043287	7.741813	7.067418	7.861641	10.93405	9.590388	8.790687	11.928235	6.69646	4.902007	5.075062	4.157678	4.035588	5.766253	2.955715
ENSBTAG00000000833	177.411942	224.597672	220.401794	14.192899	12.833191	7.264527	16.230492	8.02631	8.924193	11.850605	223.008087	292.505157	186.610916	209.78833	63.88105	40.71775	85.14404	74.741615	95.052422	83.837029	87.601921	13.438879	15.19141	14.337877	110.188545	69.76783	71.150627	52.898605	203.501541	183.634583	174.596436	191.394272	78.361549	90.800949	80.811241	60.994431	42.752472	39.226402	35.808723
ENSBTAG00000000848	39.185078	38.754581	41.89938	7.551246	4.513924	5.396674	24.755573	12.3635	8.119406	19.553928	11.777504	17.018723	11.469165	10.934625	1.195868	0.61285	1.934173	18.812632	21.994167	15.194908	17.986292	1.153455	0.524063	1.233832	18.428543	4.795791	3.805446	3.795262	63.173355	57.943123	45.528439	57.410473	49.598743	51.883034	36.84478	36.999874	5.731302	8.810322	2.919174
ENSBTAG00000000856	5.172425	8.019027	7.758482	1.965332	1.527458	0.970076	9.207561	2.919509	2.688776	4.32616	3.170964	3.123467	2.952545	3.044859	0.125732	0.195466	0.482042	4.349795	4.229702	2.544682	2.561892	0.206475	0.363507	0.678485	4.870986	1.3651	0.0	1.257689	7.522871	7.569987	12.594223	8.778383	10.209512	10.56267	11.564969	9.96371	2.511754	4.595665	1.752863
ENSBTAG00000000857	23.641552	21.597401	22.747913	10.775516	6.655168	7.027542	69.90744	27.805805	21.374529	37.241104	18.82473	18.367283	19.225496	12.72563	2.974236	1.073681	3.228833	16.561787	18.045975	15.397163	15.014492	5.678211	1.851412	3.317039	23.726141	7.766356	11.378842	7.099744	31.201611	35.733158	42.058933	32.945923	58.6717	47.412663	45.33493	49.083179	13.281526	16.2425	7.927083
ENSBTAG00000000910	0.089185	0.306996	0.687827	19.869865	18.229603	21.754749	8.389113	10.720321	7.510467	10.908242	0.03976	0.0	0.0	0.0	0.0	0.0	0.0	0.045701	0.014754	0.0	0.024672	0.0	0.0	0.116291	0.624299	0.0	0.472579	0.0	0.090041	0.017641	0.051977	0.096844	0.0	0.049613	0.044566	0.0	0.0	0.0	0.078658
ENSBTAG00000000916	0.0	0.30994	0.31354	0.0	0.0	0.101827	0.258663	0.0	0.252489	0.0	0.680483	0.453258	0.674125	0.466586	0.0	0.0	0.0	0.292636	0.160783	0.452307	0.065982	0.0	0.0	0.0	0.153668	0.0	0.0	0.0	0.443433	0.31059	0.312322	0.208279	0.825471	0.628599	0.632986	0.783685	0.0	0.095132	0.0
ENSBTAG00000000918	3.849544	7.494963	7.094645	2.695964	2.981005	3.250683	5.875533	3.241115	2.177933	3.092581	3.268505	3.680403	4.633014	3.221915	0.715674	0.359851	0.902954	3.982247	3.835265	5.308781	3.231765	0.448114	0.462407	0.592276	6.975017	11.359774	7.763587	7.076833	6.388867	6.158711	12.743706	6.62395	11.02286	6.981409	10.169558	7.416095	5.559547	6.569446	5.591413
